p_id,p_hour,gcount
1,00,0
2,00,0
3,12,3
4,00,0
5,11,1
6,00,0
7,09,48
8,00,0
9,09,2
10,09,5
11,10,1
12,00,0
13,00,0
14,12,7
15,00,0
16,09,2
17,09,9
18,09,5
19,08,3
20,08,2
21,11,4
22,07,5
23,00,0
24,09,7
25,11,19
26,11,5
27,00,0
28,11,4
29,08,3
30,00,0
31,09,1
32,07,4
33,09,41
34,12,1
35,09,9
36,08,3
37,10,6
38,04,1
39,09,9
40,08,8
41,08,86
42,08,61
43,11,18
44,00,0
45,00,0
46,00,0
47,09,4
48,06,1
49,09,17
50,00,0
51,08,7
52,09,15
53,08,1
54,08,2
55,12,10
56,08,6
57,10,1
58,00,0
59,05,1
60,12,4
61,09,22
62,11,7
63,09,3
64,12,1
65,12,21
66,08,30
67,11,2
68,00,0
69,09,8
70,05,2
71,08,11
72,08,5
73,11,2
74,08,112
75,10,108
76,08,13
77,10,5
78,12,6
79,00,0
80,01,13
81,12,5
82,11,41
83,08,5
84,00,0
85,12,5
86,07,1
87,00,0
88,00,0
89,08,12
90,00,0
91,11,6
92,12,13
93,09,1
94,09,2
95,12,33
96,00,0
97,12,26
98,09,2
99,00,0
100,00,0
101,11,2
102,10,2
103,00,0
104,00,0
105,00,0
106,01,4
107,07,1
108,09,5
109,00,0
110,00,0
111,00,0
112,10,7
113,00,0
114,00,0
115,12,1
116,08,35
117,07,1
118,00,0
119,08,8
120,10,1
121,11,6
122,09,5
123,11,6
124,06,2
125,00,0
126,11,3
127,08,9
128,12,2
129,12,26
130,11,18
131,12,4
132,04,1
133,07,2
134,00,7
135,07,4
136,12,5
137,00,0
138,10,1
139,09,2
140,00,0
141,06,1
142,07,1
143,09,1
144,00,0
145,08,28
146,09,6
147,10,2
148,00,0
149,10,3
150,05,1
151,00,0
152,09,12
153,06,2
154,00,0
155,10,5
156,07,1
157,12,3
158,00,0
159,07,5
160,09,2
161,00,0
162,07,1
163,00,0
164,00,0
165,10,7
166,09,56
167,08,3
168,06,8
169,07,7
170,00,0
171,12,3
172,00,0
173,10,5
174,11,8
175,07,1
176,00,0
177,12,8
178,09,3
179,09,10
180,07,2
181,11,26
182,09,9
183,12,2
184,07,1
185,08,4
186,08,1
187,00,0
188,09,9
189,12,4
190,12,2
191,07,4
192,10,5
193,08,9
194,00,0
195,11,2
196,10,15
197,07,4
198,10,3
199,00,0
200,09,3
201,00,0
202,00,0
203,09,2
204,00,0
205,07,6
206,00,0
207,00,0
208,09,2
209,00,0
210,09,9
211,00,0
212,09,5
213,08,11
214,00,0
215,09,4
216,09,6
217,08,3
218,10,6
219,08,2
220,11,7
221,00,0
222,10,4
223,08,22
224,00,0
225,10,8
226,12,15
227,09,2
228,08,2
229,00,0
230,05,1
231,00,0
232,00,0
233,00,0
234,00,0
235,08,8
236,09,6
237,00,0
238,00,0
239,00,0
240,07,1
241,10,3
242,11,10
243,10,12
244,12,35
245,00,0
246,00,0
247,11,7
248,09,5
249,00,0
250,09,3
251,00,0
252,10,1
253,00,0
254,12,7
255,00,29
256,00,26
257,09,4
258,06,1
259,09,3
260,12,20
261,00,0
262,00,0
263,08,2
