p_id,ycount,gcount,hfcount,fcount,sum
1,1,0,0,44,45
2,0,0,0,2,2
3,0,1,0,197,198
4,1151,0,0,587,1738
5,0,0,0,2,2
6,1,0,0,18,19
7,675,1297,0,748,2720
8,2,0,0,2,4
9,1,1,0,48,50
10,24,1,0,73,98
11,3,0,0,24,27
12,36,0,0,4,40
13,1237,0,0,459,1696
14,14,19,0,262,295
15,1,0,0,18,19
16,2,18,0,120,140
17,126,455,0,719,1300
18,6,24,0,112,142
19,0,1,0,17,18
20,2,26,0,65,93
21,2,3,0,80,85
22,5,5,0,77,87
23,0,0,0,21,21
24,608,74,0,134,816
25,280,503,0,452,1235
26,3,4,0,52,59
27,0,0,0,0,0
28,9,14,0,120,143
29,2,2,0,40,44
30,0,0,0,0,0
31,0,6,0,8,14
32,3,9,0,51,63
33,228,355,0,419,1002
34,7,21,0,73,101
35,6,26,0,169,201
36,129,379,0,1256,1764
37,258,402,0,1177,1837
38,0,0,0,10,10
39,5,17,0,203,225
40,146,205,0,228,579
41,702,1347,0,509,2558
42,303,830,0,508,1641
43,2058,111,0,131,2300
44,0,0,0,1,1
45,396,0,0,269,665
46,0,1,0,7,8
47,3,22,0,39,64
48,6500,0,0,1371,7871
49,132,534,0,621,1287
50,2112,0,0,668,2780
51,1,4,0,97,102
52,117,163,0,130,410
53,0,7,0,45,52
54,15,21,0,64,100
55,4,30,0,35,69
56,14,48,0,283,345
57,0,0,0,29,29
58,1,1,0,6,8
59,0,1,0,1,2
60,1,12,0,27,40
61,99,579,0,1034,1712
62,21,82,0,200,303
63,1,6,0,95,102
64,0,0,0,14,14
65,274,250,0,334,858
66,62,266,0,201,529
67,6,1,0,76,83
68,5449,0,0,1302,6751
69,8,61,0,76,145
70,35,46,0,218,299
71,7,13,0,136,156
72,2,16,0,164,182
73,1,2,0,52,55
74,650,950,0,331,1931
75,1221,795,0,297,2313
76,6,21,0,798,825
77,6,7,0,108,121
78,14,31,0,47,92
79,10972,0,0,2954,13926
80,354,600,0,997,1951
81,1,2,0,197,200
82,105,929,0,325,1359
83,40,188,0,126,354
84,0,0,0,7,7
85,8,43,0,94,145
86,0,0,0,5,5
87,1156,0,0,653,1809
88,433,0,0,142,575
89,29,87,0,350,466
90,4157,0,0,990,5147
91,4,12,0,127,143
92,19,261,0,267,547
93,14,6,0,28,48
94,2,13,0,36,51
95,47,499,0,328,874
96,1,1,0,8,10
97,232,543,0,454,1229
98,0,0,0,39,39
99,0,0,0,0,0
100,2872,0,0,446,3318
101,0,0,0,16,16
102,2,4,0,350,356
103,0,0,0,0,0
104,0,0,0,0,0
105,0,0,0,0,0
106,46,105,0,198,349
107,5114,0,0,1151,6265
108,1,0,0,30,31
109,0,0,0,0,0
110,0,0,0,0,0
111,1,5,0,3,9
112,261,784,0,938,1983
113,3144,0,0,945,4089
114,4186,0,0,1186,5372
115,0,0,0,7,7
116,229,444,0,313,986
117,0,2,0,9,11
118,3,0,0,9,12
119,7,33,0,63,103
120,2,4,0,1,7
121,4,13,0,126,143
122,1,5,0,15,21
123,2,0,0,66,68
124,0,0,0,50,50
125,845,0,0,322,1167
126,1,19,0,27,47
127,21,119,0,317,457
128,0,3,0,10,13
129,208,978,0,492,1678
130,14,264,0,200,478
131,0,2,0,58,60
132,2144,0,0,856,3000
133,18,13,0,90,121
134,10,145,0,112,267
135,3,12,0,104,119
136,4,25,0,163,192
137,2612,0,0,731,3343
138,1740,0,0,495,2235
139,1,1,0,20,22
140,2428,0,0,517,2945
141,4031,0,0,715,4746
142,3996,0,0,706,4702
143,1847,0,0,433,2280
144,2583,0,0,977,3560
145,411,664,0,640,1715
146,354,157,0,160,671
147,2,18,0,25,45
148,6795,0,0,2150,8945
149,3,4,0,60,67
150,2,1,0,38,41
151,1586,0,0,306,1892
152,153,191,0,135,479
153,1,19,0,33,53
154,0,0,0,3,3
155,3,3,0,50,56
156,0,2,0,30,32
157,11,15,0,202,228
158,4103,0,0,1349,5452
159,14,74,0,67,155
160,11,9,0,193,213
161,4015,0,0,772,4787
162,4099,0,0,626,4725
163,3915,0,0,790,4705
164,4874,0,0,1133,6007
165,5,5,0,55,65
166,769,638,0,318,1725
167,3,26,0,44,73
168,48,109,0,114,271
169,5,37,0,83,125
170,5204,0,0,1080,6284
171,0,3,0,84,87
172,1,0,0,6,7
173,6,153,0,305,464
174,0,31,0,76,107
175,2,0,0,32,34
176,0,0,0,3,3
177,11,53,0,283,347
178,2,2,0,9,13
179,203,129,0,206,538
180,1,6,0,47,54
181,342,745,0,1117,2204
182,2,37,0,40,79
183,1,5,0,14,20
184,0,5,0,5,10
185,1,19,0,65,85
186,4893,0,0,776,5669
187,0,0,0,28,28
188,53,137,0,320,510
189,100,208,0,349,657
190,5,41,0,51,97
191,0,7,0,60,67
192,4,4,0,50,58
193,127,45,0,47,219
194,16,2,0,22,40
195,9,35,0,161,205
196,33,120,0,133,286
197,7,21,0,218,246
198,24,38,0,1007,1069
199,0,0,0,0,0
200,2,5,0,84,91
201,0,0,0,4,4
202,14,15,0,44,73
203,0,1,0,36,37
204,0,0,0,2,2
205,1,1,0,50,52
206,0,0,0,108,108
207,0,0,0,3,3
208,1,18,0,49,68
209,328,0,0,199,527
210,1,45,0,49,95
211,1476,0,0,704,2180
212,0,35,0,30,65
213,3,11,0,34,48
214,0,0,0,12,12
215,7,3,0,56,66
216,8,20,0,129,157
217,22,30,0,42,94
218,3,1,0,34,38
219,11,0,0,40,51
220,5,32,0,124,161
221,0,0,0,24,24
222,0,2,0,48,50
223,176,450,0,369,995
224,910,0,0,369,1279
225,65,204,0,660,929
226,563,312,0,422,1297
227,6,6,0,161,173
228,42,67,0,264,373
229,3230,0,0,694,3924
230,5235,0,0,1081,6316
231,3491,0,0,1482,4973
232,593,0,0,520,1113
233,2167,0,0,563,2730
234,5399,0,0,1227,6626
235,7,32,0,99,138
236,4815,41,0,721,5577
237,4705,0,0,671,5376
238,3273,0,0,558,3831
239,4199,0,0,750,4949
240,0,1,0,12,13
241,1,24,0,461,486
242,6,25,0,58,89
243,42,188,0,372,602
244,176,381,0,581,1138
245,0,0,0,24,24
246,2759,0,0,814,3573
247,30,117,0,74,221
248,3,20,0,34,57
249,5813,0,0,1642,7455
250,3,17,0,43,63
251,0,0,0,22,22
252,0,0,0,39,39
253,0,2,0,5,7
254,0,5,0,374,379
255,715,2376,0,1543,4634
256,643,1137,0,1103,2883
257,13,24,0,180,217
