p_id,p_hour,fcount
1,12,4
2,03,1
3,08,19
4,08,137
5,08,3
6,08,6
7,08,99
8,00,1
9,12,12
10,07,22
11,07,13
12,12,3
13,08,109
14,08,82
15,06,8
16,10,16
17,09,92
18,08,24
19,08,8
20,12,17
21,09,25
22,08,26
23,09,9
24,08,42
25,09,48
26,09,42
27,00,1
28,09,25
29,08,18
30,00,0
31,11,3
32,00,10
33,09,70
34,09,10
35,09,52
36,00,108
37,00,128
38,08,8
39,08,60
40,09,34
41,07,76
42,08,79
43,08,26
44,11,6
45,12,35
46,00,1
47,08,15
48,08,244
49,09,73
50,08,195
51,09,30
52,09,26
53,10,13
54,10,15
55,00,19
56,09,40
57,01,5
58,07,5
59,08,2
60,10,10
61,07,113
62,08,44
63,08,21
64,09,10
65,07,57
66,07,39
67,08,23
68,08,207
69,08,30
70,08,38
71,07,36
72,08,42
73,07,13
74,07,85
75,08,81
76,08,50
77,08,19
78,08,19
79,08,298
80,08,76
81,08,54
82,08,45
83,08,27
84,04,3
85,10,19
86,07,5
87,08,118
88,12,32
89,07,63
90,08,146
91,07,45
92,11,34
93,00,4
94,08,10
95,08,65
96,06,1
97,09,76
98,00,9
99,00,0
100,11,108
101,09,8
102,07,28
103,00,0
104,00,0
105,00,0
106,08,22
107,08,293
108,08,11
109,09,3
110,00,0
111,01,1
112,08,155
113,08,140
114,07,76
115,09,7
116,07,40
117,10,5
118,12,8
119,08,23
120,00,1
121,08,19
122,08,9
123,09,21
124,03,12
125,12,56
126,00,8
127,00,31
128,10,4
129,08,96
130,00,25
131,08,12
132,00,416
133,09,25
134,08,26
135,09,33
136,08,25
137,08,214
138,00,393
139,08,11
140,08,306
141,08,402
142,09,191
143,08,247
144,12,90
145,09,61
146,10,22
147,08,17
148,09,123
149,09,22
150,12,14
151,08,116
152,07,19
153,12,7
154,12,1
155,10,21
156,07,8
157,08,29
158,08,151
159,08,26
160,10,23
161,11,158
162,11,124
163,12,131
164,09,131
165,09,32
166,08,93
167,07,18
168,08,21
169,09,22
170,08,241
171,08,24
172,06,3
173,07,23
174,08,23
175,06,10
176,00,3
177,08,34
178,09,13
179,07,32
180,08,16
181,08,111
182,08,11
183,09,9
184,02,1
185,08,18
186,00,173
187,12,13
188,08,61
189,07,39
190,12,8
191,08,26
192,09,18
193,08,10
194,08,2
195,12,22
196,10,21
197,07,40
198,11,81
199,00,0
200,09,22
201,11,4
202,07,10
203,09,12
204,09,4
205,08,23
206,12,10
207,09,1
208,09,10
209,08,44
210,08,22
211,08,106
212,09,11
213,08,15
214,09,6
215,07,24
216,09,41
217,10,10
218,08,16
219,07,13
220,11,25
221,09,7
222,09,11
223,08,53
224,08,148
225,00,66
226,08,80
227,08,30
228,08,47
229,08,190
230,12,141
231,08,208
232,09,107
233,08,156
234,09,170
235,08,25
236,08,285
237,09,181
238,08,249
239,08,230
240,00,12
241,07,59
242,08,18
243,08,60
244,09,68
245,08,7
246,08,155
247,08,18
248,09,9
249,08,207
250,10,9
251,08,8
252,10,10
253,09,1
254,08,40
255,00,111
256,09,95
257,08,29
258,08,34
259,08,17
260,08,42
261,08,53
262,08,374
263,08,315
