p_id,p_hour,fcount
1,08,9
2,00,0
3,09,71
4,08,109
5,09,14
6,10,15
7,08,231
8,08,3
9,12,26
10,08,95
11,08,50
12,12,28
13,12,129
14,09,143
15,08,29
16,02,67
17,09,203
18,08,118
19,08,29
20,11,80
21,09,95
22,10,130
23,09,35
24,08,47
25,12,124
26,09,193
27,11,3
28,09,47
29,09,59
30,01,2
31,08,19
32,08,78
33,10,112
34,12,15
35,08,157
36,00,149
37,00,207
38,09,30
39,08,227
40,12,56
41,12,147
42,08,231
43,12,135
44,10,8
45,11,74
46,08,5
47,08,129
48,11,367
49,10,161
50,11,145
51,00,105
52,11,33
53,08,57
54,09,28
55,09,60
56,08,124
57,09,8
58,08,16
59,09,8
60,12,66
61,09,432
62,08,122
63,09,95
64,09,28
65,11,123
66,12,86
67,08,71
68,12,299
69,08,178
70,09,83
71,08,115
72,08,176
73,10,37
74,08,186
75,09,181
76,08,227
77,09,68
78,08,132
79,00,364
80,00,124
81,08,81
82,11,156
83,08,54
84,08,11
85,08,73
86,09,45
87,11,140
88,12,69
89,08,188
90,11,134
91,09,162
92,00,148
93,12,15
94,09,50
95,10,157
96,08,14
97,12,159
98,11,35
99,08,2
100,12,210
101,08,30
102,08,84
103,00,0
104,00,0
105,00,0
106,10,38
107,12,189
108,08,54
109,08,16
110,00,0
111,11,3
112,12,153
113,11,117
114,00,168
115,08,23
116,09,111
117,09,33
118,11,27
119,08,133
120,08,17
121,08,66
122,07,32
123,09,117
124,08,42
125,12,78
126,09,59
127,00,78
128,12,10
129,08,207
130,00,132
131,08,36
132,00,602
133,10,63
134,08,66
135,08,59
136,08,82
137,08,159
138,10,528
139,12,45
140,08,231
141,09,179
142,12,188
143,09,185
144,12,180
145,09,144
146,11,78
147,08,70
148,00,275
149,09,86
150,09,38
151,08,112
152,10,57
153,10,19
154,00,3
155,09,95
156,07,36
157,08,88
158,12,107
159,08,124
160,08,71
161,12,356
162,11,298
163,12,202
164,12,306
165,08,146
166,11,99
167,08,147
168,08,168
169,08,151
170,12,268
171,10,64
172,09,17
173,08,61
174,08,108
175,12,32
176,09,12
177,09,125
178,08,63
179,08,93
180,08,36
181,00,298
182,08,87
183,08,38
184,11,8
185,08,83
186,12,235
187,08,27
188,08,187
189,12,71
190,11,22
191,09,78
192,09,43
193,12,46
194,09,2
195,09,40
196,09,80
197,08,113
198,08,141
199,00,1
200,12,51
201,10,11
202,10,21
203,08,57
204,07,6
205,08,120
206,08,57
207,00,0
208,08,90
209,11,57
210,12,92
211,11,123
212,09,71
213,08,152
214,12,26
215,09,93
216,08,157
217,10,53
218,08,63
219,08,67
220,08,87
221,08,55
222,08,50
223,09,134
224,09,106
225,09,212
226,11,138
227,09,59
228,12,83
229,12,215
230,00,316
231,12,259
232,09,151
233,11,207
234,12,219
235,08,173
236,12,226
237,12,248
238,09,201
239,12,179
240,00,27
241,08,123
242,10,105
243,12,140
244,08,179
245,09,20
246,12,199
247,08,115
248,08,87
249,00,183
250,09,71
251,09,16
252,08,35
253,12,2
254,08,128
255,00,276
256,00,157
257,09,49
258,09,89
259,08,79
260,09,103
261,12,123
262,08,207
263,09,176
