p_id,p_hour,ycount
1,00,0
2,00,0
3,00,0
4,09,75
5,00,0
6,00,0
7,06,42
8,08,2
9,09,1
10,07,4
11,04,1
12,11,13
13,08,372
14,01,2
15,00,0
16,00,0
17,00,18
18,06,1
19,00,1
20,09,1
21,11,1
22,07,1
23,00,0
24,07,96
25,08,27
26,09,2
27,00,0
28,01,3
29,00,0
30,00,0
31,00,0
32,01,1
33,07,60
34,09,2
35,00,1
36,02,7
37,00,20
38,00,0
39,00,1
40,08,41
41,08,90
42,07,68
43,12,462
44,00,0
45,12,46
46,12,1
47,04,1
48,07,662
49,01,7
50,09,207
51,05,1
52,08,45
53,00,0
54,06,2
55,00,0
56,08,2
57,00,0
58,00,0
59,00,0
60,00,1
61,00,7
62,00,3
63,00,1
64,00,0
65,08,32
66,08,18
67,00,1
68,09,449
69,01,1
70,05,4
71,00,0
72,06,2
73,00,0
74,07,117
75,07,203
76,00,1
77,00,0
78,00,0
79,09,439
80,00,21
81,00,0
82,00,10
83,05,6
84,00,0
85,01,1
86,01,1
87,08,177
88,11,84
89,07,9
90,09,408
91,00,0
92,10,2
93,10,5
94,11,1
95,07,7
96,00,0
97,00,18
98,00,0
99,00,0
100,06,472
101,00,0
102,01,1
103,00,0
104,00,0
105,00,0
106,00,6
107,08,602
108,00,0
109,00,0
110,00,0
111,00,1
112,00,21
113,08,387
114,00,196
115,00,0
116,07,33
117,12,2
118,00,0
119,01,1
120,00,0
121,10,1
122,00,0
123,00,0
124,00,0
125,11,147
126,05,1
127,00,4
128,00,1
129,07,21
130,12,4
131,01,1
132,00,428
133,07,5
134,00,2
135,01,2
136,00,1
137,08,366
138,11,608
139,00,0
140,08,705
141,07,683
142,08,538
143,07,288
144,12,145
145,00,23
146,08,15
147,04,1
148,00,276
149,00,0
150,00,0
151,08,236
152,07,23
153,00,0
154,00,0
155,00,0
156,00,0
157,12,2
158,08,252
159,06,1
160,12,3
161,12,860
162,09,684
163,12,545
164,12,519
165,07,1
166,08,111
167,03,1
168,07,6
169,05,1
170,08,853
171,00,0
172,00,0
173,01,2
174,00,0
175,10,1
176,00,0
177,01,2
178,00,1
179,05,17
180,00,0
181,07,22
182,00,0
183,00,0
184,00,0
185,07,1
186,09,812
187,00,0
188,00,6
189,00,8
190,00,1
191,12,1
192,00,0
193,07,13
194,06,1
195,09,2
196,07,3
197,05,3
198,02,2
199,00,0
200,00,0
201,00,0
202,07,2
203,00,0
204,00,0
205,00,1
206,00,0
207,05,1
208,00,0
209,09,37
210,09,2
211,12,186
212,00,0
213,10,1
214,00,0
215,07,2
216,01,2
217,00,7
218,00,0
219,09,2
220,00,0
221,00,0
222,00,0
223,07,24
224,07,96
225,00,7
226,07,73
227,00,0
228,07,7
229,08,529
230,11,519
231,08,437
232,08,33
233,08,364
234,12,664
235,00,0
236,08,1069
237,08,1022
238,08,519
239,10,510
240,00,0
241,01,1
242,06,2
243,08,3
244,07,32
245,00,0
246,08,270
247,07,5
248,00,1
249,09,380
250,00,0
251,00,0
252,00,0
253,00,0
254,00,0
255,00,54
256,01,28
257,06,1
258,06,1
259,00,0
260,07,29
261,11,103
262,07,391
263,08,417
