p_id,p_hour,gcount
1,00,0
2,00,0
3,07,2
4,00,0
5,00,0
6,00,0
7,09,57
8,00,0
9,10,1
10,08,5
11,09,2
12,00,0
13,00,0
14,11,9
15,08,1
16,10,1
17,09,12
18,07,5
19,10,3
20,08,4
21,10,5
22,09,4
23,00,0
24,08,9
25,12,33
26,09,5
27,00,0
28,11,4
29,10,4
30,00,0
31,09,1
32,09,6
33,09,56
34,00,0
35,08,6
36,02,14
37,00,5
38,09,2
39,08,9
40,08,15
41,09,112
42,08,87
43,10,30
44,00,0
45,00,0
46,00,0
47,08,4
48,10,1
49,08,19
50,00,0
51,08,6
52,09,30
53,04,1
54,09,3
55,07,8
56,09,4
57,10,1
58,00,0
59,00,0
60,08,5
61,11,20
62,09,6
63,07,3
64,00,0
65,12,33
66,08,38
67,07,2
68,00,0
69,12,10
70,09,2
71,10,7
72,08,7
73,10,1
74,08,155
75,08,123
76,08,7
77,10,4
78,08,5
79,00,0
80,00,20
81,07,5
82,11,46
83,09,4
84,00,0
85,07,3
86,09,1
87,00,0
88,00,0
89,12,7
90,00,0
91,10,9
92,11,12
93,10,2
94,08,4
95,12,33
96,00,0
97,08,37
98,00,1
99,00,0
100,11,1
101,10,1
102,04,1
103,00,0
104,00,0
105,00,0
106,00,3
107,00,0
108,09,3
109,00,0
110,00,0
111,11,1
112,00,15
113,00,0
114,12,1
115,00,0
116,09,40
117,00,0
118,00,0
119,08,4
120,05,1
121,10,7
122,10,2
123,08,4
124,06,1
125,00,0
126,07,3
127,07,10
128,08,1
129,10,29
130,09,20
131,10,2
132,00,0
133,10,4
134,10,13
135,09,3
136,08,4
137,00,0
138,03,1
139,05,1
140,00,0
141,00,0
142,00,0
143,00,0
144,00,0
145,08,39
146,10,7
147,07,2
148,00,0
149,10,4
150,06,2
151,00,0
152,11,22
153,08,3
154,00,0
155,10,5
156,00,0
157,11,2
158,00,0
159,12,8
160,11,1
161,00,0
162,00,0
163,00,0
164,00,0
165,09,5
166,09,70
167,10,8
168,09,11
169,07,3
170,00,0
171,11,1
172,00,0
173,10,5
174,10,10
175,03,1
176,00,0
177,09,5
178,10,2
179,08,12
180,06,1
181,11,36
182,08,8
183,07,1
184,09,2
185,09,6
186,00,0
187,00,0
188,08,9
189,08,5
190,08,4
191,07,3
192,09,2
193,11,5
194,00,0
195,07,2
196,12,14
197,12,5
198,08,2
199,00,0
200,07,2
201,00,0
202,11,1
203,05,1
204,00,0
205,08,4
206,00,0
207,00,0
208,11,3
209,00,0
210,07,7
211,00,0
212,09,3
213,08,7
214,00,0
215,10,5
216,09,3
217,01,2
218,09,3
219,11,1
220,10,8
221,00,0
222,06,3
223,09,33
224,00,0
225,08,15
226,12,18
227,07,1
228,12,4
229,12,1
230,00,0
231,00,0
232,00,0
233,00,0
234,00,0
235,10,6
236,08,12
237,00,0
238,00,0
239,00,0
240,00,0
241,06,2
242,10,10
243,08,23
244,11,53
245,00,0
246,00,0
247,12,9
248,09,3
249,00,0
250,06,3
251,00,0
252,12,2
253,00,0
254,10,7
255,00,37
256,00,35
257,09,3
258,08,7
259,07,2
260,08,25
261,00,0
262,00,0
263,05,2
