p_id,p_hour,fcount
1,00,11
2,00,0
3,08,80
4,08,239
5,08,10
6,08,23
7,07,285
8,01,4
9,09,31
10,07,109
11,08,47
12,12,18
13,08,237
14,08,203
15,08,38
16,08,57
17,09,273
18,08,200
19,08,39
20,12,94
21,08,116
22,07,116
23,11,34
24,08,88
25,10,168
26,10,148
27,00,4
28,08,82
29,12,69
30,11,3
31,09,28
32,09,80
33,09,161
34,12,25
35,08,222
36,00,397
37,00,381
38,08,31
39,08,355
40,08,96
41,08,235
42,08,351
43,12,122
44,12,13
45,00,85
46,00,8
47,08,127
48,00,524
49,09,242
50,08,211
51,09,100
52,09,53
53,08,48
54,09,33
55,08,106
56,08,152
57,07,5
58,08,15
59,08,11
60,08,106
61,08,515
62,08,138
63,08,128
64,08,24
65,09,172
66,00,153
67,08,82
68,00,370
69,08,209
70,08,100
71,08,206
72,08,226
73,08,46
74,08,284
75,07,219
76,08,360
77,08,124
78,08,152
79,00,663
80,00,488
81,08,102
82,08,178
83,08,77
84,10,10
85,08,135
86,09,55
87,00,203
88,00,120
89,08,311
90,09,237
91,08,216
92,00,123
93,00,64
94,08,83
95,08,189
96,08,12
97,00,240
98,12,35
99,12,3
100,00,327
101,11,27
102,08,89
103,00,0
104,00,0
105,00,0
106,00,55
107,08,394
108,08,53
109,00,13
110,11,1
111,00,6
112,08,296
113,00,221
114,00,357
115,08,43
116,08,182
117,08,40
118,10,25
119,08,152
120,08,21
121,08,78
122,07,45
123,09,94
124,08,45
125,12,144
126,09,78
127,00,111
128,09,11
129,08,257
130,12,144
131,08,51
132,00,750
133,08,90
134,08,64
135,09,75
136,08,93
137,08,337
138,00,541
139,07,58
140,08,375
141,08,418
142,09,265
143,08,353
144,00,293
145,00,184
146,08,84
147,08,106
148,00,753
149,08,83
150,09,54
151,09,163
152,12,85
153,08,20
154,12,9
155,08,121
156,09,36
157,08,105
158,00,359
159,08,138
160,08,75
161,00,527
162,00,283
163,00,246
164,00,471
165,08,123
166,12,146
167,08,160
168,08,175
169,08,177
170,08,367
171,08,65
172,12,15
173,07,82
174,08,150
175,08,38
176,07,10
177,08,202
178,09,39
179,09,145
180,11,48
181,00,408
182,08,110
183,08,46
184,00,15
185,08,109
186,00,200
187,08,24
188,08,272
189,09,131
190,08,28
191,09,90
192,12,48
193,08,55
194,12,6
195,08,55
196,08,75
197,08,128
198,08,198
199,00,1
200,09,69
201,08,16
202,08,19
203,08,55
204,08,5
205,08,121
206,08,72
207,12,1
208,08,113
209,08,64
210,08,111
211,00,188
212,08,90
213,08,168
214,08,26
215,08,130
216,08,204
217,10,43
218,08,73
219,08,74
220,08,125
221,08,49
222,08,71
223,07,193
224,09,199
225,08,290
226,08,173
227,08,87
228,08,121
229,08,298
230,00,475
231,08,359
232,09,261
233,08,303
234,00,452
235,08,203
236,08,358
237,08,297
238,08,369
239,08,327
240,08,32
241,08,158
242,08,120
243,09,203
244,09,256
245,02,36
246,08,355
247,08,130
248,08,111
249,00,426
250,09,80
251,09,20
252,10,44
253,00,2
254,07,145
255,00,532
256,00,404
257,12,70
258,08,131
259,09,101
260,07,111
261,00,116
262,08,371
263,08,306
