p_id,p_hour,ycount,gcount,hfcount,fcount,sum
1,00,0,0,0,4,4
1,01,0,0,0,1,1
1,02,0,0,0,0,0
1,03,0,0,0,0,0
1,04,0,0,0,1,1
1,05,0,0,0,0,0
1,06,0,0,0,2,2
1,07,0,0,0,1,1
1,08,0,0,0,1,1
1,09,0,0,0,3,3
1,10,0,0,0,0,0
1,11,0,0,0,3,3
1,12,0,0,0,3,3
2,00,0,0,0,0,0
2,01,0,0,0,0,0
2,02,0,0,0,0,0
2,03,0,0,0,0,0
2,04,0,0,0,0,0
2,05,0,0,0,0,0
2,06,0,0,0,0,0
2,07,0,0,0,0,0
2,08,0,0,0,0,0
2,09,0,0,0,0,0
2,10,0,0,0,0,0
2,11,0,0,0,0,0
2,12,0,0,0,0,0
3,00,0,1,0,22,23
3,01,0,0,0,14,14
3,02,0,0,0,6,6
3,03,0,0,0,6,6
3,04,0,0,0,6,6
3,05,0,0,0,17,17
3,06,0,1,0,40,41
3,07,0,2,0,59,61
3,08,1,2,0,64,67
3,09,0,0,0,50,50
3,10,0,1,0,27,28
3,11,0,2,0,35,37
3,12,0,1,0,34,35
4,00,44,0,0,97,141
4,01,27,0,0,63,90
4,02,17,0,0,51,68
4,03,12,0,0,21,33
4,04,3,0,0,22,25
4,05,6,0,0,46,52
4,06,20,0,0,107,127
4,07,30,0,0,193,223
4,08,59,0,0,245,304
4,09,44,0,0,245,289
4,10,31,0,0,147,178
4,11,14,0,0,112,126
4,12,14,0,0,91,105
5,00,0,0,0,1,1
5,01,0,0,0,1,1
5,02,0,0,0,1,1
5,03,0,0,0,0,0
5,04,0,0,0,0,0
5,05,0,0,0,2,2
5,06,0,0,0,3,3
5,07,0,0,0,3,3
5,08,0,0,0,7,7
5,09,0,0,0,11,11
5,10,0,0,0,2,2
5,11,0,0,0,4,4
5,12,0,0,0,6,6
6,00,0,0,0,5,5
6,01,0,0,0,2,2
6,02,0,0,0,0,0
6,03,0,0,0,0,0
6,04,0,0,0,1,1
6,05,0,0,0,1,1
6,06,0,0,0,4,4
6,07,0,0,0,6,6
6,08,0,0,0,13,13
6,09,0,0,0,7,7
6,10,0,0,0,5,5
6,11,0,0,0,11,11
6,12,0,0,0,6,6
7,00,31,28,0,167,226
7,01,20,25,0,87,132
7,02,13,16,0,79,108
7,03,17,18,0,70,105
7,04,21,20,0,91,132
7,05,19,13,0,118,150
7,06,26,17,0,173,216
7,07,52,26,0,265,343
7,08,28,45,0,270,343
7,09,21,47,0,229,297
7,10,14,56,0,158,228
7,11,15,42,0,182,239
7,12,16,50,0,139,205
8,00,0,0,0,0,0
8,01,0,0,0,0,0
8,02,0,0,0,0,0
8,03,0,0,0,0,0
8,04,0,0,0,1,1
8,05,0,0,0,0,0
8,06,0,0,0,4,4
8,07,1,0,0,2,3
8,08,0,0,0,2,2
8,09,0,0,0,2,2
8,10,0,0,0,1,1
8,11,0,0,0,0,0
8,12,0,0,0,0,0
9,00,0,0,0,9,9
9,01,0,0,0,5,5
9,02,0,0,0,5,5
9,03,0,0,0,3,3
9,04,0,0,0,5,5
9,05,0,0,0,13,13
9,06,0,0,0,11,11
9,07,0,0,0,28,28
9,08,0,0,0,17,17
9,09,0,0,0,21,21
9,10,0,0,0,17,17
9,11,0,0,0,25,25
9,12,0,0,0,23,23
10,00,1,0,0,22,23
10,01,0,1,0,10,11
10,02,0,0,0,6,6
10,03,0,0,0,9,9
10,04,0,0,0,14,14
10,05,1,0,0,40,41
10,06,9,1,0,62,72
10,07,6,1,0,108,115
10,08,3,2,0,108,113
10,09,3,2,0,88,93
10,10,3,1,0,65,69
10,11,0,0,0,53,53
10,12,2,0,0,63,65
11,00,0,0,0,15,15
11,01,0,0,0,4,4
11,02,0,0,0,2,2
11,03,0,0,0,5,5
11,04,0,0,0,2,2
11,05,0,0,0,5,5
11,06,0,0,0,22,22
11,07,0,1,0,44,45
11,08,0,1,0,60,61
11,09,0,1,0,32,33
11,10,0,1,0,26,27
11,11,0,1,0,24,25
11,12,1,1,0,22,24
12,00,2,0,0,6,8
12,01,4,0,0,1,5
12,02,0,0,0,0,0
12,03,0,0,0,1,1
12,04,0,0,0,0,0
12,05,0,0,0,0,0
12,06,0,0,0,1,1
12,07,3,0,0,2,5
12,08,3,0,0,0,3
12,09,3,0,0,1,4
12,10,6,0,0,2,8
12,11,3,0,0,4,7
12,12,8,0,0,9,17
13,00,46,0,0,89,135
13,01,19,0,0,67,86
13,02,7,0,0,34,41
13,03,9,0,0,22,31
13,04,11,0,0,30,41
13,05,21,0,0,43,64
13,06,84,0,0,92,176
13,07,171,0,0,231,402
13,08,265,0,0,258,523
13,09,241,0,0,192,433
13,10,156,0,0,116,272
13,11,125,0,0,119,244
13,12,161,0,0,138,299
14,00,1,1,0,45,47
14,01,1,0,0,27,28
14,02,0,0,0,33,33
14,03,0,0,0,27,27
