p_id,ycount,gcount,hfcount,fcount,sum
1,2,0,0,0,2
2,0,1,0,1,2
3,1,4,0,29,34
4,374,0,0,185,559
5,0,0,0,0,0
6,0,0,0,0,0
7,665,839,0,217,1721
8,6,0,0,0,6
9,0,2,0,8,10
10,13,1,0,15,29
11,1,1,0,8,10
12,18,0,0,0,18
13,1765,0,0,277,2042
14,9,15,0,79,103
15,0,0,0,12,12
16,1,7,0,19,27
17,72,209,0,181,462
18,9,49,0,50,108
19,1,1,0,8,10
20,4,32,0,48,84
21,1,0,0,32,33
22,21,4,0,18,43
23,0,1,0,1,2
24,501,41,0,55,597
25,188,277,0,139,604
26,8,8,0,34,50
27,0,0,0,1,1
28,16,17,0,37,70
29,0,11,0,9,20
30,0,0,0,0,0
31,0,5,0,11,16
32,1,12,0,34,47
33,309,342,0,171,822
34,5,19,0,11,35
35,1,21,0,25,47
36,28,39,0,212,279
37,99,104,0,190,393
38,0,0,0,6,6
39,3,10,0,28,41
40,243,113,0,72,428
41,713,649,0,151,1513
42,449,588,0,231,1268
43,1546,94,0,98,1738
44,0,0,0,0,0
45,292,0,0,58,350
46,0,0,0,2,2
47,5,39,0,90,134
48,4650,0,0,607,5257
49,83,286,0,212,581
50,1599,0,0,342,1941
51,0,4,0,18,22
52,290,133,0,63,486
53,0,6,0,6,12
54,23,27,0,24,74
55,0,28,0,14,42
56,17,58,0,22,97
57,0,0,0,3,3
58,0,0,0,8,8
59,0,0,0,35,35
60,4,8,0,118,130
61,72,295,0,181,548
62,11,52,0,55,118
63,3,4,0,15,22
64,0,0,0,4,4
65,240,182,0,105,527
66,80,202,0,102,384
67,0,2,0,22,24
68,3462,0,0,569,4031
69,13,102,0,109,224
70,38,44,0,22,104
71,1,15,0,29,45
72,2,10,0,21,33
73,1,4,0,16,21
74,794,804,0,123,1721
75,1214,691,0,116,2021
76,8,9,0,35,52
77,2,5,0,8,15
78,3,48,0,279,330
79,3583,0,0,798,4381
80,126,166,0,215,507
81,1,2,0,9,12
82,136,597,0,56,789
83,70,133,0,23,226
84,0,0,0,0,0
85,9,24,0,21,54
86,0,1,0,1,2
87,1051,0,0,248,1299
88,336,0,0,58,394
89,19,52,0,99,170
90,2380,0,0,497,2877
91,3,14,0,33,50
92,29,217,0,51,297
93,16,19,0,3,38
94,5,26,0,43,74
95,61,380,0,87,528
96,1,1,0,4,6
97,157,358,0,156,671
98,1,1,0,5,7
99,0,0,0,0,0
100,2935,0,0,160,3095
101,1,1,0,3,5
102,3,6,0,98,107
103,0,0,0,0,0
104,0,0,0,0,0
105,0,0,0,0,0
106,40,47,0,48,135
107,3328,0,0,608,3936
108,1,1,0,8,10
109,0,0,0,4,4
110,0,0,0,0,0
111,0,2,0,0,2
112,134,271,0,288,693
113,2109,0,0,525,2634
114,1483,0,0,304,1787
115,0,0,0,6,6
116,289,303,0,336,928
117,0,1,0,2,3
118,0,0,0,5,5
119,11,45,0,323,379
120,2,6,0,1,9
121,3,23,0,32,58
122,0,3,0,7,10
123,0,5,0,45,50
124,4,1,0,16,21
125,866,0,0,207,1073
126,3,29,0,46,78
127,20,73,0,172,265
128,2,2,0,6,10
129,294,725,0,101,1120
130,5,192,0,31,228
131,1,3,0,15,19
132,2477,3,0,478,2958
133,20,12,0,42,74
134,15,137,0,21,173
135,9,38,0,48,95
136,4,37,0,33,74
137,2090,0,0,373,2463
138,1734,1,0,337,2072
139,3,1,0,6,10
140,3486,1,0,328,3815
141,3948,0,0,678,4626
142,3014,0,0,497,3511
143,1381,0,0,391,1772
144,1167,0,0,375,1542
145,424,496,0,265,1185
146,246,101,0,21,368
147,3,21,0,79,103
148,1263,0,0,311,1574
149,3,6,0,27,36
150,0,3,0,8,11
151,1057,0,0,192,1249
152,175,138,0,93,406
153,3,26,0,8,37
154,0,1,0,1,2
155,1,1,0,14,16
156,0,2,0,1,3
157,10,8,0,74,92
158,1548,0,0,535,2083
159,23,68,0,118,209
160,5,3,0,66,74
161,4035,0,0,371,4406
162,4244,0,0,281,4525
163,3078,0,0,344,3422
164,3352,1,0,385,3738
165,6,7,0,44,57
166,842,527,0,103,1472
167,15,69,0,243,327
168,56,84,0,85,225
169,7,67,0,108,182
170,5259,0,0,619,5878
171,2,6,0,14,22
172,0,0,0,0,0
173,20,176,0,23,219
174,7,45,0,31,83
175,1,1,0,12,14
176,0,0,0,0,0
177,6,22,0,29,57
178,2,1,0,23,26
179,253,141,0,63,457
180,1,3,0,14,18
181,263,463,0,335,1061
182,4,20,0,68,92
183,0,10,0,26,36
184,0,9,0,2,11
185,4,23,0,49,76
186,5414,0,0,413,5827
187,0,0,0,1,1
188,44,112,0,69,225
189,53,100,0,95,248
190,6,8,0,9,23
191,3,4,0,19,26
192,6,18,0,18,42
193,120,43,0,5,168
194,5,0,0,0,5
195,15,21,0,21,57
196,36,61,0,38,135
197,10,28,0,28,66
198,10,5,0,268,283
199,0,0,0,0,0
200,6,8,0,21,35
201,0,0,0,1,1
202,8,9,0,4,21
203,1,0,0,9,10
204,0,0,0,0,0
205,0,0,0,9,9
206,0,0,0,35,35
207,2,0,0,2,4
208,0,5,0,142,147
209,236,0,0,116,352
210,1,82,0,6,89
211,926,0,0,399,1325
212,2,21,0,309,332
213,2,19,0,531,552
214,0,0,0,1,1
215,3,5,0,14,22
216,10,8,0,18,36
217,17,24,0,11,52
218,2,0,0,8,10
219,9,0,0,8,17
220,3,39,0,31,73
221,0,1,0,1,2
222,0,2,0,5,7
223,261,340,0,121,722
224,429,0,0,233,662
225,43,113,0,130,286
226,860,510,0,233,1603
227,4,2,0,19,25
228,27,40,0,58,125
229,3092,0,0,453,3545
230,3904,0,0,297,4201
