p_id,ycount,gcount,hfcount,fcount,sum
1,1,0,0,17,18
2,1,0,0,1,2
3,2,5,0,423,430
4,333,0,0,1489,1822
5,0,0,0,51,51
6,0,0,0,66,66
7,311,426,0,3573,4310
8,0,0,0,12,12
9,0,0,0,183,183
10,24,4,0,710,738
11,0,1,0,229,230
12,39,0,0,58,97
13,477,0,0,872,1349
14,8,10,0,1189,1207
15,0,1,0,135,136
16,1,2,0,588,591
17,22,57,0,2938,3017
18,2,6,0,941,949
19,2,0,0,164,166
20,1,1,0,531,533
21,3,7,0,587,597
22,5,6,0,759,770
23,0,0,0,171,171
24,269,18,0,493,780
25,87,137,0,1652,1876
26,4,6,0,461,471
27,0,0,0,30,30
28,12,10,0,448,470
29,0,2,0,341,343
30,0,0,0,17,17
31,0,2,0,129,131
32,2,10,0,590,602
33,67,117,0,1255,1439
34,1,0,0,79,80
35,3,29,0,1379,1411
36,34,97,0,3845,3976
37,37,58,0,4864,4959
38,1,4,0,209,214
39,8,28,0,2144,2180
40,34,25,0,656,715
41,449,426,0,2004,2879
42,199,285,0,2640,3124
43,749,27,0,607,1383
44,0,0,0,62,62
45,192,0,0,826,1018
46,0,0,0,53,53
47,4,9,0,698,711
48,3625,0,0,5220,8845
49,25,99,0,2264,2388
50,1258,0,0,1870,3128
51,7,18,0,740,765
52,35,42,0,322,399
53,1,0,0,352,353
54,0,1,0,155,156
55,1,25,0,533,559
56,10,20,0,948,978
57,1,2,0,52,55
58,0,1,0,49,50
59,0,0,0,34,34
60,5,10,0,507,522
61,28,94,0,4974,5096
62,7,10,0,1121,1138
63,3,3,0,974,980
64,0,0,0,101,101
65,142,103,0,1320,1565
66,36,88,0,758,882
67,4,1,0,335,340
68,2657,0,0,3854,6511
69,3,25,0,1200,1228
70,24,13,0,634,671
71,5,21,0,1269,1295
72,1,24,0,1688,1713
73,1,0,0,277,278
74,422,404,0,1743,2569
75,602,241,0,1512,2355
76,14,44,0,2591,2649
77,4,3,0,764,771
78,4,11,0,792,807
79,4975,0,0,7275,12250
80,93,215,0,3974,4282
81,4,10,0,678,692
82,74,404,0,1976,2454
83,32,73,0,691,796
84,0,0,0,125,125
85,4,14,0,841,859
86,0,3,0,249,252
87,545,0,0,1755,2300
88,242,0,0,427,669
89,16,26,0,2171,2213
90,1669,0,0,2135,3804
91,3,17,0,1347,1367
92,8,58,0,1291,1357
93,11,8,0,143,162
94,0,5,0,447,452
95,23,160,0,1238,1421
96,0,0,0,71,71
97,70,119,0,1642,1831
98,2,2,0,206,210
99,0,0,0,10,10
100,1607,0,0,1764,3371
101,2,1,0,131,134
102,3,4,0,485,492
103,0,0,0,0,0
104,0,0,0,0,0
105,0,0,0,0,0
106,11,34,0,745,790
107,2181,0,0,2897,5078
108,3,10,0,300,313
109,1,0,0,103,104
110,0,0,0,0,0
111,0,0,0,20,20
112,69,204,0,2933,3206
113,1036,0,0,1671,2707
114,2032,0,0,2717,4749
115,0,1,0,202,203
116,117,145,0,1481,1743
117,0,1,0,277,278
118,0,0,0,121,121
119,2,17,0,872,891
120,0,0,0,104,104
121,3,3,0,339,345
122,4,3,0,281,288
123,0,6,0,387,393
124,2,1,0,277,280
125,562,0,0,868,1430
126,1,3,0,477,481
127,13,44,0,1362,1419
128,0,0,0,101,101
129,148,395,0,2382,2925
130,13,76,0,1268,1357
131,3,4,0,327,334
132,2086,1,0,3373,5460
133,6,8,0,437,451
134,4,43,0,435,482
135,9,4,0,296,309
136,2,9,0,663,674
137,1116,1,0,2177,3294
138,1638,1,0,1795,3434
139,1,4,0,315,320
140,942,0,0,1329,2271
141,1795,0,0,1680,3475
142,1842,0,0,1624,3466
143,770,0,0,1116,1886
144,1108,0,0,2257,3365
145,91,108,0,2042,2241
146,151,41,0,831,1023
147,0,5,0,517,522
148,3536,0,0,6337,9873
149,1,4,0,390,395
150,1,6,0,358,365
151,726,0,0,929,1655
152,105,59,0,721,885
153,4,2,0,145,151
154,0,0,0,28,28
155,1,8,0,502,511
156,0,0,0,181,181
157,12,2,0,631,645
158,1526,0,0,2668,4194
159,7,18,0,794,819
160,1,2,0,475,478
161,2009,0,0,2072,4081
162,1895,1,0,1741,3637
163,2032,0,0,2052,4084
164,2307,1,0,3558,5866
165,1,6,0,424,431
166,368,158,0,1102,1628
167,6,16,0,778,800
168,25,13,0,1114,1152
169,4,19,0,1224,1247
170,2542,0,0,2709,5251
171,1,3,0,533,537
172,0,0,0,98,98
173,15,51,0,917,983
174,3,10,0,790,803
175,2,1,0,133,136
176,0,0,0,48,48
177,7,18,0,1432,1457
178,1,0,0,125,126
179,81,49,0,1068,1198
180,0,2,0,376,378
181,95,125,0,2797,3017
182,6,22,0,592,620
183,1,1,0,243,245
184,0,0,0,80,80
185,3,6,0,529,538
186,3142,0,0,1837,4979
187,0,1,0,140,141
188,15,43,0,2076,2134
189,13,19,0,1175,1207
190,3,1,0,200,204
191,3,5,0,611,619
192,0,6,0,290,296
193,46,10,0,314,370
194,4,1,0,9,14
195,8,2,0,407,417
196,13,54,0,550,617
197,3,9,0,1125,1137
198,5,9,0,2085,2099
199,0,0,0,0,0
200,1,4,0,286,291
201,0,2,0,156,158
202,6,1,0,203,210
203,1,2,0,376,379
204,0,0,0,44,44
205,5,9,0,823,837
206,0,0,0,312,312
207,0,0,0,7,7
208,1,3,0,680,684
209,158,0,0,557,715
210,0,38,0,553,591
211,553,0,0,1271,1824
212,6,14,0,537,557
213,6,22,0,908,936
214,0,0,0,98,98
215,10,11,0,635,656
216,19,6,0,1472,1497
217,8,6,0,329,343
218,5,3,0,414,422
219,3,1,0,398,402
220,1,7,0,759,767
221,0,0,0,267,267
222,3,18,0,274,295
223,46,136,0,1510,1692
224,239,0,0,876,1115
225,19,49,0,3118,3186
