p_id,p_hour,ycount
1,09,1
2,00,0
3,00,0
4,08,45
5,00,0
6,00,0
7,00,46
8,00,0
9,09,1
10,08,6
11,12,1
12,12,10
13,08,264
14,11,2
15,08,1
16,01,1
17,08,4
18,01,1
19,08,1
20,06,1
21,09,1
22,08,3
23,00,0
24,08,84
25,06,19
26,09,3
27,00,0
28,08,3
29,07,2
30,00,0
31,00,0
32,01,1
33,07,40
34,10,1
35,07,4
36,05,2
37,01,5
38,10,1
39,08,3
40,08,33
41,07,108
42,08,57
43,11,291
44,00,0
45,12,44
46,00,0
47,08,1
48,06,579
49,08,7
50,08,191
51,07,4
52,07,39
53,04,1
54,08,2
55,03,1
56,05,2
57,00,0
58,08,1
59,00,0
60,09,1
61,08,6
62,08,5
63,06,1
64,00,0
65,07,30
66,06,12
67,12,1
68,09,353
69,06,3
70,05,5
71,05,2
72,07,3
73,12,1
74,07,132
75,07,187
76,06,5
77,06,1
78,01,1
79,09,256
80,03,11
81,07,1
82,07,9
83,06,3
84,00,0
85,00,1
86,06,1
87,08,131
88,12,55
89,06,7
90,09,247
91,07,3
92,08,2
93,10,3
94,01,2
95,08,6
96,12,1
97,08,16
98,00,0
99,00,0
100,06,456
101,05,1
102,01,1
103,00,0
104,00,0
105,00,0
106,00,2
107,07,381
108,08,1
109,00,0
110,00,0
111,00,0
112,00,4
113,08,234
114,00,99
115,00,0
116,08,40
117,10,1
118,00,0
119,00,1
120,12,1
121,12,2
122,07,1
123,09,1
124,10,1
125,08,79
126,00,1
127,08,6
128,00,0
129,00,17
130,09,3
131,07,2
132,00,597
133,07,2
134,00,2
135,09,2
136,08,2
137,08,248
138,10,791
139,05,1
140,08,465
141,07,456
142,08,439
143,08,251
144,12,77
145,08,15
146,08,14
147,06,1
148,00,104
149,10,2
150,05,1
151,08,175
152,08,28
153,08,1
154,00,1
155,07,2
156,12,1
157,10,1
158,08,160
159,00,1
160,08,1
161,12,686
162,09,575
163,12,397
164,12,352
165,11,3
166,08,107
167,08,3
168,06,4
169,07,2
170,08,600
171,07,2
172,00,0
173,00,1
174,00,1
175,08,1
176,00,0
177,00,1
178,11,1
179,07,21
180,07,2
181,07,17
182,07,3
183,06,1
184,00,0
185,12,2
186,06,795
187,00,0
188,07,3
189,07,4
190,06,1
191,07,4
192,08,2
193,06,15
194,00,3
195,04,1
196,06,3
197,02,1
198,03,1
199,00,0
200,07,1
201,00,0
202,07,1
203,05,2
204,00,0
205,07,2
206,00,0
207,11,2
208,06,2
209,09,27
210,07,2
211,12,117
212,07,1
213,06,2
214,00,0
215,06,3
216,09,6
217,01,1
218,04,1
219,07,4
220,10,2
221,00,0
222,10,1
223,06,18
224,06,45
225,07,3
226,07,55
227,03,1
228,07,3
229,08,437
230,10,389
231,08,280
232,08,28
233,07,268
234,12,373
235,07,3
236,08,875
237,08,897
238,08,438
239,12,418
240,00,0
241,03,1
242,00,1
243,00,5
244,07,33
245,00,0
246,08,212
247,06,4
248,07,1
249,09,245
250,07,2
251,00,0
252,06,1
253,00,0
254,00,1
255,00,17
256,00,10
257,06,1
258,08,2
259,05,2
260,07,24
261,12,93
262,07,245
263,09,305
