p_id,p_hour,ycount
1,04,1
2,00,0
3,08,2
4,08,36
5,00,0
6,08,1
7,07,40
8,06,1
9,02,1
10,06,7
11,06,1
12,11,14
13,08,223
14,07,4
15,00,0
16,07,1
17,00,3
18,09,1
19,08,1
20,00,0
21,07,6
22,12,3
23,12,1
24,08,93
25,00,15
26,09,5
27,12,1
28,07,5
29,12,2
30,00,0
31,00,0
32,07,1
33,08,38
34,00,1
35,06,3
36,00,6
37,00,7
38,03,1
39,08,4
40,08,30
41,07,112
42,07,60
43,11,338
44,10,1
45,10,34
46,09,1
47,05,2
48,07,630
49,08,5
50,08,147
51,06,2
52,07,36
53,11,2
54,01,1
55,06,2
56,11,2
57,12,1
58,00,0
59,09,1
60,06,1
61,07,6
62,07,3
63,09,1
64,00,0
65,08,34
66,07,10
67,08,1
68,12,326
69,08,4
70,09,3
71,07,4
72,09,3
73,08,1
74,07,94
75,08,145
76,08,7
77,07,2
78,07,2
79,00,321
80,00,19
81,09,1
82,05,8
83,02,4
84,00,0
85,12,2
86,00,0
87,11,141
88,11,76
89,07,5
90,11,270
91,11,3
92,11,4
93,11,7
94,10,2
95,06,6
96,00,0
97,00,15
98,07,1
99,00,0
100,06,515
101,04,1
102,06,2
103,00,0
104,00,0
105,00,0
106,09,4
107,07,390
108,07,1
109,00,0
110,00,0
111,11,1
112,00,16
113,09,268
114,00,183
115,00,0
116,07,38
117,00,0
118,00,0
119,04,3
120,00,0
121,07,1
122,06,3
123,09,4
124,06,2
125,11,122
126,00,0
127,08,3
128,09,1
129,05,13
130,08,3
131,07,1
132,00,268
133,06,3
134,09,2
135,07,2
136,07,5
137,08,249
138,10,544
139,10,3
140,08,485
141,07,529
142,11,518
143,11,257
144,00,114
145,12,12
146,07,13
147,06,3
148,00,268
149,06,1
150,00,0
151,08,196
152,07,21
153,10,2
154,00,0
155,10,3
156,00,0
157,01,1
158,09,153
159,12,2
160,06,1
161,11,788
162,08,593
163,11,484
164,11,403
165,08,4
166,11,106
167,07,2
168,08,5
169,07,4
170,09,608
171,06,1
172,00,0
173,01,2
174,11,2
175,08,2
176,12,1
177,06,2
178,06,1
179,08,21
180,05,1
181,01,14
182,06,2
183,06,1
184,00,0
185,12,2
186,06,733
187,00,0
188,06,6
189,00,2
190,02,1
191,00,1
192,00,1
193,07,18
194,00,2
195,07,2
196,07,2
197,08,2
198,08,1
199,00,0
200,09,2
201,00,0
202,10,2
203,11,2
204,00,0
205,08,4
206,00,0
207,00,0
208,08,2
209,09,42
210,06,2
211,11,100
212,08,3
213,06,4
214,00,0
215,06,3
216,07,5
217,03,1
218,09,5
219,01,1
220,07,3
221,00,0
222,07,3
223,05,14
224,07,45
225,00,4
226,07,39
227,07,2
228,01,3
229,08,443
230,11,473
231,07,268
232,12,19
233,08,262
234,11,516
235,10,2
236,11,959
237,11,962
238,11,414
239,11,507
240,00,0
241,00,1
242,09,2
243,08,5
244,08,36
245,00,0
246,10,197
247,07,6
248,07,2
249,00,256
250,00,0
251,06,1
252,12,2
253,00,0
254,10,3
255,00,40
256,00,27
257,06,2
258,02,1
259,12,2
260,07,15
261,12,100
262,08,327
263,08,372
