p_id,p_hour,fcount
1,09,1
2,05,1
3,08,10
4,10,26
5,00,0
6,00,0
7,08,33
8,01,1
9,07,2
10,12,5
11,09,3
12,00,0
13,09,31
14,07,18
15,08,2
16,08,4
17,08,21
18,08,6
19,08,2
20,10,11
21,08,11
22,08,5
23,03,2
24,09,8
25,08,19
26,11,7
27,00,0
28,09,7
29,10,7
30,00,0
31,07,2
32,09,7
33,08,27
34,11,4
35,01,2
36,10,31
37,09,37
38,08,1
39,08,9
40,07,9
41,08,31
42,07,25
43,09,18
44,00,0
45,00,6
46,11,2
47,08,9
48,08,65
49,09,40
50,09,42
51,08,13
52,07,8
53,01,2
54,09,7
55,10,7
56,08,36
57,08,4
58,01,1
59,05,1
60,08,5
61,07,28
62,11,6
63,08,7
64,06,2
65,08,14
66,08,15
67,08,5
68,08,76
69,08,19
70,07,14
71,11,5
72,07,11
73,00,2
74,08,21
75,08,19
76,08,5
77,08,4
78,08,8
79,09,124
80,08,21
81,09,13
82,08,25
83,08,8
84,05,1
85,01,2
86,00,0
87,11,24
88,11,6
89,09,11
90,08,83
91,08,8
92,11,8
93,07,1
94,00,2
95,08,21
96,08,1
97,08,29
98,07,3
99,00,0
100,12,36
101,01,1
102,08,17
103,00,0
104,00,0
105,00,0
106,11,7
107,09,98
108,07,4
109,00,0
110,00,0
111,00,0
112,09,38
113,09,70
114,00,32
115,05,1
116,08,12
117,06,2
118,07,1
119,08,50
120,00,0
121,09,11
122,06,3
123,09,13
124,08,4
125,12,27
126,08,4
127,07,5
128,00,1
129,08,34
130,04,5
131,12,4
132,00,186
133,08,5
134,08,11
135,11,9
136,07,2
137,08,56
138,10,190
139,08,2
140,09,46
141,08,124
142,08,72
143,09,59
144,12,43
145,09,22
146,08,8
147,05,6
148,09,41
149,08,7
150,07,3
151,08,40
152,09,6
153,10,2
154,08,1
155,09,3
156,07,1
157,09,15
158,08,53
159,07,18
160,08,13
161,12,66
162,12,43
163,10,55
164,12,45
165,09,17
166,11,13
167,05,5
168,02,5
169,08,15
170,09,76
171,01,3
172,10,1
173,08,35
174,09,5
175,12,3
176,05,1
177,10,6
178,08,8
179,08,9
180,07,8
181,09,52
182,10,7
183,08,4
184,00,0
185,07,3
186,09,65
187,00,0
188,10,10
189,09,22
190,10,3
191,07,4
192,10,5
193,11,3
194,09,1
195,08,6
196,07,11
197,09,5
198,09,48
199,00,0
200,07,3
201,00,0
202,03,1
203,09,2
204,00,0
205,08,3
206,00,0
207,10,1
208,09,12
209,10,13
210,10,7
211,09,48
212,08,36
213,07,38
214,02,1
215,07,5
216,08,5
217,01,2
218,06,3
219,07,3
220,08,8
221,03,1
222,07,3
223,07,21
224,09,37
225,08,19
226,08,21
227,08,5
228,08,9
229,07,65
230,12,48
231,09,95
232,09,19
233,09,46
234,11,73
235,08,121
236,08,127
237,09,93
238,08,65
239,09,94
240,00,1
241,08,9
242,08,6
243,08,12
244,08,17
245,00,0
246,09,56
247,08,12
248,11,12
249,09,84
250,08,12
251,04,2
252,01,3
253,08,3
254,05,7
255,09,39
256,08,21
257,09,8
258,08,7
259,07,6
260,11,7
261,12,11
262,08,69
263,08,77
