p_id,p_hour,gcount
1,00,0
2,00,0
3,01,2
4,00,0
5,00,0
6,00,0
7,00,226
8,12,1
9,00,0
10,00,0
11,00,0
12,00,0
13,00,0
14,01,6
15,00,0
16,03,5
17,00,81
18,12,10
19,00,0
20,00,10
21,01,1
22,01,1
23,00,0
24,10,6
25,00,92
26,00,2
27,00,1
28,12,9
29,00,2
30,00,0
31,12,1
32,11,5
33,12,51
34,00,3
35,00,5
36,02,76
37,01,85
38,00,0
39,00,3
40,00,38
41,00,168
42,00,118
43,11,14
44,00,0
45,00,0
46,00,2
47,01,5
48,00,0
49,00,73
50,00,0
51,00,1
52,12,20
53,04,1
54,10,5
55,01,14
56,06,5
57,00,0
58,00,0
59,12,1
60,09,4
61,00,96
62,00,13
63,00,1
64,00,0
65,12,40
66,00,51
67,03,1
68,00,0
69,00,15
70,09,9
71,00,4
72,01,3
73,04,1
74,00,114
75,11,94
76,02,7
77,04,2
78,08,9
79,00,0
80,00,119
81,11,1
82,01,142
83,02,30
84,00,0
85,01,7
86,00,0
87,00,0
88,00,0
89,00,18
90,00,0
91,01,6
92,00,34
93,00,39
94,02,4
95,01,80
96,06,2
97,00,121
98,00,1
99,00,0
100,00,0
101,00,1
102,04,2
103,00,0
104,00,0
105,00,0
106,00,43
107,00,0
108,08,1
109,00,0
110,00,0
111,00,1
112,00,164
113,00,0
114,00,0
115,00,0
116,09,49
117,00,1
118,00,0
119,00,6
120,01,1
121,02,1
122,00,0
123,00,3
124,00,0
125,00,0
126,12,5
127,04,12
128,00,2
129,04,163
130,00,51
131,02,1
132,07,1
133,01,5
134,01,19
135,09,3
136,12,3
137,00,0
138,00,1
139,00,0
140,00,0
141,00,0
142,00,0
143,00,0
144,00,0
145,00,66
146,00,26
147,00,4
148,00,0
149,00,0
150,04,2
151,00,0
152,10,23
153,09,3
154,00,0
155,02,2
156,06,1
157,01,4
158,00,0
159,12,16
160,00,3
161,00,0
162,00,0
163,00,0
164,00,0
165,00,1
166,10,68
167,07,7
168,01,17
169,08,6
170,00,0
171,01,1
172,00,0
173,00,33
174,01,4
175,00,0
176,00,0
177,00,5
178,00,0
179,00,23
180,01,1
181,00,148
182,11,6
183,03,1
184,09,2
185,01,3
186,00,0
187,00,0
188,01,27
189,00,39
190,01,6
191,00,0
192,11,3
193,01,5
194,07,1
195,00,18
196,12,30
197,01,4
198,01,11
199,00,0
200,01,2
201,00,0
202,04,1
203,03,1
204,00,0
205,03,1
206,00,0
207,04,1
208,02,3
209,00,0
210,01,10
211,00,0
212,01,4
213,00,3
214,00,0
215,03,1
216,00,3
217,00,9
218,09,1
219,00,0
220,00,6
221,02,1
222,03,1
223,00,62
224,00,0
225,02,36
226,00,41
227,00,4
228,00,12
229,00,0
230,00,0
231,00,0
232,00,0
233,00,0
234,00,0
235,11,8
236,10,5
237,00,0
238,00,0
239,00,0
240,08,2
241,10,3
242,00,6
243,11,24
244,11,52
245,00,0
246,00,0
247,00,46
248,09,5
249,00,0
250,01,6
251,00,0
252,03,1
253,00,11
254,07,3
255,02,405
256,01,283
257,01,12
258,01,3
259,03,3
260,00,97
261,00,0
262,02,1
263,07,3
