p_id,p_hour,fcount
1,11,1
2,10,1
3,08,3
4,09,44
5,00,0
6,11,1
7,07,35
8,10,1
9,06,1
10,09,5
11,01,2
12,01,1
13,08,43
14,10,11
15,06,3
16,11,5
17,10,22
18,07,5
19,10,3
20,05,11
21,11,3
22,06,5
23,05,1
24,06,10
25,09,19
26,09,7
27,00,0
28,08,9
29,09,4
30,00,0
31,08,4
32,07,6
33,10,23
34,07,4
35,04,2
36,09,21
37,00,26
38,11,2
39,09,8
40,07,16
41,09,27
42,07,40
43,09,18
44,08,1
45,12,14
46,00,1
47,08,16
48,08,163
49,09,22
50,09,70
51,04,3
52,06,9
53,07,2
54,09,5
55,09,2
56,07,4
57,08,1
58,08,2
59,08,7
60,08,18
61,09,23
62,06,9
63,08,3
64,09,2
65,09,20
66,09,13
67,08,4
68,08,106
69,08,15
70,08,6
71,06,3
72,08,5
73,07,1
74,08,20
75,09,18
76,00,4
77,12,3
78,07,51
79,09,147
80,07,23
81,08,3
82,08,9
83,06,5
84,00,0
85,11,4
86,10,1
87,10,36
88,00,11
89,08,18
90,08,101
91,01,5
92,07,6
93,05,2
94,01,3
95,07,21
96,10,1
97,09,28
98,07,2
99,00,0
100,10,42
101,07,2
102,09,13
103,00,0
104,00,0
105,12,1
106,08,7
107,09,109
108,10,2
109,04,1
110,00,0
111,00,0
112,09,40
113,09,81
114,09,41
115,09,4
116,08,47
117,07,1
118,00,0
119,09,50
120,02,1
121,10,7
122,02,2
123,09,16
124,07,4
125,10,34
126,08,10
127,08,49
128,08,3
129,07,16
130,08,5
131,09,3
132,00,256
133,08,4
134,06,5
135,09,11
136,08,7
137,08,73
138,10,107
139,08,2
140,09,60
141,08,118
142,08,102
143,08,65
144,11,69
145,08,22
146,09,6
147,07,9
148,09,54
149,10,5
150,08,2
151,09,34
152,08,19
153,07,3
154,00,0
155,09,4
156,07,1
157,07,10
158,08,92
159,08,22
160,12,9
161,12,118
162,11,63
163,12,73
164,08,68
165,07,12
166,09,19
167,08,41
168,09,14
169,08,17
170,08,137
171,07,2
172,10,1
173,09,2
174,11,5
175,08,4
176,04,1
177,10,5
178,08,10
179,08,16
180,08,2
181,08,42
182,08,13
183,07,5
184,06,1
185,06,6
186,08,70
187,11,1
188,00,7
189,05,11
190,06,1
191,07,2
192,07,5
193,09,3
194,00,0
195,06,5
196,08,12
197,09,9
198,09,30
199,00,0
200,08,5
201,00,0
202,08,1
203,11,2
204,00,0
205,05,2
206,08,8
207,00,0
208,08,28
209,09,16
210,08,6
211,09,80
212,08,51
213,07,108
214,03,2
215,06,3
216,08,7
217,09,3
218,02,2
219,06,3
220,10,6
221,06,1
222,06,1
223,08,20
224,08,43
225,09,16
226,09,19
227,08,10
228,08,9
229,08,88
230,08,86
231,09,110
232,10,19
233,08,85
234,12,115
235,08,132
236,09,126
237,09,149
238,09,81
239,09,96
240,06,1
241,08,11
242,08,10
243,08,43
244,07,18
245,09,1
246,12,136
247,10,20
248,11,13
249,09,114
250,08,28
251,06,1
252,07,3
253,00,0
254,09,10
255,08,38
256,09,32
257,08,7
258,06,5
259,08,3
260,09,10
261,12,15
262,08,74
263,08,80
