p_id,p_hour,fcount
1,12,7
2,10,1
3,12,53
4,01,246
5,02,8
6,00,14
7,00,548
8,11,4
9,00,35
10,10,81
11,10,30
12,12,12
13,12,185
14,00,240
15,00,19
16,00,116
17,00,417
18,00,126
19,12,22
20,00,100
21,10,76
22,12,103
23,11,33
24,10,73
25,00,250
26,12,128
27,00,3
28,10,49
29,11,64
30,02,2
31,00,23
32,12,66
33,00,215
34,02,23
35,11,180
36,00,619
37,00,740
38,12,28
39,11,266
40,00,152
41,00,367
42,00,322
43,12,163
44,01,16
45,00,115
46,00,20
47,01,62
48,00,755
49,00,469
50,10,196
51,00,100
52,00,56
53,00,41
54,00,42
55,00,82
56,00,109
57,10,12
58,00,13
59,00,7
60,00,71
61,00,822
62,00,161
63,00,121
64,10,19
65,12,184
66,12,137
67,10,51
68,01,544
69,00,193
70,11,72
71,11,164
72,00,200
73,12,37
74,00,246
75,12,205
76,00,309
77,11,96
78,01,87
79,00,1452
80,04,677
81,11,99
82,00,221
83,00,102
84,03,27
85,10,101
86,10,33
87,12,278
88,00,60
89,00,281
90,00,345
91,00,193
92,00,211
93,12,21
94,00,53
95,00,202
96,00,9
97,00,345
98,01,46
99,02,3
100,01,250
101,12,20
102,00,73
103,00,0
104,00,0
105,00,0
106,01,187
107,00,478
108,11,62
109,00,19
110,00,0
111,00,4
112,00,596
113,00,372
114,00,698
115,10,23
116,00,214
117,00,26
118,00,19
119,00,106
120,00,25
121,12,60
122,11,28
123,11,86
124,00,44
125,00,155
126,00,65
127,00,214
128,00,12
129,00,276
130,00,193
131,00,33
132,10,348
133,11,86
134,12,58
135,09,59
136,00,112
137,00,358
138,11,440
139,03,39
140,11,220
141,12,281
142,00,359
143,11,223
144,00,464
145,00,361
146,11,102
147,00,73
148,01,1291
149,12,71
150,01,72
151,09,151
152,00,111
153,00,22
154,01,5
155,11,77
156,00,37
157,00,85
158,00,534
159,00,106
160,00,82
161,00,348
162,00,240
163,01,299
164,00,518
165,09,91
166,12,198
167,00,96
168,00,179
169,00,158
170,00,423
171,00,79
172,00,17
173,01,86
174,00,103
175,11,24
176,10,9
177,00,191
178,09,38
179,00,146
180,01,56
181,00,647
182,01,63
183,01,28
184,12,8
185,12,70
186,11,195
187,11,14
188,00,268
189,00,249
190,10,65
191,03,66
192,00,41
193,00,38
194,12,15
195,00,152
196,12,66
197,04,138
198,00,240
199,00,0
200,00,67
201,00,22
202,11,25
203,12,45
204,00,9
205,11,80
206,09,53
207,12,2
208,00,101
209,00,102
210,00,119
211,00,274
212,00,73
213,00,116
214,00,13
215,11,86
216,00,173
217,00,67
218,10,49
219,11,51
220,12,108
221,11,33
222,10,42
223,00,263
224,00,130
225,00,392
226,12,227
227,00,60
228,00,144
229,12,276
230,00,485
231,00,515
232,00,202
233,12,252
234,00,648
235,00,155
236,12,287
237,12,297
238,11,289
239,00,316
240,00,26
241,00,121
242,00,92
243,00,266
244,00,274
245,02,61
246,00,583
247,00,160
248,00,64
249,00,743
250,00,73
251,00,21
252,00,53
253,09,3
254,00,125
255,00,934
256,00,724
257,12,71
258,00,93
259,00,94
260,00,161
261,11,122
262,11,212
263,00,279
