p_id,p_hour,sum
1,12,7
2,00,1
3,12,57
4,08,250
5,08,8
6,11,14
7,08,353
8,09,6
9,12,29
10,08,126
11,08,47
12,12,19
13,08,389
14,08,171
15,10,33
16,00,72
17,00,249
18,09,144
19,09,31
20,11,78
21,08,100
22,10,124
23,09,31
24,08,118
25,00,187
26,12,180
27,00,2
28,08,107
29,11,63
30,00,2
31,08,18
32,08,74
33,09,199
34,00,74
35,08,172
36,00,400
37,00,363
38,08,36
39,08,267
40,00,115
41,08,302
42,08,348
43,11,406
44,00,6
45,00,117
46,09,6
47,08,113
48,00,1000
49,09,247
50,08,364
51,09,100
52,09,74
53,08,52
54,10,33
55,10,81
56,08,149
57,08,9
58,07,10
59,08,10
60,08,71
61,00,429
62,12,123
63,07,115
64,12,25
65,11,158
66,00,218
67,08,61
68,00,713
69,08,170
70,08,90
71,09,132
72,07,184
73,08,42
74,08,355
75,10,435
76,07,328
77,07,98
78,09,108
79,00,1201
80,00,525
81,08,93
82,12,198
83,07,61
84,01,13
85,08,92
86,08,40
87,08,321
88,00,148
89,09,246
90,09,452
91,09,150
92,09,127
93,00,30
94,08,53
95,08,200
96,08,10
97,00,259
98,09,39
99,00,1
100,00,535
101,11,30
102,08,82
103,00,0
104,00,0
105,00,0
106,00,64
107,09,679
108,09,48
109,00,31
110,11,1
111,10,5
112,00,356
113,09,426
114,00,692
115,10,27
116,10,182
117,09,36
118,12,28
119,09,129
120,05,27
121,08,63
122,10,46
123,08,107
124,00,38
125,00,214
126,10,77
127,00,126
128,12,13
129,08,285
130,00,168
131,11,57
132,00,906
133,08,66
134,09,77
135,09,73
136,00,101
137,08,499
138,10,1015
139,10,48
140,08,643
141,08,726
142,12,624
143,08,491
144,00,500
145,00,344
146,09,83
147,08,81
148,00,1156
149,09,86
150,09,41
151,08,281
152,09,87
153,00,17
154,09,8
155,09,95
156,08,34
157,08,91
158,00,611
159,10,138
160,09,73
161,00,1287
162,12,811
163,12,616
164,00,735
165,08,106
166,08,247
167,10,128
168,09,151
169,09,155
170,09,875
171,02,75
172,11,14
173,08,83
174,08,114
175,11,37
176,09,10
177,07,139
178,08,68
179,08,152
180,09,41
181,00,398
182,08,105
183,08,39
184,08,12
185,08,87
186,06,674
187,08,16
188,09,209
189,09,105
190,12,37
191,09,87
192,12,43
193,07,62
194,12,3
195,08,69
196,12,87
197,08,129
198,07,159
199,00,0
200,08,62
201,00,14
202,12,19
203,10,53
204,09,7
205,08,108
206,09,48
207,00,1
208,08,106
209,00,128
210,08,115
211,00,333
212,08,78
213,08,142
214,09,22
215,08,101
216,08,166
217,12,52
218,08,59
219,08,69
220,08,98
221,08,42
222,07,50
223,08,233
224,08,232
225,10,255
226,08,218
227,08,69
228,00,124
229,08,614
230,00,1097
231,00,673
232,09,263
233,08,499
234,00,846
235,09,157
236,12,1006
237,12,1048
238,11,621
239,12,692
240,09,25
241,08,121
242,12,136
243,09,177
244,09,254
245,01,37
246,09,588
247,00,201
248,08,75
249,00,948
250,08,64
251,10,17
252,10,45
253,12,4
254,08,129
255,00,605
256,00,295
257,10,61
258,08,108
259,09,90
260,10,121
261,12,234
262,08,524
263,07,539
