p_id,p_hour,gcount
1,00,0
2,00,0
3,02,1
4,00,0
5,00,0
6,00,0
7,09,91
8,09,1
9,00,0
10,08,1
11,00,0
12,00,0
13,00,0
14,08,2
15,00,0
16,01,1
17,09,50
18,08,8
19,00,0
20,12,3
21,09,1
22,12,1
23,00,0
24,08,21
25,09,52
26,11,2
27,00,0
28,10,5
29,11,2
30,00,0
31,09,3
32,08,1
33,08,94
34,12,7
35,07,6
36,01,14
37,00,22
38,00,0
39,08,5
40,08,43
41,09,167
42,08,146
43,10,37
44,00,0
45,00,0
46,00,0
47,09,6
48,00,0
49,09,99
50,06,1
51,01,1
52,08,45
53,04,1
54,09,8
55,08,4
56,09,5
57,00,0
58,00,0
59,10,1
60,11,3
61,08,52
62,08,13
63,07,1
64,00,0
65,09,43
66,08,88
67,07,2
68,00,0
69,12,15
70,10,7
71,12,2
72,07,4
73,08,1
74,08,189
75,12,169
76,08,3
77,01,3
78,08,12
79,00,0
80,00,29
81,00,1
82,00,69
83,11,11
84,00,0
85,09,5
86,00,0
87,00,0
88,00,0
89,07,11
90,00,0
91,12,3
92,12,17
93,01,1
94,08,2
95,00,53
96,08,1
97,09,81
98,01,1
99,00,0
100,00,0
101,00,0
102,12,1
103,00,0
104,00,0
105,00,0
106,00,11
107,00,0
108,09,1
109,00,0
110,00,0
111,00,0
112,00,44
113,00,0
114,00,0
115,00,0
116,08,71
117,00,0
118,00,0
119,08,7
120,01,1
121,11,8
122,00,1
123,08,1
124,07,1
125,00,0
126,09,5
127,08,15
128,00,1
129,00,61
130,00,24
131,10,2
132,07,1
133,07,2
134,01,19
135,08,3
136,08,5
137,00,0
138,04,2
139,00,0
140,00,0
141,00,0
142,00,0
143,00,0
144,00,0
145,09,74
146,09,21
147,09,4
148,00,0
149,12,3
150,10,1
151,00,0
152,08,34
153,07,5
154,00,0
155,10,1
156,06,1
157,08,3
158,00,0
159,08,14
160,08,1
161,00,0
162,00,0
163,00,0
164,00,0
165,12,1
166,08,131
167,08,10
168,09,13
169,08,10
170,00,0
171,02,1
172,00,0
173,07,10
174,09,7
175,00,0
176,00,0
177,08,8
178,00,0
179,12,18
180,00,0
181,08,84
182,08,16
183,11,2
184,08,3
185,12,5
186,00,0
187,00,0
188,08,28
189,08,25
190,08,4
191,08,1
192,10,3
193,09,13
194,00,0
195,08,10
196,08,18
197,08,6
198,00,2
199,00,0
200,08,2
201,00,0
202,10,4
203,00,0
204,00,0
205,10,1
206,06,1
207,00,0
208,08,3
209,00,0
210,08,17
211,00,0
212,00,3
213,12,4
214,00,0
215,00,1
216,02,3
217,11,5
218,09,1
219,00,0
220,10,6
221,00,0
222,08,2
223,08,59
224,00,0
225,08,22
226,09,38
227,01,1
228,09,7
229,00,0
230,00,0
231,00,0
232,00,0
233,00,0
234,00,0
235,11,4
236,08,27
237,00,0
238,00,0
239,00,0
240,01,1
241,11,5
242,10,9
243,08,31
244,11,72
245,00,0
246,00,0
247,08,20
248,08,9
249,00,0
250,10,7
251,00,0
252,10,1
253,09,1
254,08,3
255,00,148
256,00,63
257,08,12
258,09,2
259,07,1
260,00,34
261,00,0
262,08,1
263,09,7
