p_id,p_hour,sum
1,05,2
2,00,0
3,03,2
4,00,185
5,00,0
6,07,1
7,00,315
8,06,1
9,04,1
10,07,5
11,01,2
12,11,8
13,12,236
14,00,18
15,03,2
16,01,6
17,00,109
18,00,8
19,05,4
20,12,8
21,02,4
22,04,4
23,08,1
24,10,85
25,00,147
26,12,5
27,00,0
28,00,7
29,01,4
30,00,0
31,10,3
32,01,4
33,12,91
34,11,3
35,01,9
36,02,80
37,00,126
38,01,2
39,02,6
40,00,79
41,10,176
42,11,173
43,12,318
44,00,0
45,01,63
46,00,1
47,00,13
48,00,1002
49,00,158
50,01,357
51,10,3
52,00,43
53,03,2
54,10,6
55,01,5
56,00,9
57,06,3
58,07,1
59,03,3
60,00,14
61,00,125
62,01,23
63,04,3
64,00,2
65,00,54
66,12,33
67,02,3
68,00,555
69,00,32
70,06,14
71,10,5
72,03,3
73,01,2
74,10,163
75,11,212
76,00,8
77,01,2
78,00,41
79,00,1921
80,01,226
81,00,3
82,00,136
83,00,27
84,00,0
85,00,8
86,00,1
87,12,183
88,00,73
89,00,38
90,12,408
91,04,6
92,00,38
93,06,3
94,00,10
95,00,90
96,00,0
97,00,139
98,00,4
99,00,0
100,12,301
101,04,1
102,05,3
103,00,0
104,00,0
105,00,0
106,01,90
107,00,759
108,03,3
109,00,0
110,00,0
111,03,1
112,00,239
113,00,440
114,00,794
115,01,1
116,10,105
117,03,1
118,00,0
119,01,35
120,01,3
121,01,2
122,10,2
123,00,6
124,01,5
125,00,116
126,00,11
127,02,35
128,09,2
129,04,166
130,00,29
131,00,3
132,00,638
133,00,7
134,00,15
135,12,4
136,02,7
137,00,336
138,11,567
139,01,1
140,12,336
141,12,529
142,12,586
143,11,280
144,00,462
145,00,108
146,10,68
147,00,9
148,01,1357
149,11,5
150,00,3
151,10,223
152,11,46
153,01,3
154,11,1
155,07,2
156,00,0
157,10,5
158,02,584
159,00,22
160,05,3
161,12,627
162,12,561
163,12,503
164,01,614
165,10,9
166,12,146
167,00,32
168,01,26
169,00,16
170,12,689
171,00,4
172,00,0
173,00,29
174,00,8
175,01,1
176,00,0
177,11,9
178,00,3
179,01,56
180,01,3
181,00,264
182,10,10
183,00,6
184,04,1
185,06,5
186,12,643
187,00,0
188,00,29
189,00,104
190,02,7
191,09,2
192,01,4
193,12,13
194,06,2
195,00,11
196,11,18
197,04,4
198,02,17
199,00,0
200,11,2
201,08,1
202,00,4
203,11,2
204,10,1
205,00,3
206,08,4
207,00,2
208,12,11
209,11,46
210,00,5
211,00,177
212,09,30
213,10,33
214,12,1
215,01,3
216,00,7
217,00,10
218,07,4
219,11,2
220,00,11
221,10,2
222,06,2
223,00,94
224,11,128
225,00,55
226,00,90
227,10,5
228,00,23
229,00,439
230,00,921
231,00,357
232,00,119
233,00,308
234,00,680
235,00,77
236,12,793
237,12,742
238,11,439
239,12,679
240,00,3
241,00,6
242,02,10
243,00,53
244,00,83
245,01,2
246,03,326
247,00,32
248,09,18
249,00,1050
250,00,18
251,12,1
252,00,1
253,00,0
254,00,3
255,00,641
256,01,303
257,00,14
258,04,6
259,04,2
260,01,82
261,12,128
262,11,324
263,00,460
