p_id,p_hour,fcount
1,12,6
2,00,0
3,08,50
4,08,229
5,09,6
6,09,9
7,08,242
8,09,6
9,08,29
10,08,108
11,08,50
12,12,10
13,08,273
14,08,175
15,09,22
16,08,55
17,09,241
18,08,108
19,08,30
20,08,57
21,08,89
22,08,120
23,08,23
24,07,68
25,08,158
26,09,175
27,06,1
28,08,66
29,08,58
30,08,1
31,07,15
32,08,63
33,08,150
34,12,22
35,07,196
36,00,170
37,08,226
38,07,25
39,07,266
40,08,89
41,08,203
42,08,279
43,08,122
44,09,8
45,09,68
46,07,4
47,08,99
48,08,449
49,08,264
50,08,266
51,08,65
52,08,44
53,08,38
54,08,33
55,09,71
56,08,95
57,08,3
58,07,13
59,08,7
60,08,59
61,08,402
62,08,143
63,08,95
64,12,14
65,08,133
66,08,109
67,08,63
68,08,348
69,08,173
70,08,84
71,08,152
72,08,188
73,07,36
74,08,218
75,08,228
76,07,269
77,08,106
78,08,105
79,09,529
80,00,156
81,08,101
82,09,110
83,08,46
84,10,8
85,07,76
86,09,32
87,08,201
88,00,54
89,08,237
90,09,254
91,07,171
92,12,99
93,11,10
94,08,44
95,08,151
96,07,9
97,08,184
98,08,33
99,08,2
100,12,206
101,08,28
102,07,63
103,00,0
104,00,0
105,00,0
106,08,34
107,08,390
108,08,62
109,08,14
110,11,1
111,07,4
112,08,293
113,09,200
114,00,147
115,08,22
116,08,137
117,08,27
118,12,19
119,08,109
120,07,14
121,09,68
122,07,39
123,09,85
124,08,29
125,12,120
126,12,53
127,07,61
128,09,7
129,08,186
130,12,103
131,08,43
132,06,325
133,08,71
134,07,51
135,08,74
136,08,70
137,08,393
138,10,338
139,08,35
140,08,465
141,08,451
142,08,326
143,08,472
144,09,168
145,09,123
146,07,43
147,08,70
148,00,280
149,08,80
150,12,51
151,07,185
152,08,66
153,08,13
154,08,3
155,08,111
156,07,29
157,08,83
158,08,274
159,07,87
160,08,66
161,00,347
162,12,210
163,12,181
164,08,248
165,09,116
166,08,148
167,08,123
168,09,111
169,08,116
170,08,373
171,08,56
172,11,9
173,07,53
174,08,98
175,09,28
176,11,9
177,08,129
178,08,55
179,08,94
180,07,32
181,08,288
182,08,69
183,07,32
184,08,5
185,08,74
186,09,188
187,10,17
188,08,229
189,08,86
190,08,24
191,08,74
192,09,38
193,08,32
194,09,2
195,08,41
196,08,48
197,08,102
198,08,193
199,00,0
200,08,59
201,10,7
202,09,13
203,08,41
204,09,6
205,08,102
206,07,53
207,00,0
208,08,69
209,12,62
210,08,98
211,08,152
212,08,73
213,08,129
214,09,16
215,07,98
216,08,155
217,10,54
218,07,46
219,08,46
220,08,99
221,08,38
222,08,59
223,07,158
224,08,220
225,07,255
226,08,164
227,08,65
228,07,79
229,08,333
230,00,247
231,08,418
232,08,245
233,08,280
234,12,316
235,08,131
236,08,458
237,08,329
238,08,439
239,07,410
240,12,21
241,08,116
242,10,89
243,08,149
244,08,183
245,08,26
246,08,447
247,09,80
248,08,84
249,08,325
250,08,57
251,08,18
252,08,43
253,07,1
254,08,138
255,08,223
256,08,191
257,08,65
258,08,74
259,09,78
260,08,84
261,08,94
262,08,427
263,08,377
