p_id,p_hour,ycount
1,10,1
2,00,0
3,02,1
4,08,41
5,00,0
6,00,0
7,07,35
8,07,1
9,00,1
10,06,7
11,10,2
12,11,7
13,08,268
14,10,3
15,08,2
16,10,2
17,08,4
18,01,1
19,08,2
20,05,1
21,09,3
22,02,2
23,00,0
24,07,79
25,08,17
26,09,4
27,06,1
28,06,3
29,12,2
30,00,0
31,12,1
32,07,2
33,08,44
34,12,2
35,07,1
36,01,1
37,00,5
38,00,0
39,07,3
40,08,37
41,07,115
42,07,92
43,12,359
44,00,0
45,12,40
46,00,0
47,09,1
48,07,662
49,08,9
50,08,212
51,09,3
52,07,32
53,04,1
54,07,2
55,06,1
56,06,1
57,00,0
58,00,0
59,00,0
60,00,0
61,07,6
62,11,4
63,01,1
64,12,1
65,08,33
66,07,13
67,06,1
68,09,369
69,07,3
70,09,6
71,07,2
72,06,2
73,00,0
74,07,127
75,08,204
76,07,3
77,09,2
78,07,2
79,09,304
80,00,5
81,00,0
82,06,7
83,07,3
84,00,0
85,00,1
86,06,1
87,08,129
88,12,77
89,06,4
90,08,316
91,12,3
92,09,2
93,00,2
94,00,0
95,07,7
96,00,0
97,08,15
98,00,1
99,00,0
100,06,456
101,09,1
102,09,1
103,00,0
104,00,0
105,01,1
106,00,3
107,07,443
108,06,1
109,00,0
110,00,0
111,00,0
112,00,3
113,08,294
114,12,149
115,08,1
116,07,37
117,06,1
118,00,0
119,06,2
120,05,1
121,00,1
122,00,0
123,12,2
124,09,1
125,11,109
126,00,1
127,09,4
128,07,1
129,05,12
130,09,4
131,10,1
132,00,321
133,01,1
134,03,1
135,07,2
136,12,1
137,08,270
138,09,721
139,04,1
140,08,515
141,08,515
142,08,530
143,08,320
144,11,98
145,00,15
146,06,16
147,00,0
148,00,107
149,00,0
150,00,0
151,08,213
152,08,25
153,05,2
154,07,1
155,08,2
156,00,0
157,07,2
158,08,163
159,09,3
160,06,1
161,12,869
162,10,661
163,12,552
164,12,400
165,11,3
166,08,131
167,07,2
168,07,4
169,09,2
170,09,668
171,07,1
172,07,1
173,02,2
174,10,1
175,09,2
176,00,0
177,06,1
178,09,2
179,08,22
180,12,1
181,11,11
182,12,2
183,00,0
184,00,0
185,06,1
186,07,738
187,00,0
188,07,5
189,00,3
190,08,2
191,04,1
192,00,0
193,06,15
194,09,5
195,08,2
196,07,5
197,09,1
198,00,3
199,00,0
200,07,1
201,00,0
202,00,1
203,02,1
204,00,0
205,08,4
206,00,0
207,07,1
208,06,1
209,10,30
210,08,2
211,11,105
212,02,1
213,08,3
214,00,0
215,00,2
216,08,5
217,02,2
218,07,2
219,00,2
220,07,4
221,00,0
222,07,4
223,06,15
224,07,81
225,03,3
226,06,51
227,07,1
228,07,2
229,08,471
230,09,548
231,08,307
232,08,31
233,08,262
234,12,561
235,05,1
236,08,1122
237,12,982
238,08,524
239,08,489
240,07,1
241,00,0
242,08,2
243,07,5
244,08,39
245,00,0
246,09,273
247,12,4
248,09,2
249,08,267
250,06,2
251,00,0
252,12,1
253,00,0
254,07,1
255,00,9
256,00,5
257,06,1
258,06,2
259,08,2
260,07,19
261,12,99
262,07,349
263,08,391
