p_id,ycount,gcount,hfcount,fcount,sum
1,0,0,0,0,0
2,0,0,0,0,0
3,1,3,0,0,4
4,944,0,0,0,944
5,0,0,0,0,0
6,0,0,0,0,0
7,657,1419,0,0,2076
8,2,2,0,0,4
9,0,0,0,0,0
10,19,3,0,0,22
11,2,0,0,0,2
12,64,0,0,0,64
13,1015,0,0,0,1015
14,9,30,0,0,39
15,0,0,0,0,0
16,1,7,0,0,8
17,173,559,0,0,732
18,1,40,0,0,41
19,0,0,0,0,0
20,0,30,0,0,30
21,6,6,0,0,12
22,8,4,0,0,12
23,0,0,0,0,0
24,405,42,0,0,447
25,191,408,0,0,599
26,1,3,0,0,4
27,0,0,0,0,0
28,17,23,0,0,40
29,1,5,0,0,6
30,1,0,0,0,1
31,0,8,0,0,8
32,2,11,0,0,13
33,165,314,0,0,479
34,3,7,0,0,10
35,1,38,0,0,39
36,225,473,0,0,698
37,241,400,0,0,641
38,0,1,0,0,1
39,4,11,0,0,15
40,130,171,0,0,301
41,662,1162,0,0,1824
42,352,931,0,0,1283
43,1264,73,0,0,1337
44,0,0,0,0,0
45,500,0,0,0,500
46,0,1,0,0,1
47,6,28,0,0,34
48,5941,0,0,0,5941
49,162,567,0,0,729
50,2636,0,0,0,2636
51,2,3,0,0,5
52,98,118,0,0,216
53,0,10,0,0,10
54,7,20,0,0,27
55,4,49,0,0,53
56,10,61,0,0,71
57,0,0,0,0,0
58,0,1,0,0,1
59,0,1,0,0,1
60,3,20,0,0,23
61,127,628,0,0,755
62,18,101,0,0,119
63,0,9,0,0,9
64,1,0,0,0,1
65,265,208,0,0,473
66,63,200,0,0,263
67,2,3,0,0,5
68,4455,0,0,0,4455
69,10,107,0,0,117
70,35,50,0,0,85
71,2,24,0,0,26
72,10,28,0,0,38
73,1,1,0,0,2
74,673,892,0,0,1565
75,1075,601,0,0,1676
76,8,31,0,0,39
77,3,18,0,0,21
78,3,41,0,0,44
79,8609,0,0,0,8609
80,426,659,0,0,1085
81,0,1,0,0,1
82,128,896,0,0,1024
83,51,184,0,0,235
84,0,0,0,0,0
85,6,45,0,0,51
86,0,1,0,0,1
87,1090,0,0,0,1090
88,523,0,0,0,523
89,35,103,0,0,138
90,3121,0,0,0,3121
91,4,20,0,0,24
92,13,242,0,0,255
93,18,103,0,0,121
94,2,31,0,0,33
95,49,479,0,0,528
96,0,1,0,0,1
97,231,474,0,0,705
98,3,1,0,0,4
99,0,0,0,0,0
100,2812,0,0,0,2812
101,0,0,0,0,0
102,3,8,0,0,11
103,0,0,0,0,0
104,0,0,0,0,0
105,0,0,0,0,0
106,47,206,0,0,253
107,3873,0,0,0,3873
108,2,4,0,0,6
109,0,0,0,0,0
110,0,0,0,0,0
111,0,3,0,0,3
112,232,698,0,0,930
113,2252,0,0,0,2252
114,3205,0,0,0,3205
115,0,1,0,0,1
116,256,407,0,0,663
117,0,0,0,0,0
118,0,0,0,0,0
119,9,35,0,0,44
120,0,8,0,0,8
121,1,7,0,0,8
122,0,0,0,0,0
123,4,2,0,0,6
124,3,1,0,0,4
125,711,0,0,0,711
126,2,30,0,0,32
127,17,142,0,0,159
128,1,4,0,0,5
129,224,1071,0,0,1295
130,22,250,0,0,272
131,3,2,0,0,5
132,2824,0,0,0,2824
133,10,11,0,0,21
134,10,137,0,0,147
135,8,10,0,0,18
136,4,26,0,0,30
137,2049,0,0,0,2049
138,2132,1,0,0,2133
139,0,0,0,0,0
140,1629,0,0,0,1629
141,2739,0,0,0,2739
142,2727,0,0,0,2727
143,1196,0,0,0,1196
144,2132,0,0,0,2132
145,262,430,0,0,692
146,230,157,0,0,387
147,2,18,0,0,20
148,5672,0,0,0,5672
149,2,1,0,0,3
150,2,11,0,0,13
151,1116,0,0,0,1116
152,156,159,0,0,315
153,2,17,0,0,19
154,0,0,0,0,0
155,2,4,0,0,6
156,0,0,0,0,0
157,6,21,0,0,27
158,3628,0,0,0,3628
159,19,120,0,0,139
160,8,8,0,0,16
161,3071,0,0,0,3071
162,3264,0,0,0,3264
163,2932,0,0,0,2932
164,4151,0,0,0,4151
165,4,3,0,0,7
166,555,390,0,0,945
167,9,46,0,0,55
168,55,157,0,0,212
169,3,53,0,0,56
170,4392,0,0,0,4392
171,2,3,0,0,5
172,1,0,0,0,1
173,22,273,0,0,295
174,1,34,0,0,35
175,0,2,0,0,2
176,0,0,0,0,0
177,8,58,0,0,66
178,1,2,0,0,3
179,184,156,0,0,340
180,3,4,0,0,7
181,335,744,0,0,1079
182,5,40,0,0,45
183,1,11,0,0,12
184,0,4,0,0,4
185,18,11,0,0,29
186,4167,0,0,0,4167
187,0,0,0,0,0
188,48,141,0,0,189
189,85,190,0,0,275
190,16,32,0,0,48
191,2,5,0,0,7
192,4,11,0,0,15
193,96,36,0,0,132
194,8,4,0,0,12
195,5,27,0,0,32
196,28,96,0,0,124
197,8,16,0,0,24
198,23,40,0,0,63
199,0,0,0,0,0
200,4,3,0,0,7
201,0,1,0,0,1
202,15,4,0,0,19
203,0,0,0,0,0
204,0,0,0,0,0
205,0,2,0,0,2
206,0,0,0,0,0
207,3,0,0,0,3
208,2,11,0,0,13
209,268,0,0,0,268
210,2,58,0,0,60
211,1151,0,0,0,1151
212,9,29,0,0,38
213,5,21,0,0,26
214,0,0,0,0,0
215,4,5,0,0,9
216,16,19,0,0,35
217,35,32,0,0,67
218,0,2,0,0,2
219,9,2,0,0,11
220,5,27,0,0,32
221,0,0,0,0,0
222,1,1,0,0,2
223,219,424,0,0,643
224,683,0,0,0,683
225,78,241,0,0,319
226,462,262,0,0,724
227,7,16,0,0,23
228,55,98,0,0,153
229,2355,0,0,0,2355
230,5224,0,0,0,5224
231,2611,0,0,0,2611
232,607,0,0,0,607
233,1813,0,0,0,1813
234,3788,0,0,0,3788
235,2,36,0,0,38
236,2309,26,0,0,2335
237,2419,0,0,0,2419
238,2189,0,0,0,2189
239,2770,0,0,0,2770
240,4,2,0,0,6
241,3,22,0,0,25
242,6,34,0,0,40
243,51,174,0,0,225
244,176,366,0,0,542
245,0,1,0,0,1
246,2558,0,0,0,2558
247,37,159,0,0,196
248,2,20,0,0,22
249,4346,0,0,0,4346
250,0,26,0,0,26
251,0,0,0,0,0
252,2,0,0,0,2
253,2,9,0,0,11
254,2,18,0,0,20
255,736,2326,0,0,3062
256,697,1181,0,0,1878
257,17,20,0,0,37
258,5,13,0,0,18
259,7,5,0,0,12
260,229,681,0,0,910
261,870,0,0,0,870
262,1367,2,0,0,1369
263,2491,13,0,0,2504
