p_id,ycount,gcount,hfcount,fcount,sum
1,1,0,0,15,16
2,0,0,0,0,0
3,1,5,0,419,425
4,331,0,0,1247,1578
5,0,0,0,50,50
6,0,0,0,93,93
7,433,623,0,3883,4939
8,1,0,0,22,23
9,1,0,0,192,193
10,23,5,0,611,639
11,1,2,0,245,248
12,71,0,0,44,115
13,538,0,0,750,1288
14,5,13,0,1284,1302
15,2,2,0,139,143
16,3,1,0,553,557
17,22,71,0,2650,2743
18,2,13,0,920,935
19,2,0,0,181,183
20,1,6,0,504,511
21,3,8,0,623,634
22,1,10,0,843,854
23,0,0,0,168,168
24,281,16,0,423,720
25,106,142,0,1371,1619
26,3,5,0,347,355
27,0,0,0,53,53
28,8,8,0,499,515
29,0,4,0,371,375
30,0,0,0,10,10
31,0,2,0,116,118
32,1,8,0,529,538
33,65,135,0,1046,1246
34,0,0,0,78,78
35,3,20,0,1583,1606
36,35,104,0,3153,3292
37,39,33,0,3725,3797
38,1,1,0,202,204
39,10,26,0,2074,2110
40,47,47,0,680,774
41,454,479,0,1767,2700
42,241,324,0,2437,3002
43,809,32,0,517,1358
44,0,0,0,52,52
45,236,0,0,750,986
46,0,0,0,42,42
47,1,11,0,629,641
48,3317,0,0,4367,7684
49,40,93,0,1760,1893
50,1030,0,0,1384,2414
51,2,19,0,735,756
52,34,44,0,251,329
53,1,1,0,306,308
54,1,2,0,148,151
55,0,42,0,598,640
56,8,15,0,804,827
57,0,2,0,43,45
58,0,0,0,53,53
59,1,0,0,39,40
60,1,6,0,499,506
61,23,92,0,4239,4354
62,7,19,0,970,996
63,4,9,0,870,883
64,0,0,0,119,119
65,161,153,0,1356,1670
66,37,98,0,805,940
67,3,2,0,405,410
68,2197,0,0,2625,4822
69,6,22,0,1208,1236
70,28,6,0,511,545
71,1,18,0,1203,1222
72,6,20,0,1606,1632
73,1,2,0,250,253
74,538,426,0,1721,2685
75,713,309,0,1414,2436
76,12,37,0,2457,2506
77,5,12,0,748,765
78,2,12,0,794,808
79,3935,0,0,5130,9065
80,98,183,0,2935,3216
81,3,7,0,729,739
82,113,452,0,2027,2592
83,34,61,0,663,758
84,0,0,0,102,102
85,7,19,0,1044,1070
86,0,2,0,227,229
87,531,0,0,1399,1930
88,231,0,0,360,591
89,11,30,0,2057,2098
90,1555,0,0,1630,3185
91,5,27,0,1270,1302
92,2,55,0,1233,1290
93,12,9,0,107,128
94,1,10,0,414,425
95,18,221,0,1284,1523
96,1,0,0,50,51
97,91,184,0,1497,1772
98,0,0,0,225,225
99,0,0,0,5,5
100,1799,0,0,1614,3413
101,0,0,0,150,150
102,0,2,0,535,537
103,0,0,0,0,0
104,0,0,0,0,0
105,0,0,0,0,0
106,22,22,0,454,498
107,2263,0,0,2192,4455
108,1,6,0,304,311
109,0,0,0,156,156
110,0,0,0,1,1
111,0,0,0,17,17
112,52,182,0,2420,2654
113,1228,0,0,1349,2577
114,1897,0,0,2098,3995
115,0,0,0,170,170
116,146,192,0,1382,1720
117,0,1,0,284,285
118,0,0,0,102,102
119,3,16,0,860,879
120,1,4,0,116,121
121,3,6,0,345,354
122,0,4,0,245,249
123,1,8,0,334,343
124,2,1,0,257,260
125,482,0,0,607,1089
126,2,5,0,539,546
127,13,37,0,1071,1121
128,1,1,0,55,57
129,124,343,0,2061,2528
130,13,108,0,1196,1317
131,1,2,0,281,284
132,1747,0,0,3060,4807
133,4,7,0,419,430
134,7,46,0,420,473
135,8,2,0,311,321
136,3,12,0,617,632
137,1076,0,0,1746,2822
138,1346,2,0,1702,3050
139,1,2,0,331,334
140,1028,0,0,1142,2170
141,1745,0,0,1375,3120
142,1714,0,0,1298,3012
143,801,0,0,901,1702
144,1082,0,0,1779,2861
145,99,113,0,1688,1900
146,154,79,0,752,985
147,2,5,0,519,526
148,3047,0,0,4915,7962
149,3,2,0,367,372
150,0,5,0,277,282
151,742,0,0,847,1589
152,92,67,0,687,846
153,5,2,0,142,149
154,0,0,0,29,29
155,2,14,0,525,541
156,0,0,0,204,204
157,4,4,0,593,601
158,1566,0,0,1781,3347
159,8,21,0,831,860
160,4,5,0,485,494
161,1812,0,0,1685,3497
162,1926,0,0,1514,3440
163,1754,0,0,1468,3222
164,2355,0,0,2869,5224
165,4,11,0,386,401
166,344,202,0,830,1376
167,2,8,0,815,825
168,23,27,0,1130,1180
169,3,13,0,1180,1196
170,2338,0,0,1937,4275
171,2,4,0,459,465
172,0,0,0,84,84
173,8,25,0,645,678
174,2,13,0,764,779
175,4,0,0,139,143
176,0,0,0,53,53
177,7,12,0,1162,1181
178,3,2,0,112,117
179,94,67,0,1096,1257
180,5,5,0,320,330
181,109,152,0,2293,2554
182,5,20,0,596,621
183,1,4,0,278,283
184,0,0,0,64,64
185,1,10,0,532,543
186,2763,0,0,1464,4227
187,0,0,0,157,157
188,21,32,0,2049,2102
189,22,13,0,949,984
190,7,9,0,217,233
191,3,2,0,507,512
192,1,5,0,346,352
193,49,21,0,287,357
194,2,1,0,15,18
195,4,9,0,397,410
196,16,75,0,551,642
197,3,9,0,935,947
198,5,4,0,1679,1688
199,0,0,0,0,0
200,1,3,0,287,291
201,1,0,0,180,181
202,5,0,0,140,145
203,2,2,0,383,387
204,0,0,0,47,47
205,6,9,0,767,782
206,0,0,0,357,357
207,0,0,0,2,2
208,1,4,0,673,678
209,187,0,0,417,604
210,3,31,0,634,668
211,564,0,0,990,1554
212,4,16,0,559,579
213,1,20,0,935,956
214,0,0,0,107,107
215,7,6,0,597,610
216,9,7,0,1231,1247
217,5,9,0,219,233
218,1,7,0,385,393
219,3,3,0,396,402
220,2,11,0,662,675
221,0,1,0,265,266
222,1,11,0,281,293
223,68,147,0,1441,1656
224,298,0,0,722,1020
225,12,44,0,2584,2640
226,207,68,0,1402,1677
227,1,2,0,573,576
228,14,12,0,946,972
229,1462,0,0,1580,3042
230,3064,0,0,2816,5880
231,1230,0,0,1978,3208
232,250,0,0,1489,1739
233,1022,0,0,1529,2551
234,2333,0,0,2292,4625
235,2,18,0,1148,1168
236,1511,5,0,918,2434
237,1610,0,0,945,2555
238,1334,0,0,1271,2605
239,1665,0,0,1330,2995
240,0,2,0,214,216
241,0,8,0,915,923
242,2,13,0,726,741
243,18,52,0,1613,1683
244,84,166,0,1882,2132
245,0,0,0,172,172
246,1288,0,0,1756,3044
247,15,43,0,1100,1158
248,4,7,0,476,487
249,2159,0,0,2295,4454
250,3,12,0,536,551
251,0,0,0,119,119
252,2,2,0,261,265
253,0,2,0,27,29
254,3,9,0,1042,1054
255,181,539,0,3330,4050
256,134,230,0,2879,3243
257,10,3,0,397,410
258,2,4,0,813,819
259,4,7,0,694,705
260,133,214,0,1141,1488
261,472,0,0,821,1293
262,889,0,0,951,1840
263,1524,8,0,1425,2957
