p_id,p_hour,sum
1,00,0
2,00,0
3,00,1
4,01,180
5,00,0
6,00,0
7,01,325
8,09,3
9,00,1
10,10,3
11,05,1
12,12,30
13,11,235
14,03,9
15,03,1
16,00,1
17,00,146
18,00,12
19,00,1
20,00,8
21,04,2
22,04,2
23,00,1
24,12,89
25,00,138
26,01,3
27,00,0
28,04,5
29,01,2
30,00,0
31,05,1
32,10,6
33,12,93
34,11,4
35,01,9
36,02,133
37,02,174
38,00,0
39,00,3
40,00,61
41,00,292
42,10,203
43,12,425
44,00,0
45,02,96
46,00,0
47,02,8
48,00,1014
49,00,175
50,03,334
51,00,3
52,10,36
53,00,1
54,00,8
55,01,4
56,04,12
57,00,0
58,00,0
59,00,1
60,02,5
61,00,194
62,00,21
63,01,3
64,01,1
65,00,91
66,12,41
67,00,2
68,02,644
69,00,23
70,12,11
71,02,7
72,00,8
73,00,1
74,10,252
75,10,348
76,00,9
77,01,4
78,04,12
79,00,1723
80,00,268
81,04,2
82,04,187
83,03,40
84,00,0
85,00,11
86,01,1
87,12,185
88,12,77
89,01,29
90,00,433
91,04,6
92,01,33
93,01,3
94,00,7
95,00,90
96,00,0
97,00,166
98,03,2
99,00,0
100,12,313
101,00,0
102,01,2
103,00,0
104,00,0
105,00,0
106,01,42
107,00,686
108,03,2
109,00,0
110,00,0
111,00,1
112,01,307
113,00,460
114,00,772
115,00,0
116,10,82
117,01,1
118,02,1
119,01,13
120,04,3
121,00,5
122,02,1
123,01,2
124,07,2
125,12,106
126,01,6
127,04,29
128,00,1
129,04,196
130,00,42
131,03,2
132,01,297
133,00,5
134,01,19
135,01,3
136,02,9
137,12,280
138,10,358
139,02,2
140,12,323
141,12,556
142,12,539
143,11,272
144,01,484
145,00,113
146,01,81
147,00,9
148,01,1377
149,02,3
150,00,2
151,10,227
152,00,58
153,10,8
154,00,0
155,04,2
156,08,1
157,03,3
158,02,811
159,00,21
160,02,4
161,12,627
162,12,728
163,12,554
164,00,711
165,03,2
166,12,278
167,01,10
168,02,34
169,04,17
170,11,578
171,07,2
172,02,1
173,04,43
174,00,6
175,00,0
176,00,0
177,10,11
178,00,1
179,00,60
180,00,2
181,00,254
182,11,11
183,03,2
184,00,1
185,01,4
186,12,625
187,00,0
188,00,44
189,00,101
190,00,11
191,00,0
192,10,3
193,10,16
194,11,2
195,11,9
196,12,20
197,03,6
198,00,13
199,00,0
200,00,2
201,05,1
202,00,5
203,04,1
204,00,0
205,01,3
206,00,0
207,00,0
208,12,5
209,12,46
210,00,9
211,00,224
212,11,8
213,00,4
214,00,0
215,12,3
216,00,7
217,04,14
218,06,1
219,06,2
220,00,9
221,03,1
222,01,1
223,00,92
224,11,126
225,00,49
226,00,100
227,00,4
228,01,23
229,10,389
230,00,842
231,00,372
232,02,118
233,11,297
234,00,762
235,00,13
236,11,921
237,12,934
238,10,434
239,12,596
240,08,1
241,00,5
242,01,9
243,01,46
244,00,113
245,00,0
246,03,361
247,00,23
248,04,7
249,00,1017
250,12,6
251,00,1
252,03,3
253,00,0
254,00,1
255,00,688
256,02,387
257,00,11
258,00,3
259,03,2
260,00,103
261,12,161
262,10,395
263,12,460
