p_id,p_hour,fcount
1,12,6
2,00,0
3,08,74
4,08,262
5,11,8
6,09,20
7,08,305
8,06,4
9,08,45
10,07,136
11,08,70
12,11,11
13,08,273
14,07,183
15,08,38
16,08,67
17,09,284
18,08,180
19,08,40
20,12,100
21,08,122
22,08,145
23,07,39
24,08,79
25,08,206
26,11,284
27,07,3
28,08,88
29,08,88
30,10,1
31,08,20
32,08,93
33,08,205
34,11,40
35,08,230
36,00,323
37,08,281
38,07,44
39,07,333
40,08,116
41,08,252
42,07,365
43,12,199
44,11,6
45,11,86
46,00,5
47,08,146
48,08,640
49,08,271
50,08,368
51,08,98
52,08,56
53,08,52
54,09,43
55,08,97
56,08,155
57,10,8
58,07,11
59,08,9
60,08,102
61,08,535
62,08,154
63,08,128
64,08,25
65,12,167
66,08,150
67,08,86
68,08,396
69,08,209
70,08,120
71,07,167
72,08,243
73,07,45
74,08,304
75,08,268
76,07,351
77,08,116
78,08,166
79,08,554
80,00,531
81,08,119
82,12,157
83,08,58
84,08,16
85,08,109
86,08,50
87,08,247
88,11,88
89,08,288
90,08,327
91,08,239
92,08,130
93,12,13
94,12,68
95,08,189
96,08,12
97,11,216
98,07,43
99,09,4
100,12,326
101,08,30
102,08,92
103,00,0
104,00,0
105,00,0
106,09,66
107,08,468
108,08,63
109,08,22
110,06,1
111,07,3
112,08,326
113,11,288
114,00,255
115,08,54
116,08,180
117,08,58
118,11,30
119,08,156
120,08,19
121,12,85
122,09,102
123,08,123
124,08,43
125,12,177
126,08,76
127,08,108
128,00,29
129,08,262
130,11,189
131,08,69
132,00,610
133,08,92
134,09,74
135,08,90
136,12,96
137,08,451
138,11,558
139,08,63
140,08,492
141,08,477
142,08,398
143,08,476
144,11,281
145,09,288
146,08,88
147,08,100
148,00,399
149,08,88
150,12,53
151,07,254
152,08,109
153,08,24
154,09,5
155,07,126
156,08,48
157,08,113
158,08,304
159,07,163
160,07,88
161,12,702
162,12,430
163,12,325
164,12,416
165,09,157
166,12,210
167,07,174
168,08,195
169,08,186
170,08,470
171,08,81
172,08,15
173,08,78
174,08,148
175,12,50
176,08,16
177,07,187
178,08,70
179,08,118
180,07,46
181,08,360
182,07,99
183,08,36
184,11,7
185,07,102
186,12,248
187,08,30
188,08,268
189,08,113
190,11,24
191,09,105
192,08,60
193,08,48
194,12,3
195,10,64
196,08,81
197,08,153
198,08,203
199,00,0
200,08,87
201,08,17
202,09,24
203,07,65
204,07,9
205,08,143
206,08,79
207,10,1
208,08,109
209,08,72
210,08,140
211,11,248
212,08,97
213,08,202
214,08,34
215,08,121
216,08,211
217,12,79
218,08,85
219,07,73
220,08,153
221,07,62
222,08,72
223,07,241
224,08,241
225,08,349
226,08,200
227,08,86
228,11,120
229,08,360
230,11,362
231,11,463
232,08,280
233,08,405
234,11,503
235,08,202
236,07,471
237,12,512
238,08,487
239,08,513
240,08,31
241,08,148
242,08,142
243,08,261
244,08,311
245,09,30
246,08,481
247,07,140
248,08,85
249,08,378
250,08,79
251,12,22
252,07,56
253,09,3
254,08,164
255,00,379
256,00,221
257,08,75
258,07,127
259,07,110
260,08,107
261,12,122
262,08,548
263,08,426
