p_id,p_hour,sum
1,12,12
2,10,2
3,07,19
4,09,172
5,03,1
6,11,3
7,08,199
8,01,1
9,08,10
10,08,28
11,07,14
12,09,10
13,08,479
14,08,81
15,06,5
16,08,13
17,09,178
18,09,32
19,08,6
20,08,13
21,09,16
22,07,37
23,09,4
24,08,138
25,09,111
26,09,48
27,00,0
28,07,17
29,07,8
30,00,0
31,05,2
32,08,10
33,08,199
34,10,16
35,07,32
36,08,88
37,09,94
38,06,3
39,07,42
40,08,100
41,08,414
42,08,294
43,11,364
44,01,1
45,11,73
46,00,1
47,08,19
48,09,915
49,09,225
50,09,410
51,09,24
52,08,127
53,07,7
54,08,25
55,08,15
56,07,42
57,04,3
58,11,2
59,07,2
60,07,10
61,07,178
62,08,37
63,07,17
64,08,4
65,08,130
66,08,139
67,07,34
68,09,750
69,07,34
70,07,59
71,00,28
72,07,27
73,07,10
74,08,320
75,08,410
76,08,34
77,08,20
78,07,15
79,09,716
80,09,84
81,08,44
82,01,93
83,08,25
84,07,2
85,00,20
86,11,3
87,08,276
88,12,118
89,08,66
90,09,582
91,07,31
92,08,42
93,06,3
94,08,9
95,08,95
96,01,2
97,08,133
98,08,7
99,00,0
100,11,477
101,07,4
102,07,65
103,00,0
104,00,0
105,00,0
106,10,28
107,08,939
108,08,9
109,09,1
110,00,0
111,07,2
112,08,151
113,08,540
114,09,244
115,07,4
116,08,144
117,07,3
118,08,2
119,08,24
120,08,2
121,08,29
122,07,5
123,09,37
124,08,8
125,11,193
126,10,9
127,08,73
128,08,3
129,07,135
130,11,43
131,07,11
132,00,754
133,07,26
134,08,33
135,08,18
136,08,43
137,08,545
138,10,1107
139,08,8
140,08,994
141,08,1113
142,08,776
143,08,515
144,12,249
145,08,121
146,07,48
147,08,10
148,00,279
149,08,19
150,09,8
151,08,344
152,08,74
153,08,10
154,00,2
155,09,17
156,08,10
157,08,34
158,08,470
159,08,31
160,07,26
161,12,1040
162,11,835
163,11,756
164,11,607
165,07,31
166,08,291
167,07,23
168,08,28
169,10,15
170,08,1226
171,08,21
172,12,3
173,08,33
174,09,24
175,07,6
176,07,1
177,07,45
178,07,15
179,08,78
180,07,7
181,08,254
182,08,27
183,08,9
184,06,1
185,07,15
186,09,985
187,08,6
188,08,68
189,08,68
190,08,12
191,07,13
192,09,16
193,07,20
194,00,1
195,09,23
196,07,28
197,07,41
198,07,132
199,00,0
200,08,21
201,03,1
202,07,7
203,07,6
204,05,1
205,08,15
206,08,21
207,08,2
208,07,10
209,09,72
210,07,27
211,11,229
212,09,10
213,08,16
214,12,2
215,08,12
216,08,22
217,10,18
218,07,11
219,08,9
220,08,34
221,06,6
222,08,8
223,08,118
224,07,203
225,08,104
226,07,140
227,07,35
228,07,47
229,08,776
230,08,652
231,08,678
232,08,98
233,08,506
234,12,744
235,07,19
236,08,1448
237,09,1159
238,08,801
239,08,820
240,07,5
241,07,90
242,09,18
243,08,106
244,08,157
245,07,6
246,08,548
247,08,36
248,07,9
249,09,545
250,07,11
251,08,4
252,09,9
253,00,0
254,08,38
255,09,174
256,08,94
257,08,36
258,09,18
259,07,15
260,07,82
261,11,126
262,07,710
263,08,720
