p_id,p_hour,sum
1,09,4
2,00,0
3,08,71
4,08,249
5,10,15
6,08,17
7,07,347
8,08,3
9,08,35
10,08,152
11,08,65
12,11,16
13,08,445
14,08,193
15,09,32
16,08,65
17,08,276
18,08,157
19,07,36
20,08,75
21,08,122
22,08,143
23,07,42
24,07,145
25,08,214
26,08,71
27,08,3
28,08,81
29,08,86
30,00,1
31,07,20
32,08,90
33,08,244
34,12,21
35,08,226
36,08,176
37,08,269
38,07,36
39,08,309
40,08,142
41,08,354
42,07,426
43,08,413
44,09,10
45,12,106
46,06,4
47,08,142
48,08,947
49,08,292
50,08,491
51,07,113
52,08,101
53,09,45
54,08,44
55,08,115
56,08,145
57,08,6
58,07,18
59,09,8
60,08,93
61,08,508
62,08,113
63,08,130
64,07,26
65,08,186
66,08,181
67,08,72
68,08,677
69,08,211
70,08,110
71,07,172
72,08,232
73,09,46
74,07,473
75,08,494
76,07,331
77,07,94
78,08,158
79,08,675
80,12,216
81,08,111
82,08,157
83,08,65
84,09,10
85,07,95
86,08,41
87,08,308
88,12,128
89,08,260
90,08,535
91,07,206
92,00,117
93,08,12
94,07,62
95,08,190
96,08,9
97,08,234
98,08,37
99,11,2
100,06,601
101,10,33
102,07,96
103,00,0
104,00,0
105,00,0
106,08,52
107,08,814
108,07,60
109,11,21
110,00,0
111,12,5
112,08,311
113,08,464
114,00,316
115,08,46
116,08,236
117,07,38
118,12,26
119,08,176
120,08,21
121,08,72
122,07,51
123,08,56
124,07,43
125,12,224
126,08,78
127,08,100
128,08,10
129,08,280
130,09,150
131,07,64
132,00,1016
133,08,89
134,08,65
135,08,63
136,07,95
137,08,571
138,10,1090
139,07,67
140,08,823
141,07,881
142,08,805
143,08,682
144,12,246
145,08,195
146,08,98
147,08,99
148,00,364
149,08,60
150,11,48
151,07,357
152,08,128
153,10,24
154,09,8
155,07,101
156,07,42
157,07,112
158,08,409
159,08,155
160,07,85
161,12,1093
162,12,769
163,11,608
164,12,589
165,07,60
166,08,328
167,07,172
168,08,196
169,08,200
170,08,1004
171,08,66
172,08,14
173,08,62
174,08,148
175,08,42
176,08,9
177,08,178
178,07,15
179,08,135
180,07,49
181,08,340
182,08,106
183,07,34
184,08,8
185,08,102
186,07,887
187,07,23
188,08,235
189,09,107
190,09,22
191,07,89
192,07,48
193,07,59
194,09,4
195,08,58
196,08,76
197,08,132
198,07,185
199,00,0
200,08,76
201,08,15
202,08,17
203,08,75
204,08,9
205,08,131
206,08,68
207,11,3
208,08,99
209,08,96
210,08,136
211,08,242
212,08,98
213,08,182
214,07,21
215,07,116
216,08,205
217,09,25
218,08,82
219,07,64
220,08,135
221,08,72
222,07,73
223,07,228
224,08,256
225,07,345
226,08,236
227,08,62
228,10,122
229,08,732
230,10,656
231,08,609
232,08,288
233,08,511
234,12,793
235,08,192
236,08,1196
237,12,1157
238,08,841
239,08,809
240,08,33
241,07,142
242,09,128
243,08,184
244,08,306
245,08,27
246,08,631
247,08,146
248,07,96
249,08,526
250,08,89
251,07,22
252,08,43
253,00,3
254,08,148
255,12,391
256,09,164
257,09,63
258,08,112
259,08,117
260,08,140
261,12,191
262,08,779
263,07,692
