p_id,p_hour,sum
1,12,9
2,10,2
3,09,25
4,01,385
5,00,0
6,01,2
7,00,523
8,10,2
9,00,7
10,11,15
11,12,7
12,12,19
13,12,335
14,00,58
15,06,4
16,02,33
17,00,219
18,00,32
19,00,5
20,01,16
21,01,14
22,00,11
23,09,5
24,10,133
25,00,266
26,09,15
27,02,1
28,00,23
29,01,23
30,05,2
31,00,5
32,08,6
33,00,156
34,11,9
35,00,32
36,01,333
37,01,379
38,00,3
39,00,30
40,00,117
41,00,399
42,00,202
43,12,566
44,00,1
45,01,137
46,00,2
47,00,8
48,00,1310
49,00,276
50,00,526
51,01,15
52,00,90
53,00,15
54,00,13
55,02,6
56,00,44
57,09,6
58,02,2
59,01,1
60,01,8
61,00,337
62,01,62
63,01,17
64,00,4
65,11,136
66,12,89
67,11,15
68,01,1094
69,00,25
70,09,43
71,00,22
72,11,28
73,00,5
74,11,239
75,10,282
76,09,113
77,10,15
78,02,7
79,01,2847
80,01,372
81,11,25
82,02,188
83,01,66
84,00,1
85,00,20
86,12,2
87,00,311
88,12,92
89,00,80
90,00,761
91,00,31
92,00,60
93,11,15
94,01,22
95,01,112
96,00,3
97,00,218
98,12,6
99,00,0
100,00,454
101,06,3
102,11,50
103,00,0
104,00,0
105,00,0
106,01,177
107,00,1115
108,00,6
109,00,1
110,01,1
111,01,2
112,01,433
113,00,738
114,01,1168
115,03,2
116,00,136
117,00,1
118,00,5
119,00,20
120,08,5
121,12,17
122,01,4
123,01,17
124,00,6
125,00,253
126,00,9
127,00,61
128,10,4
129,01,281
130,01,62
131,00,17
132,12,526
133,11,20
134,00,35
135,01,19
136,01,28
137,00,580
138,12,725
139,11,4
140,12,492
141,12,709
142,12,743
143,12,400
144,00,799
145,00,243
146,01,87
147,00,8
148,02,2252
149,00,11
150,00,14
151,11,312
152,00,62
153,10,7
154,00,1
155,01,11
156,12,7
157,01,30
158,01,959
159,01,26
160,10,27
161,12,943
162,12,740
163,12,764
164,00,1185
165,12,18
166,12,273
167,01,18
168,00,36
169,00,25
170,00,947
171,09,14
172,02,2
173,01,67
174,08,11
175,10,6
176,05,1
177,03,40
178,09,7
179,00,83
180,00,9
181,00,488
182,10,13
183,00,7
184,01,1
185,00,9
186,11,784
187,00,6
188,00,71
189,00,207
190,11,20
191,02,9
192,11,10
193,11,22
194,12,5
195,00,62
196,12,33
197,00,26
198,01,139
199,00,0
200,09,13
201,03,4
202,00,11
203,01,3
204,10,1
205,12,10
206,00,11
207,11,1
208,00,17
209,00,104
210,00,17
211,00,426
212,12,6
213,00,10
214,11,2
215,00,10
216,00,19
217,00,28
218,09,6
219,00,5
220,00,25
221,11,5
222,08,6
223,01,164
224,11,163
225,00,164
226,00,144
227,00,19
228,03,97
229,00,525
230,00,1043
231,00,840
232,01,255
233,11,394
234,00,1301
235,01,27
236,12,996
237,12,1048
238,11,646
239,12,860
240,10,4
241,01,62
242,00,17
243,03,77
244,01,155
245,01,7
246,00,539
247,00,36
248,00,10
249,01,1504
250,00,9
251,00,7
252,12,9
253,01,3
254,11,49
255,00,1075
256,01,784
257,00,32
258,00,15
259,07,10
260,03,127
261,12,224
262,10,454
263,12,570
