p_id,p_hour,ycount
1,00,0
2,00,0
3,03,1
4,00,87
5,00,0
6,00,0
7,08,42
8,06,1
9,02,1
10,08,4
11,07,1
12,12,12
13,11,192
14,01,3
15,12,1
16,10,1
17,01,7
18,07,1
19,09,2
20,00,1
21,02,1
22,02,1
23,12,1
24,09,67
25,00,33
26,00,1
27,00,0
28,11,4
29,07,2
30,00,0
31,07,1
32,07,1
33,12,21
34,02,5
35,09,6
36,02,12
37,04,12
38,05,2
39,06,2
40,09,11
41,11,79
42,09,39
43,12,426
44,00,0
45,00,56
46,00,0
47,05,1
48,00,669
49,00,13
50,09,129
51,10,3
52,10,15
53,02,1
54,10,3
55,12,2
56,08,3
57,00,0
58,00,0
59,00,0
60,09,2
61,04,8
62,08,3
63,02,1
64,11,1
65,00,31
66,12,12
67,02,1
68,00,398
69,10,2
70,10,4
71,11,3
72,07,3
73,00,0
74,08,72
75,09,135
76,06,6
77,08,5
78,05,2
79,01,1410
80,01,26
81,08,3
82,04,10
83,02,5
84,00,0
85,07,2
86,05,1
87,10,127
88,00,54
89,10,5
90,12,325
91,07,5
92,11,3
93,12,3
94,07,1
95,08,4
96,00,0
97,00,36
98,07,1
99,00,0
100,12,335
101,00,1
102,00,0
103,00,0
104,00,0
105,00,0
106,00,7
107,00,483
108,10,2
109,00,0
110,00,0
111,00,0
112,01,29
113,12,274
114,01,498
115,00,0
116,00,25
117,00,0
118,00,0
119,06,2
120,00,0
121,02,1
122,07,2
123,05,1
124,02,1
125,00,113
126,03,1
127,09,3
128,00,0
129,04,27
130,06,4
131,05,1
132,00,226
133,07,2
134,08,2
135,08,2
136,01,2
137,00,250
138,11,350
139,09,1
140,12,299
141,12,483
142,12,584
143,10,257
144,01,381
145,00,24
146,07,31
147,08,1
148,02,1156
149,06,1
150,11,1
151,12,184
152,08,14
153,06,1
154,00,0
155,06,1
156,00,0
157,01,2
158,01,369
159,08,3
160,00,1
161,11,679
162,12,498
163,12,460
164,00,522
165,08,2
166,11,76
167,00,1
168,04,5
169,00,1
170,12,580
171,11,2
172,00,0
173,03,5
174,03,1
175,09,2
176,00,0
177,05,2
178,06,1
179,01,15
180,00,0
181,00,31
182,09,2
183,02,1
184,11,1
185,09,2
186,12,576
187,00,0
188,08,7
189,01,9
190,09,3
191,12,2
192,00,0
193,09,8
194,00,0
195,10,2
196,08,2
197,07,3
198,01,2
199,00,0
200,00,0
201,12,1
202,02,2
203,07,1
204,00,0
205,08,2
206,00,0
207,12,1
208,05,1
209,00,50
210,12,2
211,00,187
212,00,1
213,08,3
214,00,0
215,07,4
216,08,4
217,00,3
218,10,3
219,12,2
220,08,2
221,00,0
222,09,2
223,08,18
224,10,66
225,02,6
226,08,37
227,02,1
228,00,4
229,11,319
230,00,606
231,00,304
232,02,64
233,12,208
234,12,577
235,05,3
236,12,874
237,12,790
238,10,385
239,12,544
240,08,1
241,12,2
242,07,1
243,07,3
244,00,14
245,00,0
246,11,230
247,12,4
248,04,1
249,01,733
250,01,2
251,00,0
252,04,1
253,00,0
254,08,5
255,00,68
256,00,57
257,01,2
258,09,2
259,03,1
260,03,14
261,12,159
262,11,295
263,12,393
