p_id,p_hour,gcount
1,00,0
2,00,0
3,12,1
4,00,0
5,00,0
6,00,0
7,00,101
8,02,1
9,02,1
10,02,1
11,00,0
12,00,0
13,00,0
14,09,5
15,11,1
16,00,0
17,09,27
18,09,10
19,12,1
20,00,5
21,01,1
22,03,1
23,00,0
24,09,11
25,11,54
26,09,1
27,00,0
28,09,4
29,10,2
30,00,0
31,01,3
32,01,1
33,08,65
34,08,8
35,09,4
36,00,11
37,00,18
38,00,0
39,00,2
40,09,29
41,09,128
42,08,115
43,12,27
44,00,0
45,00,0
46,00,0
47,08,5
48,00,0
49,08,62
50,00,0
51,02,1
52,08,26
53,09,2
54,08,7
55,00,4
56,09,7
57,00,0
58,00,0
59,07,1
60,08,4
61,08,35
62,08,8
63,01,1
64,00,0
65,08,37
66,09,61
67,10,1
68,00,0
69,12,17
70,07,6
71,01,2
72,00,2
73,00,1
74,09,162
75,09,140
76,00,2
77,00,1
78,12,8
79,00,0
80,00,38
81,07,1
82,00,94
83,02,19
84,00,0
85,00,5
86,04,1
87,00,0
88,00,0
89,08,12
90,00,0
91,11,3
92,00,29
93,09,1
94,08,7
95,00,59
96,09,1
97,00,58
98,08,1
99,00,0
100,00,0
101,00,0
102,10,1
103,00,0
104,00,0
105,00,0
106,11,7
107,00,0
108,00,0
109,00,0
110,00,0
111,02,1
112,00,62
113,00,0
114,00,0
115,00,0
116,08,48
117,00,0
118,00,0
119,00,7
120,00,1
121,12,8
122,08,1
123,00,1
124,06,1
125,00,0
126,12,8
127,00,14
128,12,2
129,04,90
130,00,28
131,01,1
132,01,1
133,12,2
134,08,12
135,08,4
136,07,5
137,00,0
138,08,1
139,00,0
140,00,0
141,00,0
142,00,0
143,00,0
144,00,0
145,08,50
146,09,10
147,10,7
148,00,0
149,10,1
150,03,1
151,00,0
152,08,27
153,08,3
154,00,0
155,07,2
156,06,1
157,02,2
158,00,0
159,12,17
160,00,2
161,00,0
162,00,0
163,00,0
164,00,0
165,05,2
166,08,102
167,06,9
168,08,15
169,00,10
170,00,0
171,09,1
172,00,0
173,00,22
174,12,9
175,00,0
176,00,0
177,00,5
178,04,1
179,08,20
180,02,2
181,00,74
182,07,10
183,08,1
184,12,2
185,09,5
186,00,0
187,00,0
188,00,14
189,00,20
190,08,7
191,07,1
192,09,3
193,09,12
194,00,0
195,08,5
196,11,12
197,00,3
198,09,2
199,00,0
200,10,1
201,12,1
202,08,2
203,00,0
204,00,0
205,00,1
206,00,0
207,09,2
208,08,2
209,00,0
210,08,13
211,00,0
212,00,4
213,08,7
214,00,0
215,06,1
216,05,5
217,07,3
218,09,1
219,00,0
220,12,5
221,00,0
222,00,0
223,08,45
224,00,0
225,00,22
226,09,36
227,01,1
228,00,8
229,00,0
230,00,0
231,00,0
232,00,0
233,00,0
234,00,0
235,00,7
236,09,12
237,00,0
238,00,0
239,00,0
240,04,1
241,08,8
242,08,8
243,08,24
244,09,72
245,00,0
246,00,0
247,07,16
248,08,4
249,00,0
250,09,7
251,00,0
252,00,0
253,00,0
254,10,2
255,00,144
256,00,54
257,00,3
258,07,3
259,08,1
260,00,43
261,00,0
262,09,1
263,09,2
