p_id,p_hour,ycount
1,08,1
2,00,0
3,00,0
4,01,136
5,00,0
6,00,0
7,01,100
8,01,1
9,01,1
10,07,5
11,00,0
12,11,21
13,11,213
14,00,2
15,00,0
16,02,1
17,01,45
18,03,1
19,01,1
20,04,1
21,05,2
22,02,1
23,00,0
24,12,61
25,00,56
26,06,2
27,00,0
28,08,2
29,02,1
30,00,0
31,02,1
32,01,1
33,11,37
34,01,2
35,03,3
36,02,44
37,02,74
38,01,1
39,02,1
40,00,17
41,10,97
42,00,40
43,12,405
44,00,0
45,02,69
46,00,0
47,02,1
48,00,1055
49,02,38
50,03,310
51,02,1
52,10,16
53,02,1
54,01,3
55,04,1
56,04,5
57,00,0
58,00,0
59,00,0
60,00,1
61,01,37
62,00,6
63,04,2
64,00,0
65,00,38
66,10,11
67,04,1
68,00,589
69,04,4
70,11,10
71,03,3
72,04,3
73,04,2
74,10,78
75,10,119
76,01,5
77,00,1
78,05,2
79,01,1434
80,01,78
81,00,0
82,04,28
83,02,11
84,00,0
85,00,3
86,00,0
87,00,165
88,12,80
89,01,8
90,00,401
91,00,2
92,01,7
93,01,3
94,01,1
95,01,11
96,00,0
97,00,65
98,03,1
99,00,0
100,00,343
101,00,0
102,01,2
103,00,0
104,00,0
105,00,0
106,03,9
107,00,533
108,00,0
109,00,0
110,00,0
111,01,2
112,00,84
113,00,290
114,00,639
115,00,0
116,01,39
117,00,0
118,00,0
119,01,2
120,04,2
121,01,1
122,00,0
123,00,0
124,00,0
125,01,109
126,02,2
127,04,10
128,00,0
129,04,53
130,00,4
131,04,1
132,12,242
133,01,3
134,00,4
135,09,2
136,01,3
137,11,206
138,12,317
139,00,0
140,11,259
141,12,413
142,12,558
143,11,214
144,00,344
145,01,43
146,11,32
147,04,3
148,02,1069
149,00,0
150,00,0
151,12,174
152,01,26
153,10,2
154,02,1
155,12,1
156,00,0
157,03,3
158,01,765
159,00,3
160,00,2
161,12,627
162,10,498
163,12,486
164,00,698
165,01,2
166,12,89
167,00,3
168,04,9
169,04,2
170,11,537
171,04,1
172,00,0
173,01,5
174,04,2
175,00,0
176,00,0
177,03,3
178,03,2
179,03,35
180,03,1
181,00,85
182,02,2
183,04,1
184,00,0
185,01,2
186,12,599
187,00,0
188,00,13
189,01,37
190,00,10
191,05,1
192,01,1
193,10,19
194,00,1
195,00,2
196,04,6
197,04,2
198,01,11
199,00,0
200,03,1
201,00,0
202,00,3
203,12,1
204,00,0
205,00,0
206,00,0
207,00,0
208,05,2
209,12,44
210,00,0
211,12,186
212,00,1
213,01,1
214,00,0
215,07,1
216,01,2
217,02,9
218,00,0
219,00,1
220,01,1
221,04,1
222,01,1
223,01,33
224,11,115
225,00,16
226,04,48
227,04,3
228,00,11
229,11,310
230,00,834
231,00,394
232,01,119
233,10,252
234,00,669
235,01,2
236,12,459
237,12,454
238,10,329
239,12,467
240,00,0
241,00,1
242,06,2
243,00,17
244,00,46
245,00,0
246,02,310
247,03,9
248,00,0
249,00,859
250,02,1
251,00,0
252,00,1
253,03,1
254,04,1
255,00,179
256,01,128
257,00,5
258,02,3
259,01,2
260,04,32
261,12,217
262,12,251
263,10,331
