p_id,p_hour,sum
1,01,1
2,08,1
3,06,3
4,09,103
5,00,0
6,08,2
7,07,147
8,07,2
9,10,1
10,09,3
11,05,2
12,12,8
13,08,518
14,07,10
15,08,3
16,10,3
17,00,50
18,11,10
19,01,1
20,09,12
21,08,4
22,10,9
23,00,0
24,08,134
25,09,81
26,10,12
27,00,0
28,09,6
29,10,2
30,00,0
31,08,2
32,08,5
33,08,187
34,08,9
35,07,4
36,00,25
37,00,53
38,09,1
39,07,6
40,08,93
41,08,292
42,08,193
43,12,396
44,00,0
45,10,67
46,00,0
47,08,16
48,07,961
49,08,97
50,08,449
51,07,4
52,08,103
53,11,5
54,08,18
55,07,5
56,08,10
57,00,0
58,00,1
59,09,5
60,07,11
61,07,62
62,08,18
63,11,3
64,00,1
65,08,91
66,09,92
67,08,3
68,08,724
69,08,27
70,07,19
71,10,5
72,00,5
73,10,3
74,08,261
75,07,347
76,12,7
77,07,2
78,07,48
79,09,626
80,00,70
81,08,3
82,00,72
83,07,15
84,00,0
85,07,9
86,00,0
87,09,213
88,11,83
89,07,21
90,09,564
91,11,6
92,01,19
93,08,3
94,09,8
95,08,63
96,09,1
97,09,103
98,07,2
99,00,0
100,09,610
101,01,1
102,01,2
103,10,1
104,00,0
105,00,0
106,08,19
107,08,803
108,09,2
109,00,0
110,00,0
111,00,1
112,09,101
113,08,531
114,08,272
115,08,3
116,08,133
117,06,1
118,00,0
119,07,55
120,08,2
121,09,6
122,09,1
123,06,4
124,05,1
125,12,199
126,08,12
127,08,52
128,07,3
129,04,81
130,10,22
131,01,2
132,07,405
133,08,18
134,08,17
135,11,4
136,07,7
137,08,447
138,10,717
139,00,2
140,08,848
141,08,1002
142,08,772
143,08,432
144,10,226
145,08,85
146,09,38
147,08,15
148,00,395
149,08,4
150,10,3
151,08,327
152,07,69
153,08,7
154,08,1
155,08,2
156,01,1
157,08,11
158,08,441
159,08,29
160,07,7
161,12,1176
162,09,903
163,12,767
164,12,657
165,07,7
166,08,289
167,08,34
168,01,18
169,08,25
170,08,1059
171,11,3
172,10,1
173,10,14
174,08,13
175,09,3
176,01,1
177,00,5
178,10,3
179,07,51
180,06,2
181,08,150
182,08,18
183,09,4
184,09,2
185,12,8
186,07,1064
187,00,0
188,07,28
189,08,38
190,08,4
191,00,5
192,08,5
193,08,17
194,08,2
195,09,14
196,12,16
197,07,7
198,00,6
199,00,0
200,11,11
201,00,0
202,08,5
203,10,4
204,00,0
205,01,2
206,07,7
207,06,2
208,07,13
209,08,69
210,08,21
211,12,245
212,08,47
213,08,55
214,00,0
215,07,8
216,00,6
217,02,5
218,10,2
219,04,2
220,08,11
221,12,1
222,07,2
223,07,75
224,07,135
225,07,26
226,07,106
227,08,7
228,07,13
229,08,771
230,00,657
231,08,590
232,08,61
233,08,472
234,12,810
235,07,105
236,08,1422
237,08,1367
238,08,670
239,08,702
240,04,1
241,08,18
242,08,15
243,07,84
244,08,101
245,06,1
246,08,466
247,07,45
248,08,19
249,09,574
250,07,23
251,12,1
252,08,2
253,00,0
254,07,4
255,00,297
256,00,156
257,08,16
258,10,6
259,06,5
260,08,54
261,09,115
262,07,508
263,07,533
