p_id,p_hour,ycount
1,04,1
2,00,0
3,00,0
4,08,79
5,00,0
6,00,0
7,06,49
8,00,1
9,00,0
10,08,2
11,07,1
12,12,10
13,08,448
14,02,1
15,00,0
16,00,0
17,01,12
18,09,1
19,00,0
20,03,1
21,01,1
22,03,1
23,00,0
24,08,87
25,00,21
26,00,0
27,00,0
28,05,3
29,01,1
30,00,0
31,00,0
32,00,0
33,07,55
34,00,1
35,04,2
36,01,10
37,00,21
38,10,1
39,09,1
40,08,35
41,08,110
42,07,34
43,12,338
44,00,0
45,12,44
46,00,0
47,05,1
48,08,747
49,01,12
50,09,247
51,00,1
52,08,50
53,00,0
54,06,6
55,00,1
56,01,1
57,00,0
58,00,0
59,00,0
60,00,0
61,00,13
62,00,4
63,00,1
64,00,0
65,07,39
66,07,18
67,00,0
68,09,527
69,06,2
70,06,4
71,00,0
72,04,1
73,00,0
74,08,89
75,08,139
76,05,1
77,00,0
78,00,0
79,00,807
80,00,36
81,00,0
82,01,9
83,05,6
84,00,0
85,01,1
86,00,0
87,08,211
88,12,105
89,01,5
90,09,438
91,00,1
92,07,1
93,08,2
94,00,0
95,06,9
96,08,1
97,00,25
98,12,1
99,00,0
100,07,571
101,00,1
102,00,1
103,00,0
104,00,0
105,00,0
106,00,6
107,07,594
108,00,0
109,00,0
110,00,0
111,00,0
112,00,23
113,09,501
114,00,363
115,00,0
116,08,35
117,00,0
118,00,0
119,03,1
120,04,1
121,00,1
122,00,0
123,06,4
124,08,1
125,12,198
126,01,1
127,00,2
128,01,1
129,05,19
130,12,5
131,00,0
132,00,393
133,06,2
134,02,2
135,05,1
136,10,1
137,08,338
138,10,604
139,00,0
140,08,619
141,07,655
142,12,637
143,07,258
144,00,271
145,00,33
146,01,21
147,12,1
148,00,519
149,00,0
150,00,0
151,08,208
152,09,32
153,06,1
154,00,0
155,02,1
156,00,0
157,07,3
158,00,373
159,00,2
160,02,1
161,12,1024
162,12,849
163,12,736
164,12,555
165,06,1
166,09,140
167,00,0
168,04,4
169,06,2
170,08,951
171,00,0
172,00,0
173,01,3
174,07,2
175,00,0
176,00,0
177,01,1
178,00,0
179,07,23
180,08,1
181,00,47
182,08,1
183,00,0
184,00,0
185,10,1
186,07,932
187,00,0
188,00,5
189,00,17
190,00,1
191,08,1
192,02,1
193,06,12
194,00,2
195,12,40
196,00,5
197,05,2
198,03,1
199,00,0
200,00,0
201,00,0
202,00,5
203,00,0
204,00,0
205,00,0
206,00,0
207,01,1
208,00,0
209,09,47
210,09,1
211,12,197
212,11,4
213,00,1
214,00,0
215,12,3
216,10,2
217,00,5
218,00,1
219,08,1
220,00,0
221,00,0
222,00,0
223,08,30
224,07,98
225,03,6
226,08,81
227,00,1
228,08,5
229,08,643
230,00,650
231,08,467
232,00,58
233,08,422
234,12,770
235,01,1
236,08,919
237,08,1081
238,11,385
239,12,535
240,00,0
241,00,0
242,01,1
243,00,6
244,07,32
245,00,0
246,08,333
247,07,5
248,00,1
249,00,509
250,00,1
251,00,0
252,00,0
253,00,0
254,01,1
255,00,83
256,00,74
257,02,2
258,06,1
259,00,0
260,06,33
261,12,125
262,07,485
263,07,529
