p_id,p_hour,gcount
1,00,0
2,00,0
3,09,1
4,00,0
5,00,0
6,00,0
7,00,60
8,00,0
9,00,0
10,07,2
11,09,2
12,00,0
13,00,0
14,10,6
15,09,1
16,10,1
17,00,8
18,05,2
19,00,0
20,10,2
21,11,3
22,11,2
23,00,0
24,12,4
25,00,30
26,11,3
27,00,0
28,10,3
29,09,3
30,00,0
31,00,0
32,10,2
33,12,27
34,08,1
35,10,3
36,00,10
37,00,5
38,04,2
39,12,6
40,11,9
41,11,52
42,10,26
43,12,10
44,00,0
45,00,0
46,00,0
47,09,2
48,00,1
49,12,10
50,00,0
51,12,5
52,12,12
53,07,1
54,09,1
55,08,3
56,08,5
57,00,1
58,00,0
59,00,0
60,12,2
61,00,12
62,09,7
63,09,1
64,00,0
65,12,32
66,12,18
67,07,1
68,00,0
69,01,2
70,06,2
71,12,3
72,09,3
73,00,1
74,12,114
75,12,43
76,09,5
77,06,2
78,10,2
79,09,1
80,00,14
81,11,3
82,12,48
83,01,7
84,00,0
85,09,3
86,08,1
87,00,0
88,00,0
89,10,5
90,00,0
91,07,2
92,08,9
93,09,1
94,00,1
95,11,25
96,00,0
97,10,18
98,12,1
99,00,0
100,00,0
101,00,0
102,12,2
103,00,0
104,00,0
105,00,0
106,12,4
107,00,0
108,11,3
109,00,0
110,00,0
111,00,0
112,00,16
113,00,0
114,00,0
115,00,0
116,11,17
117,07,1
118,00,0
119,09,3
120,00,0
121,11,2
122,11,2
123,12,4
124,00,0
125,00,0
126,05,1
127,00,6
128,00,0
129,00,44
130,10,15
131,01,1
132,04,1
133,11,2
134,09,6
135,12,2
136,09,3
137,01,1
138,00,0
139,06,1
140,00,0
141,00,0
142,00,0
143,00,0
144,00,0
145,12,12
146,00,8
147,07,1
148,00,0
149,08,1
150,08,1
151,00,0
152,07,8
153,00,1
154,06,1
155,10,3
156,00,0
157,12,2
158,00,0
159,11,4
160,09,1
161,00,0
162,00,0
163,02,1
164,03,1
165,10,3
166,12,30
167,11,3
168,01,3
169,07,3
170,00,0
171,12,2
172,00,0
173,04,5
174,09,3
175,10,2
176,00,0
177,10,3
178,09,2
179,00,8
180,10,2
181,12,32
182,10,3
183,11,1
184,10,1
185,09,2
186,01,1
187,00,0
188,00,4
189,12,5
190,00,1
191,08,2
192,11,2
193,10,3
194,00,0
195,12,3
196,10,15
197,10,3
198,11,3
199,00,0
200,10,1
201,00,0
202,08,1
203,05,1
204,00,0
205,08,3
206,00,0
207,00,0
208,02,1
209,00,0
210,10,5
211,00,0
212,00,2
213,12,3
214,00,0
215,08,3
216,09,2
217,09,2
218,11,1
219,10,2
220,10,3
221,00,0
222,10,3
223,12,28
224,00,0
225,08,5
226,12,14
227,09,1
228,12,6
229,00,0
230,02,1
231,00,0
232,00,0
233,00,0
234,02,1
235,11,4
236,12,3
237,00,0
238,00,0
239,00,0
240,00,0
241,04,3
242,09,4
243,12,12
244,10,23
245,00,0
246,00,0
247,10,5
248,00,2
249,00,0
250,05,1
251,00,0
252,07,1
253,00,0
254,09,5
255,00,64
256,02,22
257,12,4
258,05,1
259,10,2
260,12,27
261,00,0
262,00,0
263,10,2
