p_id,p_hour,ycount
1,00,0
2,00,0
3,03,1
4,08,82
5,00,0
6,00,0
7,06,51
8,02,1
9,05,1
10,12,8
11,00,0
12,12,15
13,08,405
14,06,2
15,00,0
16,00,2
17,01,13
18,01,1
19,00,0
20,12,1
21,00,0
22,00,1
23,00,0
24,08,109
25,08,37
26,08,2
27,00,0
28,05,4
29,01,1
30,00,0
31,00,0
32,00,0
33,07,67
34,08,3
35,11,1
36,01,12
37,01,29
38,00,0
39,00,1
40,08,39
41,07,93
42,08,49
43,11,407
44,00,0
45,10,50
46,00,0
47,00,0
48,07,763
49,00,27
50,09,270
51,11,1
52,08,44
53,04,1
54,08,3
55,00,0
56,02,2
57,00,0
58,00,0
59,00,0
60,01,1
61,01,12
62,01,4
63,00,0
64,00,0
65,08,41
66,07,21
67,02,1
68,09,576
69,08,2
70,05,9
71,05,3
72,00,1
73,08,1
74,07,112
75,07,184
76,06,2
77,06,1
78,07,1
79,00,761
80,00,41
81,04,1
82,07,10
83,08,8
84,00,0
85,00,2
86,02,1
87,08,208
88,11,90
89,07,4
90,09,430
91,01,1
92,00,1
93,07,3
94,03,1
95,05,9
96,00,0
97,00,32
98,00,0
99,00,0
100,09,500
101,00,0
102,03,1
103,00,0
104,00,0
105,00,0
106,00,9
107,09,586
108,00,0
109,00,0
110,00,0
111,00,0
112,00,33
113,09,462
114,00,345
115,00,0
116,07,34
117,00,0
118,00,0
119,00,1
120,00,0
121,05,1
122,00,0
123,00,1
124,00,1
125,10,169
126,00,2
127,01,3
128,08,1
129,05,21
130,12,3
131,05,1
132,06,362
133,02,4
134,06,2
135,00,1
136,00,1
137,08,336
138,10,726
139,00,0
140,08,659
141,08,755
142,12,719
143,09,304
144,00,294
145,00,32
146,07,18
147,02,1
148,00,467
149,05,1
150,00,0
151,08,266
152,07,20
153,00,0
154,00,0
155,07,1
156,00,0
157,03,2
158,00,464
159,01,1
160,00,2
161,12,1009
162,09,830
163,12,710
164,12,571
165,07,4
166,08,109
167,00,0
168,11,6
169,00,1
170,08,1002
171,09,1
172,00,0
173,00,1
174,01,1
175,00,0
176,00,0
177,00,1
178,00,1
179,09,24
180,06,1
181,00,41
182,06,1
183,00,1
184,00,0
185,01,1
186,07,910
187,00,0
188,00,7
189,00,12
190,01,3
191,00,0
192,01,1
193,07,12
194,08,2
195,00,2
196,00,5
197,00,2
198,03,2
199,00,0
200,00,1
201,03,1
202,12,2
203,00,0
204,00,0
205,00,0
206,02,1
207,00,1
208,03,1
209,09,42
210,00,0
211,12,193
212,01,1
213,04,1
214,00,0
215,06,2
216,11,3
217,00,10
218,00,1
219,10,3
220,00,0
221,00,0
222,00,0
223,07,44
224,07,116
225,00,7
226,06,70
227,04,1
228,08,6
229,08,652
230,00,742
231,09,484
232,08,58
233,08,386
234,12,712
235,04,1
236,08,1165
237,12,1213
238,12,509
239,11,585
240,00,0
241,00,0
242,07,1
243,00,9
244,08,33
245,00,0
246,12,410
247,08,6
248,06,2
249,00,568
250,01,1
251,00,0
252,00,0
253,00,0
254,07,1
255,00,71
256,00,85
257,06,2
258,05,2
259,00,1
260,07,34
261,11,154
262,07,548
263,07,579
