p_id,p_hour,fcount
1,00,9
2,00,0
3,08,75
4,08,243
5,07,7
6,08,18
7,07,251
8,06,3
9,07,30
10,08,125
11,08,60
12,12,6
13,08,256
14,07,175
15,08,34
16,08,68
17,08,210
18,08,122
19,08,27
20,08,67
21,08,110
22,08,113
23,12,36
24,07,72
25,08,137
26,09,205
27,09,1
28,08,97
29,08,72
30,06,2
31,09,15
32,08,70
33,09,144
34,11,25
35,08,219
36,08,133
37,08,220
38,08,33
39,08,310
40,08,89
41,07,216
42,08,277
43,08,130
44,09,6
45,09,72
46,12,5
47,08,103
48,09,473
49,09,226
50,08,252
51,12,78
52,08,49
53,08,47
54,08,32
55,08,83
56,08,117
57,04,4
58,08,11
59,09,9
60,08,65
61,08,449
62,09,158
63,08,107
64,09,25
65,08,135
66,08,105
67,07,81
68,09,363
69,08,159
70,08,97
71,08,149
72,08,215
73,09,39
74,08,231
75,07,212
76,07,346
77,07,95
78,08,110
79,09,463
80,08,174
81,08,101
82,07,138
83,08,68
84,07,9
85,07,90
86,08,35
87,08,164
88,12,44
89,07,238
90,08,258
91,08,187
92,09,102
93,09,8
94,09,45
95,08,183
96,08,10
97,09,156
98,08,33
99,04,2
100,09,202
101,08,33
102,07,80
103,00,0
104,00,0
105,00,0
106,08,40
107,08,405
108,08,67
109,09,21
110,09,1
111,07,3
112,08,312
113,09,218
114,00,174
115,09,22
116,08,135
117,08,38
118,07,20
119,09,129
120,10,12
121,10,65
122,08,40
123,08,145
124,08,41
125,08,111
126,09,60
127,08,83
128,11,9
129,08,241
130,12,162
131,08,50
132,00,621
133,09,85
134,12,63
135,08,70
136,08,76
137,08,343
138,10,399
139,07,43
140,08,402
141,08,421
142,08,322
143,08,420
144,09,164
145,09,185
146,11,59
147,08,76
148,09,234
149,08,110
150,12,62
151,07,199
152,08,73
153,11,14
154,12,4
155,08,111
156,08,46
157,08,102
158,08,256
159,08,125
160,07,85
161,00,441
162,12,230
163,12,243
164,09,250
165,09,154
166,08,150
167,08,135
168,08,153
169,08,148
170,08,391
171,08,73
172,08,16
173,08,70
174,08,118
175,08,35
176,09,7
177,08,157
178,09,78
179,08,108
180,07,38
181,08,294
182,08,85
183,08,26
184,00,5
185,08,77
186,08,187
187,07,20
188,08,239
189,09,92
190,07,20
191,08,88
192,09,54
193,08,48
194,10,2
195,08,56
196,08,62
197,08,149
198,08,179
199,00,0
200,08,59
201,10,8
202,08,22
203,08,45
204,07,7
205,08,127
206,08,90
207,06,1
208,08,87
209,08,53
210,08,132
211,08,160
212,08,67
213,08,137
214,09,20
215,08,96
216,08,187
217,11,58
218,08,61
219,08,63
220,08,100
221,08,54
222,07,60
223,07,174
224,08,213
225,09,247
226,08,175
227,08,81
228,08,95
229,08,347
230,00,314
231,08,351
232,09,241
233,08,286
234,08,314
235,08,156
236,08,454
237,08,319
238,08,427
239,08,429
240,08,23
241,08,111
242,12,98
243,08,172
244,08,221
245,08,27
246,08,399
247,08,113
248,08,77
249,09,302
250,08,61
251,08,23
252,07,43
253,10,1
254,07,129
255,08,248
256,08,184
257,08,69
258,08,115
259,09,85
260,07,116
261,12,84
262,07,456
263,07,380
