p_id,p_hour,fcount
1,11,2
2,00,0
3,07,18
4,08,148
5,07,4
6,12,8
7,09,175
8,12,2
9,12,14
10,07,34
11,07,14
12,11,4
13,08,124
14,09,75
15,08,10
16,09,23
17,11,95
18,09,29
19,08,11
20,08,12
21,09,29
22,11,32
23,10,10
24,08,38
25,09,80
26,12,47
27,11,1
28,09,41
29,08,14
30,00,0
31,07,3
32,08,15
33,10,71
34,00,16
35,07,41
36,00,131
37,00,179
38,09,11
39,07,76
40,08,39
41,10,90
42,08,92
43,08,47
44,00,4
45,10,40
46,03,3
47,08,16
48,09,246
49,09,98
50,08,195
51,10,35
52,09,25
53,11,11
54,07,19
55,01,22
56,08,41
57,09,4
58,07,5
59,08,1
60,08,21
61,08,131
62,09,43
63,08,33
64,09,9
65,09,72
66,09,60
67,07,21
68,08,228
69,08,36
70,08,45
71,07,46
72,09,50
73,08,11
74,09,87
75,09,88
76,07,75
77,08,26
78,09,19
79,08,402
80,00,172
81,10,48
82,09,147
83,09,42
84,09,4
85,11,23
86,09,4
87,08,119
88,00,51
89,08,85
90,09,210
91,07,48
92,12,47
93,09,6
94,08,10
95,09,189
96,00,1
97,09,97
98,01,12
99,03,1
100,12,110
101,08,7
102,09,28
103,00,0
104,00,0
105,00,0
106,00,35
107,08,297
108,08,17
109,10,3
110,00,0
111,08,1
112,00,167
113,09,172
114,00,161
115,07,6
116,08,66
117,12,8
118,11,8
119,07,17
120,02,2
121,12,23
122,08,13
123,09,31
124,08,11
125,00,87
126,12,13
127,07,36
128,00,4
129,10,79
130,09,69
131,09,36
132,00,316
133,07,28
134,09,50
135,08,30
136,11,27
137,08,238
138,11,308
139,09,12
140,08,297
141,08,403
142,08,214
143,08,223
144,09,147
145,09,105
146,09,38
147,08,16
148,00,317
149,09,21
150,00,14
151,08,108
152,07,27
153,10,8
154,10,3
155,08,27
156,07,11
157,10,31
158,00,190
159,08,23
160,07,26
161,12,235
162,12,186
163,11,148
164,00,196
165,11,33
166,09,78
167,08,25
168,09,25
169,08,27
170,08,298
171,07,24
172,02,2
173,08,26
174,08,25
175,10,7
176,00,1
177,00,45
178,09,13
179,07,44
180,08,19
181,09,149
182,08,18
183,08,9
184,00,3
185,08,21
186,09,129
187,10,11
188,08,80
189,09,51
190,12,9
191,08,22
192,09,18
193,09,23
194,11,1
195,12,28
196,09,66
197,08,31
198,08,64
199,00,0
200,08,19
201,00,4
202,09,8
203,01,13
204,12,3
205,07,28
206,07,11
207,00,1
208,00,15
209,08,47
210,09,27
211,09,113
212,07,12
213,08,29
214,08,7
215,07,15
216,08,37
217,09,19
218,08,15
219,07,12
220,08,34
221,12,6
222,08,15
223,08,81
224,09,126
225,08,93
226,08,83
227,08,35
228,08,64
229,09,188
230,00,236
231,08,213
232,08,123
233,08,150
234,09,340
235,08,33
236,08,293
237,09,216
238,08,247
239,08,283
240,00,12
241,08,74
242,08,22
243,08,57
244,08,95
245,09,8
246,08,194
247,10,21
248,08,12
249,09,258
250,07,15
251,11,5
252,10,16
253,10,2
254,07,48
255,00,263
256,00,175
257,08,32
258,08,31
259,08,21
260,09,65
261,12,54
262,08,348
263,08,356
