p_id,p_hour,ycount
1,02,1
2,00,0
3,02,1
4,07,64
5,00,0
6,01,1
7,06,71
8,08,1
9,02,1
10,00,4
11,03,1
12,12,17
13,08,492
14,08,2
15,00,0
16,01,1
17,00,28
18,07,1
19,00,0
20,02,1
21,00,0
22,00,1
23,00,0
24,08,116
25,00,37
26,10,4
27,00,0
28,06,2
29,00,0
30,00,0
31,00,0
32,00,1
33,07,83
34,08,3
35,00,1
36,00,12
37,00,35
38,09,1
39,08,1
40,09,64
41,07,119
42,07,51
43,12,409
44,00,0
45,09,60
46,00,0
47,09,2
48,08,889
49,00,26
50,09,332
51,11,3
52,08,48
53,07,1
54,07,11
55,00,0
56,01,2
57,00,0
58,00,0
59,00,0
60,00,1
61,00,20
62,00,6
63,02,1
64,00,0
65,08,45
66,07,25
67,07,1
68,09,710
69,09,2
70,07,6
71,00,1
72,00,0
73,10,1
74,08,131
75,07,235
76,03,2
77,09,1
78,00,2
79,00,975
80,00,56
81,08,1
82,03,16
83,03,7
84,00,0
85,01,4
86,00,0
87,08,299
88,12,98
89,00,3
90,09,532
91,00,2
92,04,2
93,00,3
94,00,1
95,08,9
96,00,0
97,00,57
98,00,0
99,00,0
100,07,560
101,00,0
102,05,1
103,00,0
104,00,0
105,00,0
106,00,8
107,08,726
108,00,0
109,00,0
110,00,0
111,00,0
112,00,53
113,09,589
114,00,512
115,00,0
116,07,36
117,00,0
118,00,0
119,00,1
120,00,0
121,00,0
122,00,0
123,03,1
124,02,1
125,12,187
126,00,1
127,00,5
128,00,0
129,04,28
130,08,4
131,00,0
132,00,326
133,06,4
134,06,2
135,05,2
136,09,1
137,07,448
138,00,555
139,00,0
140,08,909
141,08,893
142,08,696
143,07,355
144,00,391
145,08,34
146,09,27
147,07,2
148,00,622
149,00,0
150,10,1
151,08,271
152,08,25
153,02,1
154,00,0
155,00,0
156,00,0
157,01,2
158,00,425
159,04,2
160,06,1
161,12,1158
162,11,906
163,12,783
164,12,657
165,02,1
166,08,158
167,07,3
168,01,4
169,02,1
170,08,1151
171,01,1
172,00,0
173,00,2
174,00,0
175,00,0
176,00,0
177,08,4
178,03,1
179,06,46
180,00,0
181,00,67
182,00,0
183,00,0
184,00,0
185,00,0
186,07,974
187,00,0
188,08,8
189,00,17
190,00,2
191,03,1
192,00,1
193,06,19
194,06,4
195,00,4
196,00,7
197,06,2
198,01,3
199,00,0
200,06,1
201,00,0
202,00,2
203,00,0
204,00,0
205,12,1
206,00,0
207,05,2
208,07,1
209,09,50
210,00,0
211,12,247
212,01,1
213,07,1
214,00,0
215,07,2
216,07,3
217,00,6
218,07,1
219,08,2
220,01,1
221,00,0
222,12,1
223,08,48
224,10,112
225,01,10
226,08,103
227,01,1
228,01,7
229,08,720
230,11,803
231,08,542
232,00,56
233,08,481
234,12,786
235,12,3
236,08,1291
237,08,1299
238,07,524
239,12,619
240,00,0
241,00,1
242,06,1
243,01,6
244,09,36
245,00,0
246,08,468
247,06,4
248,00,1
249,00,648
250,04,1
251,00,0
252,00,0
253,00,0
254,00,1
255,00,126
256,00,84
257,09,3
258,06,2
259,02,1
260,06,40
261,12,142
262,07,527
263,07,510
