p_id,p_hour,ycount,gcount,hfcount,fcount,sum
1,00,0,0,0,2,2
1,01,0,0,0,0,0
1,02,0,0,0,0,0
1,03,0,0,0,0,0
1,04,0,0,0,0,0
1,05,0,0,0,4,4
1,06,0,0,0,0,0
1,07,0,0,0,0,0
1,08,0,0,0,0,0
1,09,0,0,0,0,0
1,10,0,0,0,4,4
1,11,0,0,0,5,5
1,12,0,0,0,1,1
2,00,0,0,0,0,0
2,01,0,0,0,0,0
2,02,0,0,0,0,0
2,03,0,0,0,0,0
2,04,0,0,0,0,0
2,05,0,0,0,0,0
2,06,0,0,0,0,0
2,07,0,0,0,1,1
2,08,0,0,0,0,0
2,09,0,0,0,0,0
2,10,0,0,0,0,0
2,11,0,0,0,0,0
2,12,0,0,0,0,0
3,00,0,0,0,4,4
3,01,0,0,0,3,3
3,02,0,0,0,4,4
3,03,0,0,0,0,0
3,04,0,0,0,3,3
3,05,0,0,0,4,4
3,06,0,0,0,10,10
3,07,0,0,0,18,18
3,08,0,0,0,16,16
3,09,0,0,0,13,13
3,10,0,0,0,8,8
3,11,0,0,0,8,8
3,12,0,0,0,10,10
4,00,0,0,0,16,16
4,01,0,0,0,13,13
4,02,0,0,0,4,4
4,03,0,0,0,6,6
4,04,0,0,0,10,10
4,05,0,0,0,24,24
4,06,0,0,0,44,44
4,07,0,0,0,56,56
4,08,0,0,0,81,81
4,09,0,0,0,117,117
4,10,0,0,0,65,65
4,11,0,0,0,46,46
4,12,0,0,0,46,46
5,00,0,0,0,0,0
5,01,0,0,0,0,0
5,02,0,0,0,0,0
5,03,0,0,0,0,0
5,04,0,0,0,0,0
5,05,0,0,0,0,0
5,06,0,0,0,2,2
5,07,0,0,0,1,1
5,08,0,0,0,1,1
5,09,0,0,0,2,2
5,10,0,0,0,1,1
5,11,0,0,0,0,0
5,12,0,0,0,1,1
6,00,0,0,0,0,0
6,01,0,0,0,0,0
6,02,0,0,0,0,0
6,03,0,0,0,0,0
6,04,0,0,0,0,0
6,05,0,0,0,0,0
6,06,0,0,0,1,1
6,07,0,0,0,1,1
6,08,0,0,0,9,9
6,09,0,0,0,1,1
6,10,0,0,0,5,5
6,11,0,0,0,3,3
6,12,0,0,0,3,3
7,00,0,0,0,46,46
7,01,0,0,0,35,35
7,02,0,0,0,20,20
7,03,0,0,0,20,20
7,04,0,0,0,38,38
7,05,0,0,0,54,54
7,06,0,0,0,71,71
7,07,0,0,0,92,92
7,08,0,0,0,93,93
7,09,0,0,0,87,87
7,10,0,0,0,70,70
7,11,0,0,0,61,61
7,12,0,0,0,48,48
8,00,0,0,0,0,0
8,01,0,0,0,0,0
8,02,0,0,0,0,0
8,03,0,0,0,0,0
8,04,0,0,0,0,0
8,05,0,0,0,0,0
8,06,0,0,0,0,0
8,07,0,0,0,1,1
8,08,0,0,0,0,0
8,09,0,0,0,0,0
8,10,0,0,0,0,0
8,11,0,0,0,0,0
8,12,0,0,0,0,0
9,00,0,0,0,5,5
9,01,0,0,0,0,0
9,02,0,0,0,0,0
9,03,0,0,0,1,1
9,04,0,0,0,2,2
9,05,0,0,0,4,4
9,06,0,0,0,4,4
9,07,0,0,0,5,5
9,08,0,0,0,8,8
9,09,0,0,0,5,5
9,10,0,0,0,1,1
9,11,0,0,0,6,6
9,12,0,0,0,5,5
10,00,0,0,0,0,0
10,01,0,0,0,3,3
10,02,0,0,0,3,3
10,03,0,0,0,5,5
10,04,0,0,0,8,8
10,05,0,0,0,3,3
10,06,0,0,0,11,11
10,07,0,0,0,24,24
10,08,0,0,0,24,24
10,09,0,0,0,9,9
10,10,0,0,0,12,12
10,11,0,0,0,11,11
10,12,0,0,0,5,5
11,00,0,0,0,5,5
11,01,0,0,0,3,3
11,02,0,0,0,0,0
11,03,0,0,0,1,1
11,04,0,0,0,2,2
11,05,0,0,0,2,2
11,06,0,0,0,7,7
11,07,0,0,0,10,10
11,08,0,0,0,16,16
11,09,0,0,0,13,13
11,10,0,0,0,4,4
11,11,0,0,0,4,4
11,12,0,0,0,4,4
12,00,0,0,0,0,0
12,01,0,0,0,0,0
12,02,0,0,0,0,0
12,03,0,0,0,0,0
12,04,0,0,0,0,0
12,05,0,0,0,0,0
12,06,0,0,0,0,0
12,07,0,0,0,0,0
12,08,0,0,0,1,1
12,09,0,0,0,1,1
12,10,0,0,0,1,1
12,11,0,0,0,0,0
12,12,0,0,0,3,3
13,00,0,0,0,22,22
13,01,0,0,0,10,10
13,02,0,0,0,8,8
13,03,0,0,0,6,6
13,04,0,0,0,4,4
13,05,0,0,0,19,19
13,06,0,0,0,53,53
13,07,0,0,0,78,78
13,08,0,0,0,76,76
13,09,0,0,0,93,93
13,10,0,0,0,58,58
13,11,0,0,0,54,54
13,12,0,0,0,64,64
14,00,0,0,0,23,23
14,01,0,0,0,16,16
14,02,0,0,0,7,7
14,03,0,0,0,6,6
14,04,0,0,0,7,7
14,05,0,0,0,21,21
14,06,0,0,0,42,42
14,07,0,0,0,71,71
14,08,0,0,0,91,91
14,09,0,0,0,77,77
14,10,0,0,0,46,46
14,11,0,0,0,42,42
14,12,0,0,0,45,45
15,00,0,0,0,0,0
15,01,0,0,0,1,1
15,02,0,0,0,1,1
15,03,0,0,0,1,1
15,04,0,0,0,0,0
15,05,0,0,0,1,1
15,06,0,0,0,4,4
15,07,0,0,0,5,5
15,08,0,0,0,4,4
15,09,0,0,0,8,8
15,10,0,0,0,6,6
15,11,0,0,0,3,3
15,12,0,0,0,4,4
16,00,0,0,0,15,15
16,01,0,0,0,5,5
16,02,0,0,0,3,3
16,03,0,0,0,3,3
16,04,0,0,0,9,9
16,05,0,0,0,4,4
16,06,0,0,0,9,9
16,07,0,0,0,25,25
16,08,0,0,0,20,20
