p_id,p_hour,gcount
1,00,0
2,00,0
3,10,1
4,00,0
5,00,0
6,00,0
7,00,118
8,10,1
9,00,0
10,02,1
11,00,0
12,00,0
13,00,0
14,08,4
15,00,0
16,01,2
17,08,38
18,11,7
19,00,0
20,10,6
21,11,1
22,08,1
23,00,0
24,09,15
25,12,49
26,07,1
27,00,0
28,12,4
29,10,1
30,00,0
31,10,3
32,09,2
33,09,86
34,11,4
35,11,4
36,00,42
37,00,38
38,12,1
39,00,3
40,08,29
41,08,168
42,08,137
43,11,33
44,00,0
45,00,0
46,05,1
47,08,7
48,00,0
49,10,56
50,00,0
51,00,0
52,09,42
53,08,1
54,09,7
55,08,7
56,10,8
57,00,0
58,00,0
59,03,1
60,12,2
61,00,53
62,01,7
63,00,1
64,00,0
65,10,47
66,08,60
67,00,1
68,00,0
69,09,19
70,07,4
71,00,4
72,09,8
73,11,1
74,08,184
75,09,191
76,01,3
77,00,3
78,08,7
79,00,0
80,00,48
81,08,3
82,00,98
83,00,13
84,00,0
85,00,6
86,00,0
87,00,0
88,00,0
89,01,14
90,00,0
91,09,2
92,00,24
93,00,0
94,05,3
95,00,61
96,00,0
97,09,66
98,12,1
99,00,0
100,00,0
101,00,0
102,11,1
103,00,0
104,00,0
105,00,0
106,00,25
107,00,0
108,08,2
109,00,0
110,00,0
111,00,0
112,01,49
113,00,0
114,00,0
115,00,0
116,08,85
117,00,0
118,00,0
119,10,10
120,09,2
121,11,8
122,06,1
123,06,1
124,00,0
125,00,0
126,09,6
127,08,15
128,10,2
129,01,83
130,00,26
131,09,2
132,12,1
133,01,3
134,11,20
135,09,4
136,08,12
137,00,0
138,09,1
139,00,0
140,00,0
141,00,0
142,00,0
143,00,0
144,00,0
145,00,48
146,12,17
147,00,5
148,00,0
149,07,1
150,02,1
151,00,0
152,09,42
153,08,6
154,09,1
155,01,1
156,06,1
157,07,3
158,00,0
159,12,17
160,07,1
161,00,0
162,00,0
163,00,0
164,00,0
165,07,1
166,09,119
167,07,9
168,01,15
169,09,9
170,00,0
171,09,1
172,00,0
173,04,16
174,12,9
175,00,0
176,00,0
177,09,8
178,07,1
179,08,15
180,06,1
181,09,66
182,07,21
183,11,3
184,11,4
185,11,5
186,00,0
187,00,0
188,07,17
189,08,23
190,08,4
191,08,2
192,09,5
193,12,9
194,10,1
195,09,5
196,12,20
197,06,2
198,00,6
199,00,0
200,08,2
201,00,0
202,03,1
203,00,0
204,00,0
205,00,2
206,00,0
207,10,1
208,08,3
209,00,0
210,10,14
211,00,0
212,00,4
213,09,4
214,00,0
215,00,0
216,01,3
217,12,8
218,02,1
219,03,1
220,11,14
221,00,1
222,00,0
223,09,44
224,00,0
225,09,21
226,11,35
227,01,1
228,00,8
229,00,0
230,00,0
231,00,0
232,00,0
233,00,0
234,00,0
235,09,11
236,08,10
237,00,0
238,00,0
239,00,0
240,05,1
241,07,5
242,12,7
243,08,32
244,12,101
245,00,0
246,00,0
247,10,20
248,08,5
249,00,0
250,11,7
251,09,2
252,00,0
253,00,0
254,09,4
255,00,200
256,01,105
257,08,4
258,04,1
259,07,1
260,00,49
261,00,0
262,12,1
263,09,10
