p_id,p_hour,sum
1,10,4
2,00,0
3,10,59
4,01,371
5,02,11
6,00,15
7,00,617
8,00,5
9,02,37
10,11,80
11,10,26
12,12,26
13,12,327
14,00,185
15,00,25
16,01,113
17,00,462
18,00,143
19,11,16
20,01,95
21,00,67
22,11,87
23,00,35
24,12,145
25,00,395
26,12,97
27,02,1
28,10,69
29,01,80
30,00,1
31,12,23
32,11,70
33,00,265
34,11,11
35,12,194
36,01,720
37,00,730
38,11,23
39,11,268
40,00,168
41,00,452
42,00,436
43,12,490
44,01,20
45,01,195
46,00,15
47,00,88
48,00,1600
49,00,444
50,10,383
51,00,122
52,12,89
53,00,41
54,00,30
55,00,73
56,10,113
57,08,9
58,06,8
59,02,6
60,00,60
61,00,891
62,11,136
63,00,97
64,10,18
65,00,271
66,12,164
67,09,40
68,01,1041
69,00,193
70,12,73
71,00,155
72,00,211
73,11,38
74,11,386
75,12,371
76,00,373
77,00,110
78,00,140
79,00,3043
80,01,622
81,00,82
82,00,280
83,00,103
84,03,31
85,11,102
86,00,27
87,00,367
88,00,142
89,11,283
90,00,666
91,00,154
92,00,181
93,12,23
94,00,45
95,01,222
96,11,13
97,01,655
98,10,30
99,03,3
100,00,502
101,11,16
102,00,67
103,00,0
104,00,0
105,00,0
106,00,222
107,00,1024
108,00,35
109,00,28
110,00,0
111,12,7
112,00,543
113,00,654
114,01,1216
115,10,16
116,00,248
117,00,25
118,01,19
119,00,112
120,00,18
121,00,72
122,08,27
123,09,61
124,11,31
125,01,292
126,12,53
127,02,201
128,09,8
129,00,325
130,00,196
131,01,57
132,10,715
133,12,71
134,00,65
135,12,57
136,00,111
137,00,564
138,12,917
139,11,36
140,11,476
141,00,757
142,12,844
143,10,479
144,01,809
145,00,380
146,11,187
147,00,89
148,02,2432
149,11,60
150,00,53
151,12,390
152,00,131
153,00,25
154,12,4
155,12,66
156,00,31
157,09,71
158,01,981
159,00,113
160,00,85
161,12,787
162,12,654
163,12,590
164,00,1013
165,11,88
166,12,360
167,00,118
168,00,156
169,00,164
170,11,782
171,11,59
172,00,13
173,00,91
174,12,90
175,11,25
176,10,8
177,00,190
178,10,37
179,00,151
180,00,66
181,01,1092
182,00,68
183,00,28
184,00,12
185,12,71
186,12,768
187,10,14
188,00,287
189,00,287
190,12,34
191,10,59
192,10,33
193,10,51
194,12,21
195,12,75
196,12,109
197,04,139
198,00,260
199,04,1
200,12,53
201,00,19
202,00,26
203,11,38
204,00,17
205,11,99
206,10,48
207,12,2
208,00,98
209,00,133
210,11,102
211,00,501
212,00,89
213,00,107
214,00,15
215,09,77
216,00,158
217,00,65
218,11,60
219,12,49
220,00,101
221,00,42
222,12,53
223,00,297
224,12,212
225,00,429
226,11,237
227,11,70
228,00,178
229,12,564
230,00,1128
231,00,769
232,00,295
233,11,491
234,00,1252
235,00,167
236,12,1021
237,12,994
238,12,684
239,12,894
240,00,25
241,00,100
242,00,99
243,01,228
244,00,291
245,01,39
246,12,710
247,00,166
248,00,71
249,00,1559
250,01,71
251,01,20
252,00,36
253,00,2
254,00,128
255,00,1145
256,01,815
257,00,65
258,00,135
259,10,79
260,02,184
261,12,272
262,12,484
263,12,666
