p_id,p_hour,sum
1,08,1
2,00,0
3,00,1
4,09,61
5,00,0
6,02,1
7,00,136
8,01,1
9,00,0
10,08,5
11,07,1
12,12,20
13,08,331
14,10,3
15,00,0
16,00,0
17,00,48
18,09,8
19,05,1
20,09,8
21,02,1
22,02,3
23,00,0
24,08,100
25,00,89
26,00,2
27,00,0
28,11,4
29,12,2
30,00,0
31,06,1
32,08,3
33,08,125
34,09,5
35,01,6
36,01,37
37,00,47
38,07,2
39,00,2
40,08,57
41,08,184
42,08,156
43,12,340
44,00,0
45,12,55
46,00,1
47,01,6
48,08,562
49,09,67
50,09,238
51,01,1
52,08,71
53,10,3
54,06,5
55,00,12
56,09,9
57,00,0
58,00,0
59,00,0
60,10,4
61,00,46
62,10,7
63,01,2
64,11,1
65,09,58
66,08,88
67,07,1
68,09,503
69,11,24
70,04,11
71,09,2
72,12,4
73,10,1
74,08,256
75,08,296
76,12,3
77,01,3
78,00,7
79,09,416
80,00,83
81,09,1
82,00,114
83,00,43
84,00,0
85,08,6
86,00,0
87,08,174
88,12,80
89,07,10
90,09,399
91,11,2
92,01,23
93,08,5
94,11,6
95,00,76
96,00,0
97,00,123
98,11,1
99,00,0
100,07,536
101,00,0
102,00,2
103,00,0
104,00,0
105,00,0
106,01,18
107,08,587
108,00,1
109,00,0
110,00,0
111,11,1
112,00,56
113,09,380
114,00,194
115,00,0
116,08,93
117,04,1
118,00,1
119,08,8
120,10,2
121,11,4
122,00,2
123,00,1
124,06,1
125,11,132
126,10,6
127,01,20
128,06,2
129,00,112
130,00,33
131,08,2
132,00,522
133,06,4
134,10,20
135,09,4
136,00,3
137,08,331
138,11,786
139,00,0
140,08,589
141,08,560
142,08,517
143,09,243
144,12,145
145,00,63
146,00,35
147,09,5
148,00,212
149,01,1
150,00,1
151,08,188
152,08,48
153,11,6
154,08,1
155,07,1
156,08,1
157,12,3
158,08,272
159,08,17
160,00,2
161,12,921
162,11,640
163,12,590
164,12,511
165,00,2
166,08,200
167,08,6
168,11,15
169,07,11
170,08,883
171,10,2
172,00,0
173,00,22
174,08,7
175,12,1
176,00,0
177,00,6
178,12,2
179,08,30
180,01,1
181,00,165
182,08,13
183,09,4
184,10,2
185,10,6
186,07,912
187,00,0
188,00,18
189,00,25
190,01,4
191,08,3
192,09,3
193,07,14
194,05,2
195,11,6
196,09,14
197,03,3
198,00,4
199,00,0
200,00,1
201,00,0
202,00,1
203,00,0
204,00,0
205,03,1
206,00,0
207,08,3
208,07,3
209,10,34
210,08,9
211,12,158
212,08,7
213,08,7
214,00,0
215,07,2
216,06,4
217,00,14
218,10,1
219,00,1
220,08,7
221,00,0
222,06,1
223,08,77
224,08,96
225,07,20
226,08,93
227,00,2
228,00,10
229,08,554
230,12,520
231,08,350
232,10,27
233,08,345
234,12,558
235,08,6
236,08,812
237,08,873
238,08,341
239,12,445
240,00,1
241,08,5
242,08,7
243,08,30
244,09,88
245,00,0
246,09,307
247,08,22
248,07,5
249,08,339
250,09,8
251,00,0
252,00,0
253,00,0
254,10,3
255,00,175
256,00,99
257,08,6
258,01,3
259,06,1
260,00,68
261,12,117
262,07,470
263,07,468
