p_id,p_hour,sum
1,06,5
2,07,1
3,09,64
4,08,279
5,09,9
6,08,17
7,12,380
8,08,6
9,12,33
10,08,98
11,09,49
12,12,31
13,08,354
14,08,188
15,12,30
16,08,62
17,09,303
18,08,166
19,09,33
20,08,83
21,08,116
22,08,121
23,11,29
24,08,146
25,12,194
26,10,207
27,00,2
28,08,90
29,10,91
30,01,2
31,07,17
32,08,83
33,08,207
34,12,25
35,08,216
36,00,168
37,12,250
38,11,35
39,08,312
40,08,103
41,09,329
42,08,383
43,12,434
44,09,7
45,12,136
46,01,10
47,08,114
48,08,869
49,09,277
50,09,477
51,08,89
52,09,86
53,12,52
54,08,34
55,08,87
56,08,128
57,10,5
58,08,10
59,08,11
60,08,86
61,09,466
62,09,145
63,08,112
64,12,22
65,12,178
66,08,159
67,08,58
68,08,591
69,08,208
70,08,87
71,08,173
72,08,211
73,08,45
74,08,432
75,08,446
76,08,297
77,09,91
78,08,133
79,08,851
80,08,184
81,08,98
82,12,249
83,10,63
84,07,11
85,09,93
86,08,37
87,08,286
88,12,131
89,10,248
90,09,493
91,08,210
92,12,165
93,11,20
94,08,82
95,12,200
96,08,9
97,09,237
98,08,36
99,11,3
100,12,499
101,07,26
102,08,78
103,00,0
104,00,0
105,00,0
106,10,57
107,08,842
108,08,62
109,09,15
110,00,0
111,11,6
112,09,289
113,09,434
114,12,266
115,08,37
116,08,223
117,09,37
118,12,21
119,08,152
120,09,15
121,08,69
122,09,40
123,08,115
124,08,39
125,12,208
126,09,74
127,08,90
128,09,11
129,12,266
130,12,157
131,09,51
132,00,618
133,09,104
134,12,77
135,11,81
136,08,93
137,08,654
138,10,545
139,08,50
140,08,796
141,08,835
142,12,701
143,08,596
144,12,344
145,09,229
146,10,89
147,08,90
148,09,332
149,09,96
150,12,66
151,09,330
152,09,109
153,08,17
154,06,2
155,12,104
156,08,37
157,07,93
158,08,306
159,08,120
160,08,74
161,12,1272
162,12,976
163,12,679
164,12,691
165,08,125
166,08,301
167,08,143
168,08,172
169,08,147
170,08,988
171,09,66
172,08,12
173,09,79
174,08,130
175,10,28
176,08,9
177,07,135
178,09,68
179,08,127
180,08,48
181,09,271
182,08,99
183,08,35
184,12,13
185,08,94
186,08,649
187,08,26
188,09,256
189,09,115
190,09,29
191,08,91
192,08,57
193,10,59
194,12,4
195,08,61
196,12,94
197,08,130
198,08,186
199,00,1
200,08,57
201,12,11
202,08,17
203,08,55
204,09,7
205,08,109
206,08,78
207,02,1
208,08,112
209,11,72
210,08,139
211,12,262
212,08,91
213,08,163
214,11,18
215,08,112
216,08,175
217,10,72
218,08,68
219,08,64
220,08,116
221,08,51
222,08,61
223,08,219
224,08,294
225,09,286
226,12,240
227,10,73
228,11,125
229,08,711
230,12,758
231,12,588
232,09,280
233,08,584
234,12,833
235,08,180
236,08,1013
237,12,1061
238,08,729
239,08,703
240,08,30
241,08,118
242,11,123
243,08,208
244,08,297
245,08,27
246,09,550
247,00,171
248,08,100
249,08,511
250,10,73
251,08,15
252,10,35
253,10,3
254,09,165
255,00,240
256,09,233
257,09,53
258,08,101
259,08,87
260,11,128
261,12,222
262,08,756
263,08,699
