p_id,ycount,gcount,hfcount,fcount,sum
1,0,0,0,92,92
2,0,0,0,4,4
3,0,1,0,102,103
4,503,0,0,494,997
5,0,0,0,5,5
6,0,0,0,17,17
7,460,719,0,476,1655
8,3,0,0,1,4
9,0,0,0,34,34
10,18,1,0,88,107
11,0,1,0,20,21
12,57,0,0,8,65
13,1944,1,0,551,2496
14,8,15,0,222,245
15,0,0,0,20,20
16,0,0,0,92,92
17,60,266,0,520,846
18,2,34,0,103,139
19,0,1,0,23,24
20,4,24,0,43,71
21,1,0,0,74,75
22,0,2,0,86,88
23,0,0,0,29,29
24,543,65,0,188,796
25,187,334,0,309,830
26,4,6,0,148,158
27,0,0,0,0,0
28,12,13,0,84,109
29,0,6,0,46,52
30,0,0,0,0,0
31,0,3,0,6,9
32,0,2,0,42,44
33,234,458,0,363,1055
34,7,15,0,29,51
35,4,15,0,123,142
36,32,65,0,548,645
37,87,103,0,734,924
38,0,0,0,24,24
39,3,9,0,199,211
40,163,188,0,187,538
41,492,1006,0,422,1920
42,226,790,0,443,1459
43,2190,155,0,184,2529
44,0,0,0,2,2
45,298,0,0,198,496
46,0,0,0,3,3
47,0,27,0,48,75
48,5573,0,0,1319,6892
49,68,379,0,457,904
50,1686,0,0,783,2469
51,2,0,0,92,94
52,167,175,0,126,468
53,1,2,0,30,33
54,16,22,0,76,114
55,1,27,0,56,84
56,4,28,0,254,286
57,0,0,0,18,18
58,0,1,0,2,3
59,0,0,0,1,1
60,0,14,0,19,33
61,69,354,0,786,1209
62,9,60,0,169,238
63,2,1,0,55,58
64,0,0,0,24,24
65,272,282,0,352,906
66,76,406,0,185,667
67,0,1,0,77,78
68,4185,0,0,1265,5450
69,3,80,0,83,166
70,22,31,0,246,299
71,1,15,0,141,157
72,1,5,0,138,144
73,0,1,0,53,54
74,447,1050,0,303,1800
75,1001,979,0,404,2384
76,1,25,0,155,181
77,1,6,0,63,70
78,1,30,0,51,82
79,4449,0,0,1797,6246
80,116,246,0,620,982
81,0,5,0,363,368
82,69,549,0,217,835
83,29,84,0,84,197
84,0,0,0,5,5
85,8,20,0,83,111
86,0,1,0,6,7
87,1494,0,0,622,2116
88,596,0,0,233,829
89,22,44,0,329,395
90,3091,0,0,932,4023
91,3,9,0,152,164
92,2,157,0,170,329
93,13,6,0,26,45
94,0,13,0,36,49
95,36,356,0,270,662
96,0,0,0,3,3
97,163,463,0,362,988
98,0,2,0,24,26
99,0,0,0,0,0
100,3232,0,0,558,3790
101,0,0,0,9,9
102,2,4,0,159,165
103,0,0,0,0,0
104,0,0,0,0,0
105,0,0,0,0,0
106,25,41,0,144,210
107,4319,0,0,1252,5571
108,0,1,0,34,35
109,0,0,0,3,3
110,0,0,0,0,0
111,0,2,0,0,2
112,95,312,0,624,1031
113,2780,0,0,870,3650
114,1939,0,0,644,2583
115,0,0,0,10,10
116,189,420,0,270,879
117,0,0,0,6,6
118,0,0,0,19,19
119,0,26,0,53,79
120,1,3,0,5,9
121,3,23,0,99,125
122,19,1,0,12,32
123,1,5,0,143,149
124,0,2,0,32,34
125,1064,0,0,399,1463
126,0,20,0,24,44
127,11,85,0,269,365
128,0,4,0,9,13
129,130,535,0,448,1113
130,15,170,0,99,284
131,2,2,0,39,43
132,2352,3,0,924,3279
133,16,8,0,96,120
134,10,141,0,88,239
135,7,12,0,103,122
136,0,23,0,147,170
137,2144,0,0,667,2811
138,3556,3,0,906,4465
139,0,0,0,21,21
140,3645,0,0,1017,4662
141,4189,0,0,1313,5502
142,3999,0,0,1093,5092
143,1868,0,0,944,2812
144,1595,0,0,784,2379
145,155,349,0,350,854
146,164,89,0,136,389
147,1,13,0,24,38
148,1989,0,0,932,2921
149,2,3,0,95,100
150,0,1,0,37,38
151,1519,0,0,445,1964
152,150,211,0,107,468
153,0,14,0,29,43
154,0,0,0,2,2
155,1,4,0,68,73
156,0,4,0,32,36
157,6,6,0,127,139
158,2174,0,0,960,3134
159,7,104,0,56,167
160,3,1,0,87,91
161,5667,0,0,1279,6946
162,5346,0,0,870,6216
163,3994,0,0,1054,5048
164,3828,0,0,1042,4870
165,2,4,0,159,165
166,825,828,0,370,2023
167,6,36,0,70,112
168,24,82,0,94,200
169,2,31,0,55,88
170,5691,0,0,1253,6944
171,1,1,0,78,80
172,0,0,0,7,7
173,2,75,0,218,295
174,2,37,0,74,113
175,0,2,0,26,28
176,0,0,0,2,2
177,2,30,0,225,257
178,4,0,0,42,46
179,144,99,0,161,404
180,0,3,0,40,43
181,202,525,0,880,1607
182,2,58,0,39,99
183,0,5,0,22,27
184,0,6,0,2,8
185,1,22,0,68,91
186,5752,0,0,850,6602
187,0,0,0,22,22
188,33,107,0,269,409
189,57,122,0,269,448
190,5,12,0,14,31
191,1,1,0,54,56
192,1,14,0,57,72
193,61,35,0,36,132
194,4,1,0,1,6
195,8,22,0,95,125
196,23,80,0,100,203
197,1,19,0,98,118
198,7,9,0,406,422
199,0,0,0,0,0
200,0,4,0,74,78
201,0,0,0,0,0
202,10,7,0,26,43
203,0,0,0,27,27
204,0,0,0,1,1
205,0,1,0,67,68
206,0,1,0,94,95
207,3,0,0,1,4
208,0,9,0,32,41
209,279,0,0,215,494
210,0,84,0,73,157
211,1194,0,0,754,1948
212,0,22,0,28,50
213,0,11,0,58,69
214,0,0,0,14,14
215,4,4,0,46,54
216,11,11,0,101,123
217,11,25,0,52,88
218,0,2,0,37,39
219,5,0,0,27,32
220,4,15,0,131,150
221,0,0,0,23,23
222,0,1,0,35,36
223,144,340,0,250,734
224,716,0,0,446,1162
225,22,124,0,560,706
226,372,239,0,348,959
227,2,4,0,85,91
228,29,51,0,211,291
229,3469,0,0,912,4381
230,4811,0,0,1307,6118
231,3383,0,0,1505,4888
232,293,0,0,359,652
233,2317,0,0,657,2974
234,5007,0,0,1417,6424
235,7,24,0,89,120
236,6746,78,0,1534,8358
237,6615,0,0,1353,7968
238,3274,0,0,1153,4427
239,3622,0,0,1305,4927
240,0,0,0,15,15
241,3,19,0,427,449
242,1,41,0,81,123
243,31,162,0,416,609
244,163,467,0,530,1160
245,0,0,0,24,24
246,2568,0,0,992,3560
247,23,122,0,74,219
248,2,22,0,24,48
249,3341,0,0,1097,4438
250,1,15,0,32,48
251,0,0,0,11,11
252,1,1,0,34,36
253,0,0,0,1,1
254,0,5,0,179,184
255,267,685,0,835,1787
256,283,496,0,699,1478
257,4,19,0,172,195
258,3,6,0,78,87
259,1,2,0,94,97
260,240,302,0,210,752
261,758,0,0,247,1005
262,2452,1,0,1181,3634
263,2816,26,0,1103,3945
