p_id,p_hour,sum
1,11,11
2,12,1
3,08,60
4,09,295
5,08,9
6,08,11
7,07,301
8,08,6
9,11,29
10,08,98
11,08,41
12,12,11
13,08,475
14,08,164
15,07,21
16,08,60
17,09,239
18,08,132
19,08,24
20,08,79
21,08,99
22,08,108
23,12,30
24,07,152
25,08,183
26,09,200
27,02,1
28,08,67
29,09,53
30,02,1
31,10,12
32,08,61
33,08,244
34,12,19
35,07,177
36,00,155
37,08,216
38,07,26
39,08,274
40,08,136
41,07,356
42,08,364
43,12,362
44,10,6
45,09,108
46,00,3
47,08,106
48,07,902
49,09,269
50,08,417
51,08,70
52,08,106
53,08,32
54,08,51
55,09,66
56,08,114
57,09,7
58,08,14
59,09,8
60,08,78
61,08,448
62,08,124
63,08,110
64,09,17
65,12,155
66,08,173
67,08,64
68,08,660
69,08,176
70,08,85
71,08,137
72,08,188
73,08,37
74,08,430
75,08,465
76,08,272
77,08,88
78,08,107
79,08,824
80,00,279
81,08,91
82,10,142
83,08,55
84,10,7
85,07,91
86,09,30
87,08,268
88,12,91
89,08,221
90,08,523
91,08,160
92,11,101
93,00,11
94,09,36
95,08,164
96,10,8
97,08,222
98,09,32
99,09,1
100,06,587
101,09,31
102,08,78
103,00,0
104,00,0
105,00,0
106,11,45
107,08,886
108,08,49
109,08,10
110,00,0
111,08,7
112,08,301
113,08,480
114,08,248
115,08,22
116,08,198
117,08,22
118,12,21
119,08,115
120,07,19
121,09,62
122,07,38
123,08,80
124,08,43
125,12,172
126,08,60
127,00,84
128,08,10
129,08,216
130,08,128
131,09,45
132,00,1173
133,08,77
134,07,55
135,07,76
136,08,71
137,08,644
138,09,1180
139,08,39
140,08,845
141,08,949
142,08,733
143,08,687
144,12,210
145,08,173
146,10,62
147,08,69
148,00,325
149,08,80
150,12,50
151,08,376
152,08,109
153,09,17
154,08,3
155,08,115
156,08,40
157,08,93
158,08,377
159,08,108
160,08,81
161,12,872
162,12,672
163,11,539
164,09,433
165,08,134
166,08,313
167,08,114
168,08,146
169,08,139
170,08,936
171,08,51
172,08,9
173,08,68
174,08,88
175,08,27
176,11,8
177,07,142
178,08,50
179,08,135
180,08,38
181,08,313
182,08,88
183,08,26
184,00,7
185,08,64
186,08,838
187,07,19
188,08,219
189,08,105
190,12,16
191,07,81
192,10,35
193,08,47
194,08,2
195,08,49
196,09,59
197,08,136
198,08,168
199,00,0
200,08,68
201,08,9
202,09,24
203,08,46
204,10,7
205,08,98
206,07,60
207,09,1
208,07,78
209,08,84
210,08,125
211,08,220
212,08,73
213,07,124
214,08,16
215,07,86
216,08,165
217,10,50
218,08,57
219,07,43
220,08,95
221,08,35
222,08,64
223,08,179
224,08,280
225,07,263
226,08,198
227,08,75
228,08,82
229,08,699
230,12,535
231,08,607
232,08,270
233,08,552
234,12,628
235,08,153
236,08,1331
237,08,1068
238,08,924
239,08,846
240,08,20
241,08,132
242,10,94
243,07,271
244,08,294
245,08,29
246,08,601
247,08,91
248,08,90
249,08,594
250,07,60
251,06,14
252,08,40
253,09,2
254,08,132
255,08,244
256,08,190
257,07,55
258,08,105
259,08,92
260,07,112
261,12,157
262,08,802
263,08,746
