p_id,p_hour,gcount
1,00,0
2,00,0
3,10,1
4,00,0
5,00,0
6,00,0
7,08,85
8,09,1
9,00,0
10,07,1
11,10,1
12,00,0
13,00,0
14,12,3
15,00,0
16,00,0
17,09,36
18,09,6
19,00,0
20,10,6
21,03,1
22,07,1
23,00,0
24,08,18
25,11,52
26,11,1
27,00,0
28,09,4
29,00,1
30,00,0
31,08,1
32,06,1
33,08,79
34,07,5
35,09,5
36,01,13
37,01,22
38,00,0
39,07,3
40,10,34
41,08,155
42,08,126
43,10,20
44,00,0
45,00,0
46,00,0
47,08,6
48,00,0
49,08,63
50,00,0
51,00,0
52,09,46
53,11,1
54,09,6
55,11,6
56,08,10
57,00,0
58,00,0
59,00,0
60,08,3
61,08,40
62,08,12
63,00,0
64,00,0
65,11,53
66,08,74
67,00,1
68,00,0
69,08,15
70,10,4
71,09,2
72,01,2
73,12,1
74,10,117
75,09,120
76,00,3
77,00,2
78,09,11
79,00,0
80,00,30
81,07,1
82,01,64
83,12,15
84,00,0
85,10,5
86,00,0
87,00,0
88,00,0
89,00,11
90,00,0
91,07,4
92,00,22
93,08,2
94,08,5
95,00,53
96,08,1
97,00,79
98,00,0
99,00,0
100,00,0
101,00,0
102,00,0
103,00,0
104,00,0
105,00,0
106,10,8
107,00,0
108,00,0
109,00,0
110,00,0
111,00,0
112,08,36
113,00,0
114,00,0
115,00,0
116,08,82
117,00,0
118,00,0
119,07,6
120,02,1
121,10,3
122,00,0
123,00,1
124,05,1
125,00,0
126,10,3
127,08,13
128,08,1
129,04,62
130,00,30
131,09,1
132,09,2
133,11,3
134,00,22
135,07,3
136,09,7
137,00,0
138,03,1
139,12,1
140,00,0
141,00,0
142,00,0
143,00,0
144,00,0
145,11,52
146,11,19
147,08,8
148,00,0
149,10,1
150,07,1
151,00,0
152,10,33
153,08,5
154,00,0
155,00,1
156,07,2
157,00,2
158,00,0
159,08,17
160,11,1
161,00,0
162,00,0
163,00,0
164,00,0
165,09,2
166,09,105
167,08,8
168,10,17
169,07,8
170,00,0
171,00,0
172,00,0
173,00,8
174,08,5
175,09,1
176,00,0
177,07,8
178,07,1
179,08,19
180,12,2
181,08,86
182,08,21
183,10,3
184,08,3
185,09,4
186,00,0
187,00,0
188,07,22
189,00,27
190,12,4
191,12,2
192,12,6
193,10,15
194,11,1
195,10,5
196,12,20
197,08,4
198,11,2
199,00,0
200,08,1
201,04,1
202,08,2
203,00,0
204,00,0
205,02,1
206,00,0
207,00,0
208,09,1
209,00,0
210,08,17
211,00,0
212,07,6
213,11,5
214,00,0
215,08,3
216,05,3
217,12,8
218,06,1
219,08,1
220,08,6
221,00,0
222,05,1
223,10,43
224,00,0
225,11,21
226,09,40
227,02,1
228,07,7
229,00,0
230,00,0
231,00,0
232,00,0
233,00,0
234,00,0
235,07,8
236,08,19
237,00,0
238,00,0
239,00,0
240,07,1
241,08,6
242,08,8
243,08,37
244,08,62
245,00,0
246,00,0
247,11,19
248,08,5
249,00,0
250,12,5
251,00,0
252,08,2
253,07,1
254,09,2
255,00,144
256,00,56
257,07,4
258,00,2
259,00,1
260,00,38
261,00,0
262,01,1
263,08,5
