p_id,p_hour,ycount,gcount,hfcount,fcount,sum
1,00,0,0,0,8,8
1,01,0,0,0,2,2
1,02,0,0,0,1,1
1,03,0,0,0,0,0
1,04,0,0,0,3,3
1,05,0,0,0,5,5
1,06,0,0,0,2,2
1,07,0,0,0,0,0
1,08,0,0,0,0,0
1,09,0,0,0,1,1
1,10,0,0,0,1,1
1,11,0,0,0,2,2
1,12,0,0,0,6,6
2,00,0,0,0,0,0
2,01,0,0,0,0,0
2,02,0,0,0,0,0
2,03,0,0,0,0,0
2,04,0,0,0,0,0
2,05,0,0,0,0,0
2,06,0,0,0,0,0
2,07,0,0,0,0,0
2,08,0,0,0,0,0
2,09,0,0,0,0,0
2,10,0,0,0,0,0
2,11,0,0,0,0,0
2,12,0,0,0,1,1
3,00,0,0,0,48,48
3,01,0,0,0,24,24
3,02,0,0,0,25,25
3,03,0,0,0,13,13
3,04,0,0,0,27,27
3,05,0,1,0,33,34
3,06,0,0,0,19,19
3,07,0,0,0,33,33
3,08,0,0,0,52,52
3,09,0,2,0,45,47
3,10,0,2,0,49,51
3,11,0,1,0,67,68
3,12,0,1,0,46,47
4,00,84,0,0,230,314
4,01,99,0,0,178,277
4,02,79,0,0,113,192
4,03,63,0,0,81,144
4,04,27,0,0,73,100
4,05,24,0,0,45,69
4,06,12,0,0,64,76
4,07,19,0,0,73,92
4,08,30,0,0,101,131
4,09,27,0,0,132,159
4,10,23,0,0,129,152
4,11,37,0,0,173,210
4,12,33,0,0,184,217
5,00,0,0,0,6,6
5,01,0,0,0,12,12
5,02,0,0,0,5,5
5,03,0,0,0,1,1
5,04,0,0,0,4,4
5,05,0,0,0,4,4
5,06,0,0,0,1,1
5,07,0,0,0,2,2
5,08,0,0,0,7,7
5,09,0,0,0,4,4
5,10,0,0,0,9,9
5,11,0,0,0,8,8
5,12,0,0,0,6,6
6,00,0,0,0,12,12
6,01,0,0,0,2,2
6,02,0,0,0,4,4
6,03,0,0,0,2,2
6,04,0,0,0,4,4
6,05,0,0,0,5,5
6,06,0,0,0,7,7
6,07,0,0,0,10,10
6,08,0,0,0,14,14
6,09,0,0,0,11,11
6,10,0,0,0,13,13
6,11,0,0,0,16,16
6,12,0,0,0,10,10
7,00,38,82,0,455,575
7,01,40,57,0,345,442
7,02,36,53,0,262,351
7,03,37,32,0,239,308
7,04,45,28,0,225,298
7,05,17,11,0,138,166
7,06,18,17,0,156,191
7,07,25,14,0,206,245
7,08,36,34,0,294,364
7,09,55,54,0,340,449
7,10,40,47,0,321,408
7,11,34,65,0,360,459
7,12,13,74,0,388,475
8,00,1,0,0,5,6
