p_id,p_hour,sum
1,00,8
2,01,1
3,07,50
4,08,265
5,08,7
6,09,11
7,08,353
8,07,4
9,08,25
10,07,104
11,08,46
12,12,16
13,08,552
14,08,172
15,07,22
16,08,51
17,08,236
18,08,119
19,07,23
20,08,62
21,08,106
22,08,131
23,08,33
24,08,155
25,08,174
26,09,211
27,03,1
28,08,77
29,09,68
30,11,1
31,08,13
32,08,63
33,08,252
34,01,19
35,08,190
36,00,137
37,08,215
38,09,24
39,08,297
40,08,119
41,08,397
42,08,405
43,12,449
44,10,7
45,10,95
46,08,3
47,08,115
48,08,1096
49,09,235
50,08,500
51,08,75
52,09,97
53,07,38
54,08,42
55,08,69
56,08,135
57,12,6
58,08,10
59,08,10
60,08,67
61,08,438
62,08,138
63,08,112
64,07,24
65,09,163
66,08,163
67,08,67
68,08,744
69,08,136
70,08,94
71,08,140
72,08,213
73,08,37
74,08,450
75,08,515
76,08,288
77,08,89
78,08,110
79,09,822
80,08,159
81,08,106
82,10,159
83,08,72
84,12,8
85,08,79
86,07,26
87,08,318
88,11,108
89,08,249
90,08,573
91,08,184
92,10,118
93,11,14
94,08,45
95,08,195
96,10,8
97,08,222
98,08,31
99,00,1
100,08,709
101,08,33
102,08,69
103,00,0
104,00,0
105,00,0
106,08,43
107,08,876
108,08,51
109,09,17
110,00,0
111,08,7
112,09,283
113,09,500
114,00,265
115,08,24
116,07,186
117,08,28
118,08,20
119,08,126
120,08,17
121,08,66
122,08,44
123,08,153
124,08,43
125,08,233
126,08,60
127,08,91
128,07,6
129,07,250
130,08,135
131,07,44
132,00,1212
133,08,80
134,08,65
135,09,75
136,08,85
137,08,624
138,09,1163
139,08,51
140,08,948
141,08,1068
142,08,823
143,08,700
144,09,249
145,08,189
146,08,79
147,08,67
148,00,347
149,08,97
150,12,62
151,07,379
152,08,108
153,08,15
154,08,5
155,08,111
156,08,36
157,08,97
158,08,487
159,08,113
160,07,78
161,12,1108
162,08,906
163,12,623
164,09,687
165,08,167
166,08,339
167,07,121
168,08,150
169,08,137
170,08,1151
171,09,54
172,07,10
173,08,67
174,08,106
175,08,31
176,07,9
177,07,147
178,08,75
179,08,131
180,07,50
181,08,361
182,08,83
183,08,41
184,09,5
185,08,69
186,09,998
187,08,22
188,08,218
189,09,105
190,07,17
191,08,82
192,09,40
193,08,62
194,10,4
195,08,56
196,12,72
197,08,127
198,08,157
199,00,0
200,08,69
201,07,7
202,09,25
203,07,47
204,11,5
205,08,115
206,08,57
207,07,1
208,08,86
209,08,89
210,08,133
211,08,252
212,08,78
213,08,149
214,09,17
215,07,88
216,08,168
217,10,80
218,08,56
219,08,53
220,08,96
221,08,35
222,08,68
223,08,205
224,07,250
225,09,264
226,08,228
227,08,85
228,00,101
229,08,770
230,08,966
231,08,708
232,08,261
233,08,694
234,12,722
235,08,139
236,08,1436
237,08,1238
238,08,940
239,08,841
240,08,33
241,08,117
242,12,94
243,08,178
244,08,276
245,08,25
246,12,1116
247,08,105
248,08,83
249,08,594
250,07,57
251,08,19
252,08,52
253,08,1
254,08,120
255,09,243
256,09,191
257,08,66
258,08,106
259,08,78
260,07,118
261,12,164
262,07,821
263,08,772
