p_id,p_hour,sum
1,05,1
2,00,1
3,07,9
4,08,127
5,00,0
6,00,0
7,08,182
8,09,2
9,00,1
10,06,10
11,05,2
12,12,10
13,08,475
14,07,24
15,09,2
16,12,8
17,10,70
18,08,20
19,08,4
20,08,30
21,07,6
22,07,9
23,06,2
24,08,139
25,00,93
26,12,7
27,06,1
28,07,8
29,12,8
30,00,0
31,07,4
32,08,11
33,09,156
34,09,6
35,07,7
36,00,78
37,00,132
38,02,2
39,08,11
40,08,102
41,08,331
42,08,273
43,12,387
44,00,0
45,10,71
46,01,1
47,07,27
48,07,914
49,09,104
50,09,392
51,07,13
52,09,91
53,04,3
54,08,18
55,11,9
56,07,43
57,07,4
58,07,3
59,07,2
60,07,8
61,08,91
62,08,24
63,08,9
64,00,2
65,09,106
66,08,99
67,08,5
68,00,685
69,00,26
70,08,20
71,12,7
72,08,10
73,08,6
74,08,310
75,07,366
76,07,10
77,02,5
78,07,31
79,00,1178
80,00,158
81,08,16
82,00,96
83,04,19
84,00,0
85,08,11
86,00,1
87,08,261
88,12,107
89,07,30
90,09,598
91,07,8
92,00,32
93,10,5
94,08,9
95,00,75
96,02,1
97,00,122
98,12,3
99,00,0
100,07,524
101,10,4
102,07,18
103,00,0
104,00,0
105,00,0
106,12,22
107,07,706
108,09,3
109,00,0
110,00,0
111,08,1
112,00,185
113,09,559
114,00,556
115,00,0
116,08,130
117,03,1
118,04,1
119,08,58
120,03,1
121,10,9
122,00,2
123,09,12
124,08,3
125,12,205
126,08,13
127,08,36
128,02,4
129,04,140
130,00,35
131,08,3
132,00,734
133,08,18
134,00,26
135,01,7
136,11,15
137,07,444
138,00,909
139,11,2
140,08,761
141,08,857
142,09,674
143,08,372
144,00,396
145,08,94
146,09,38
147,08,18
148,00,771
149,07,5
150,08,5
151,07,286
152,09,63
153,08,8
154,00,0
155,08,6
156,10,1
157,07,14
158,00,416
159,08,35
160,09,21
161,12,1137
162,12,951
163,12,753
164,00,702
165,08,18
166,12,279
167,08,23
168,01,32
169,07,34
170,08,1125
171,12,7
172,00,0
173,08,44
174,09,18
175,09,4
176,00,0
177,07,15
178,09,9
179,08,64
180,07,6
181,08,195
182,08,25
183,07,7
184,08,3
185,08,13
186,09,1014
187,00,0
188,08,40
189,08,53
190,11,10
191,08,8
192,12,13
193,08,21
194,12,4
195,12,15
196,07,25
197,07,11
198,08,49
199,00,0
200,08,8
201,05,1
202,10,5
203,07,2
204,00,0
205,07,7
206,00,0
207,00,0
208,08,10
209,10,63
210,08,25
211,12,240
212,08,47
213,08,55
214,07,1
215,07,6
216,07,9
217,00,15
218,11,4
219,12,4
220,08,20
221,05,1
222,07,4
223,08,103
224,10,140
225,07,62
226,08,131
227,10,6
228,08,22
229,08,678
230,00,1064
231,09,546
232,00,87
233,08,533
234,12,904
235,07,109
236,08,1079
237,12,1072
238,08,504
239,12,663
240,01,1
241,08,11
242,08,16
243,08,63
244,08,124
245,00,1
246,09,424
247,00,44
248,09,16
249,00,789
250,08,20
251,08,1
252,09,4
253,08,6
254,07,15
255,00,767
256,00,255
257,09,16
258,06,8
259,08,14
260,07,70
261,12,154
262,07,561
263,07,689
