p_id,p_hour,ycount
1,00,0
2,00,0
3,00,0
4,10,13
5,00,0
6,00,0
7,12,22
8,10,1
9,00,0
10,00,0
11,08,1
12,12,2
13,10,42
14,06,1
15,00,0
16,00,0
17,11,2
18,09,4
19,10,1
20,00,0
21,08,1
22,08,2
23,00,0
24,12,20
25,07,3
26,05,1
27,00,0
28,09,2
29,08,1
30,00,0
31,08,1
32,00,0
33,10,13
34,12,1
35,09,1
36,00,0
37,00,0
38,00,0
39,00,0
40,08,5
41,09,23
42,09,19
43,12,198
44,00,0
45,09,10
46,00,0
47,04,1
48,12,190
49,10,1
50,11,53
51,08,1
52,10,7
53,00,0
54,10,2
55,09,1
56,10,1
57,00,0
58,00,0
59,00,0
60,00,0
61,00,1
62,00,0
63,08,1
64,00,0
65,09,8
66,10,3
67,10,1
68,12,127
69,09,3
70,09,1
71,00,0
72,09,1
73,00,0
74,09,39
75,12,48
76,09,1
77,09,1
78,08,2
79,12,159
80,11,1
81,00,0
82,08,10
83,08,5
84,00,0
85,00,0
86,00,0
87,12,31
88,09,12
89,09,3
90,11,133
91,09,1
92,01,1
93,00,1
94,00,0
95,10,5
96,12,2
97,08,4
98,00,0
99,00,0
100,12,84
101,00,0
102,06,1
103,00,0
104,00,0
105,00,0
106,12,2
107,11,174
108,00,0
109,00,0
110,00,0
111,00,0
112,12,3
113,12,99
114,12,39
115,00,0
116,09,12
117,00,0
118,00,0
119,12,2
120,00,0
121,09,1
122,00,1
123,08,2
124,00,0
125,12,31
126,09,1
127,08,6
128,08,1
129,08,11
130,10,2
131,12,1
132,12,9
133,08,6
134,10,2
135,10,2
136,07,1
137,11,82
138,10,4
139,00,0
140,12,172
141,12,202
142,12,161
143,12,79
144,12,41
145,09,6
146,08,9
147,08,1
148,12,39
149,07,1
150,00,0
151,12,50
152,10,6
153,07,1
154,00,0
155,00,0
156,12,1
157,00,0
158,12,38
159,08,3
160,00,0
161,12,186
162,12,158
163,12,144
164,12,110
165,08,2
166,12,23
167,08,1
168,07,2
169,09,6
170,12,178
171,00,0
172,00,0
173,00,2
174,09,3
175,00,0
176,00,0
177,08,1
178,08,2
179,10,7
180,10,1
181,09,5
182,09,2
183,00,0
184,00,0
185,09,1
186,12,119
187,00,0
188,08,2
189,06,1
190,07,1
191,00,0
192,09,2
193,11,6
194,00,0
195,09,1
196,11,4
197,10,2
198,00,0
199,00,0
200,10,2
201,00,0
202,00,0
203,00,0
204,00,0
205,08,1
206,00,0
207,00,0
208,09,1
209,12,9
210,00,0
211,11,33
212,08,3
213,11,1
214,00,0
215,00,0
216,11,1
217,04,1
218,00,0
219,00,0
220,00,0
221,00,0
222,00,0
223,10,13
224,11,18
225,00,0
226,09,24
227,00,0
228,08,2
229,12,141
230,12,200
231,12,94
232,09,9
233,12,87
234,12,133
235,00,0
236,12,366
237,12,330
238,12,144
239,12,200
240,00,0
241,00,0
242,09,4
243,08,3
244,08,16
245,00,0
246,12,50
247,09,4
248,00,0
249,12,101
250,04,1
251,00,0
252,00,0
253,00,0
254,09,2
255,08,2
256,08,3
257,08,1
258,11,1
259,09,1
260,09,13
261,11,20
262,12,141
263,12,161
