p_id,p_hour,sum
1,00,0
2,00,0
3,01,5
4,09,61
5,00,0
6,00,0
7,00,148
8,10,2
9,08,1
10,07,5
11,00,0
12,10,8
13,08,217
14,07,6
15,00,0
16,12,2
17,00,47
18,08,9
19,00,1
20,07,8
21,02,1
22,07,3
23,00,1
24,07,82
25,00,89
26,12,2
27,00,0
28,07,4
29,11,3
30,00,0
31,02,2
32,09,3
33,07,81
34,10,5
35,07,5
36,00,64
37,00,72
38,12,1
39,06,2
40,08,57
41,07,221
42,07,171
43,12,267
44,00,0
45,10,42
46,00,0
47,07,5
48,00,679
49,09,70
50,09,220
51,11,2
52,08,57
53,12,2
54,08,8
55,08,6
56,09,14
57,00,0
58,00,0
59,10,1
60,08,6
61,00,55
62,07,21
63,03,2
64,07,1
65,08,59
66,08,59
67,04,1
68,00,461
69,07,17
70,12,11
71,07,3
72,07,4
73,05,1
74,07,247
75,07,260
76,00,5
77,00,1
78,07,9
79,00,995
80,00,153
81,07,1
82,00,75
83,00,24
84,00,0
85,07,15
86,00,0
87,08,121
88,00,56
89,07,18
90,09,377
91,09,3
92,00,34
93,11,7
94,08,5
95,00,60
96,00,0
97,09,76
98,11,1
99,00,0
100,07,317
101,12,1
102,11,2
103,00,0
104,00,0
105,00,0
106,00,31
107,00,535
108,00,1
109,00,0
110,00,0
111,00,1
112,00,97
113,09,338
114,00,350
115,00,0
116,08,96
117,00,0
118,00,0
119,07,11
120,03,1
121,11,4
122,11,1
123,09,2
124,02,1
125,10,119
126,08,4
127,10,15
128,08,2
129,03,87
130,00,34
131,08,2
132,00,410
133,07,5
134,09,22
135,08,3
136,08,6
137,08,266
138,10,561
139,09,1
140,07,452
141,07,502
142,12,363
143,08,259
144,00,324
145,00,67
146,12,31
147,08,3
148,00,639
149,02,1
150,08,2
151,08,229
152,10,45
153,07,4
154,00,0
155,00,1
156,12,4
157,07,3
158,01,306
159,07,23
160,05,1
161,12,652
162,00,545
163,12,410
164,12,480
165,07,3
166,12,207
167,08,13
168,11,17
169,08,6
170,00,578
171,00,0
172,00,0
173,00,13
174,12,8
175,07,1
176,00,0
177,07,9
178,07,5
179,06,36
180,07,1
181,00,113
182,07,11
183,08,2
184,07,2
185,07,4
186,08,506
187,00,0
188,06,22
189,00,40
190,00,5
191,08,2
192,01,2
193,08,17
194,05,2
195,09,6
196,10,19
197,06,3
198,00,8
199,00,0
200,00,1
201,00,0
202,07,2
203,10,1
204,00,0
205,10,1
206,00,0
207,08,3
208,10,2
209,00,35
210,08,12
211,12,187
212,01,7
213,07,5
214,00,0
215,06,3
216,00,8
217,01,9
218,05,1
219,08,3
220,10,5
221,00,0
222,10,1
223,08,70
224,09,94
225,01,22
226,08,80
227,09,1
228,00,11
229,08,317
230,00,522
231,00,389
232,00,50
233,12,186
234,12,570
235,09,10
236,08,738
237,07,680
238,08,417
239,08,421
240,03,1
241,08,9
242,09,10
243,09,33
244,08,93
245,00,0
246,09,258
247,12,25
248,08,7
249,01,480
250,08,4
251,00,0
252,00,1
253,00,0
254,01,2
255,00,330
256,00,208
257,06,8
258,00,1
259,11,1
260,08,49
261,12,72
262,07,324
263,08,352
