p_id,p_hour,fcount
1,04,1
2,09,1
3,07,6
4,10,35
5,00,0
6,00,0
7,06,24
8,07,1
9,08,3
10,09,4
11,08,2
12,08,1
13,08,30
14,07,12
15,07,3
16,09,3
17,08,27
18,08,11
19,08,2
20,07,7
21,10,3
22,07,5
23,10,1
24,07,12
25,10,19
26,09,8
27,00,0
28,10,5
29,10,2
30,00,0
31,07,3
32,09,5
33,08,23
34,08,4
35,10,5
36,08,32
37,00,20
38,07,1
39,08,5
40,07,14
41,07,27
42,07,46
43,09,22
44,00,0
45,09,9
46,06,1
47,07,17
48,08,105
49,08,35
50,08,58
51,11,4
52,09,14
53,07,3
54,09,9
55,08,2
56,08,4
57,07,1
58,06,1
59,07,5
60,07,33
61,06,26
62,05,9
63,00,2
64,09,1
65,09,16
66,09,19
67,07,4
68,09,72
69,07,21
70,09,7
71,06,3
72,07,7
73,08,3
74,07,17
75,08,18
76,08,4
77,08,3
78,08,55
79,09,146
80,00,27
81,08,5
82,00,4
83,08,4
84,07,1
85,07,4
86,07,1
87,08,27
88,00,13
89,06,14
90,08,79
91,07,7
92,08,7
93,07,2
94,11,5
95,08,14
96,06,1
97,09,23
98,06,2
99,00,0
100,11,39
101,09,2
102,09,20
103,00,0
104,00,0
105,00,0
106,10,8
107,09,100
108,08,2
109,00,0
110,00,0
111,00,0
112,08,39
113,09,79
114,12,33
115,07,2
116,07,55
117,00,0
118,00,0
119,08,78
120,09,2
121,08,6
122,00,1
123,07,11
124,08,3
125,11,32
126,07,9
127,08,40
128,07,2
129,08,17
130,01,4
131,03,2
132,07,45
133,09,7
134,09,5
135,08,5
136,08,5
137,09,50
138,10,68
139,09,3
140,08,43
141,08,121
142,09,71
143,08,79
144,11,49
145,09,22
146,07,6
147,07,13
148,08,53
149,07,6
150,03,1
151,07,48
152,08,18
153,11,2
154,05,1
155,09,4
156,00,0
157,08,16
158,08,81
159,08,25
160,09,10
161,00,108
162,11,64
163,11,69
164,12,60
165,07,11
166,09,15
167,07,55
168,09,19
169,08,32
170,08,96
171,00,2
172,02,1
173,08,2
174,08,6
175,09,2
176,00,0
177,07,7
178,07,7
179,07,11
180,07,3
181,07,48
182,08,19
183,10,6
184,09,2
185,07,8
186,09,65
187,09,1
188,10,12
189,07,18
190,00,2
191,09,3
192,07,2
193,12,4
194,10,1
195,12,7
196,10,7
197,09,4
198,07,48
199,00,0
200,08,7
201,00,0
202,04,1
203,07,3
204,00,0
205,07,3
206,08,6
207,00,0
208,08,16
209,08,16
210,10,4
211,09,55
212,09,46
213,08,106
214,07,1
215,02,1
216,08,4
217,10,4
218,03,1
219,07,2
220,09,7
221,10,1
222,07,1
223,09,19
224,09,44
225,07,17
226,08,18
227,08,5
228,07,15
229,08,70
230,00,63
231,09,117
232,08,16
233,08,70
234,09,85
235,08,161
236,08,146
237,08,92
238,09,83
239,07,104
240,10,2
241,08,11
242,08,7
243,08,45
244,09,19
245,07,1
246,12,71
247,07,23
248,07,23
249,08,99
250,07,27
251,12,2
252,08,4
253,00,0
254,07,5
255,09,47
256,00,24
257,11,11
258,10,4
259,09,3
260,09,7
261,12,18
262,08,98
263,08,82
