p_id,p_hour,sum
1,04,1
2,09,1
3,07,6
4,10,109
5,00,0
6,00,0
7,07,175
8,07,3
9,08,3
10,09,7
11,08,3
12,11,8
13,08,507
14,07,17
15,07,3
16,09,3
17,00,64
18,08,27
19,08,2
20,08,17
21,10,3
22,07,7
23,10,1
24,08,143
25,08,75
26,09,10
27,00,0
28,10,9
29,11,3
30,00,0
31,08,5
32,09,13
33,08,172
34,10,9
35,07,7
36,00,37
37,00,68
38,01,1
39,08,8
40,08,110
41,08,323
42,07,267
43,11,380
44,00,0
45,09,69
46,06,1
47,08,27
48,07,866
49,09,92
50,09,349
51,09,4
52,08,81
53,07,3
54,09,18
55,07,7
56,08,10
57,07,1
58,06,1
59,07,5
60,07,35
61,00,67
62,00,16
63,07,4
64,04,1
65,08,97
66,08,89
67,07,4
68,09,720
69,12,49
70,08,27
71,06,4
72,07,8
73,08,3
74,08,289
75,08,370
76,12,7
77,08,4
78,08,69
79,09,606
80,00,97
81,08,6
82,01,84
83,01,18
84,07,1
85,07,10
86,07,1
87,08,256
88,12,98
89,07,32
90,09,549
91,07,10
92,00,27
93,07,5
94,08,14
95,08,73
96,06,1
97,09,100
98,06,2
99,00,0
100,09,560
101,09,2
102,08,20
103,00,0
104,00,0
105,00,0
106,01,17
107,08,697
108,08,2
109,00,0
110,00,0
111,08,2
112,09,101
113,09,611
114,00,289
115,07,2
116,07,160
117,00,0
118,00,0
119,08,86
120,09,4
121,11,11
122,07,2
123,07,12
124,08,3
125,11,193
126,08,19
127,08,60
128,07,2
129,04,88
130,09,35
131,08,4
132,07,337
133,07,12
134,00,19
135,08,10
136,08,16
137,07,440
138,10,716
139,09,3
140,08,850
141,08,1007
142,08,737
143,09,357
144,12,239
145,08,90
146,07,32
147,08,22
148,00,372
149,07,7
150,12,2
151,07,297
152,08,70
153,11,8
154,05,1
155,09,4
156,06,1
157,08,20
158,09,427
159,08,52
160,09,13
161,12,1143
162,08,960
163,12,737
164,12,687
165,07,13
166,08,321
167,07,69
168,09,34
169,08,54
170,08,1132
171,00,2
172,02,1
173,08,13
174,11,19
175,09,2
176,00,0
177,07,12
178,07,8
179,07,54
180,07,3
181,08,173
182,08,33
183,10,10
184,09,5
185,07,12
186,07,935
187,09,1
188,07,30
189,08,43
190,00,4
191,08,5
192,09,6
193,08,21
194,07,4
195,12,15
196,07,20
197,07,8
198,07,50
199,00,0
200,07,9
201,00,0
202,05,3
203,07,3
204,00,0
205,07,3
206,08,6
207,09,2
208,07,19
209,08,66
210,08,24
211,11,234
212,09,49
213,08,114
214,07,1
215,07,3
216,07,7
217,00,13
218,03,1
219,07,4
220,07,15
221,09,1
222,08,2
223,07,105
224,06,119
225,07,44
226,08,132
227,08,5
228,07,25
229,08,792
230,12,704
231,08,644
232,08,58
233,08,579
234,12,832
235,08,178
236,08,1304
237,08,1381
238,08,524
239,11,572
240,06,2
241,08,25
242,08,25
243,08,90
244,08,146
245,07,1
246,12,545
247,07,47
248,07,29
249,09,563
250,07,28
251,12,2
252,08,4
253,00,0
254,08,10
255,00,180
256,00,104
257,08,16
258,08,7
259,08,4
260,07,76
261,12,131
262,07,506
263,07,460
