p_id,p_hour,fcount
1,00,0
2,12,1
3,02,5
4,00,47
5,00,0
6,00,0
7,00,45
8,00,0
9,01,3
10,11,6
11,10,2
12,00,0
13,00,40
14,00,13
15,01,1
16,00,5
17,02,38
18,00,10
19,10,2
20,12,7
21,00,4
22,10,5
23,12,1
24,11,9
25,00,30
26,08,5
27,00,0
28,10,5
29,00,2
30,00,0
31,00,1
32,01,4
33,12,21
34,00,3
35,01,4
36,00,55
37,00,51
38,06,1
39,00,8
40,00,23
41,00,37
42,00,34
43,11,10
44,03,1
45,01,43
46,01,3
47,01,13
48,00,153
49,01,28
50,04,63
51,00,5
52,00,8
53,12,4
54,00,4
55,04,3
56,00,3
57,06,1
58,09,1
59,07,5
60,00,20
61,01,44
62,01,10
63,00,3
64,00,3
65,00,26
66,01,14
67,00,5
68,01,209
69,00,22
70,00,7
71,04,6
72,00,6
73,10,2
74,00,18
75,00,17
76,01,12
77,04,3
78,01,35
79,00,352
80,00,48
81,00,3
82,11,12
83,02,6
84,00,0
85,01,3
86,00,0
87,00,62
88,01,22
89,00,16
90,00,104
91,00,8
92,02,11
93,11,2
94,00,9
95,00,17
96,03,1
97,00,51
98,04,4
99,00,0
100,01,47
101,01,2
102,00,16
103,00,0
104,00,0
105,00,0
106,00,25
107,00,121
108,00,1
109,00,0
110,00,0
111,00,0
112,00,58
113,00,185
114,00,215
115,09,4
116,00,60
117,00,0
118,00,0
119,00,49
120,00,0
121,11,5
122,04,1
123,00,6
124,01,2
125,01,76
126,00,18
127,00,29
128,09,2
129,00,12
130,01,5
131,00,5
132,12,18
133,00,12
134,10,8
135,10,7
136,00,9
137,00,69
138,12,47
139,08,2
140,00,37
141,11,56
142,00,89
143,12,41
144,00,155
145,01,20
146,11,12
147,00,14
148,01,199
149,01,4
150,01,3
151,00,23
152,00,37
153,01,3
154,00,0
155,10,4
156,00,0
157,02,15
158,01,224
159,00,19
160,12,11
161,00,90
162,11,55
163,00,128
164,00,94
165,12,8
166,01,15
167,00,35
168,00,9
169,00,26
170,00,96
171,01,3
172,08,1
173,06,2
174,00,7
175,07,2
176,00,0
177,00,8
178,10,9
179,10,10
180,00,3
181,00,78
182,09,11
183,07,4
184,08,1
185,00,3
186,00,54
187,00,0
188,01,10
189,01,23
190,12,3
191,04,3
192,00,1
193,10,2
194,00,0
195,00,8
196,11,9
197,05,7
198,11,41
199,00,0
200,12,5
201,00,0
202,00,2
203,12,3
204,00,0
205,11,3
206,08,6
207,10,1
208,00,12
209,11,18
210,01,6
211,00,109
212,09,37
213,01,49
214,01,1
215,08,4
216,00,9
217,00,5
218,00,2
219,11,3
220,01,7
221,00,0
222,03,1
223,11,18
224,12,23
225,01,28
226,03,16
227,09,3
228,00,18
229,00,61
230,00,149
231,00,200
232,00,36
233,00,53
234,00,226
235,00,108
236,12,42
237,12,67
238,11,37
239,00,57
240,01,1
241,00,8
242,12,7
243,11,29
244,00,25
245,00,0
246,01,141
247,00,28
248,10,16
249,00,367
250,12,19
251,08,1
252,09,2
253,00,0
254,01,10
255,00,121
256,01,68
257,01,7
258,08,6
259,00,5
260,11,11
261,11,41
262,00,24
263,00,35
