p_id,p_hour,ycount
1,05,1
2,00,0
3,00,0
4,08,37
5,10,1
6,00,0
7,07,33
8,07,2
9,11,1
10,07,9
11,08,1
12,12,10
13,08,215
14,11,5
15,06,1
16,09,1
17,00,5
18,11,1
19,00,1
20,12,1
21,08,2
22,05,2
23,00,0
24,08,65
25,07,21
26,11,5
27,00,0
28,07,3
29,10,1
30,00,0
31,00,0
32,07,2
33,08,35
34,06,1
35,09,4
36,05,2
37,11,5
38,08,2
39,10,4
40,08,40
41,07,103
42,07,63
43,12,268
44,00,0
45,12,31
46,00,0
47,06,1
48,07,473
49,08,5
50,09,235
51,07,4
52,07,35
53,05,1
54,08,2
55,07,2
56,01,1
57,00,0
58,00,0
59,00,0
60,01,2
61,00,4
62,07,2
63,00,0
64,06,1
65,07,32
66,07,19
67,09,1
68,09,369
69,07,4
70,11,5
71,05,2
72,07,3
73,00,0
74,07,113
75,07,141
76,06,4
77,08,1
78,07,2
79,09,221
80,01,6
81,12,1
82,04,8
83,08,7
84,00,0
85,08,2
86,10,1
87,08,117
88,12,62
89,08,5
90,09,278
91,08,3
92,06,3
93,01,4
94,11,1
95,07,9
96,00,0
97,08,15
98,08,1
99,00,0
100,07,478
101,11,2
102,00,0
103,00,0
104,00,0
105,00,0
106,07,3
107,07,370
108,07,1
109,00,0
110,00,0
111,00,0
112,03,3
113,09,234
114,09,120
115,00,0
116,07,38
117,11,1
118,00,0
119,07,2
120,11,1
121,05,2
122,06,1
123,08,2
124,10,2
125,08,91
126,07,1
127,08,4
128,07,1
129,05,12
130,10,4
131,06,1
132,00,355
133,01,2
134,06,2
135,11,3
136,10,1
137,08,219
138,10,682
139,04,1
140,10,327
141,08,461
142,12,421
143,09,199
144,12,91
145,08,13
146,05,16
147,05,1
148,00,103
149,06,2
150,06,1
151,08,156
152,09,19
153,08,2
154,00,0
155,09,2
156,11,1
157,12,3
158,08,173
159,03,2
160,08,2
161,12,595
162,11,544
163,12,389
164,12,335
165,08,2
166,08,101
167,05,1
168,05,3
169,07,1
170,08,578
171,07,3
172,00,0
173,00,1
174,05,1
175,04,1
176,00,0
177,08,2
178,08,1
179,07,23
180,07,2
181,08,19
182,06,2
183,06,1
184,00,0
185,10,1
186,06,732
187,00,0
188,09,4
189,08,5
190,08,2
191,08,2
192,00,1
193,06,13
194,01,2
195,06,2
196,07,4
197,06,1
198,06,1
199,00,0
200,10,2
201,00,0
202,11,1
203,05,1
204,00,0
205,07,3
206,00,0
207,09,1
208,07,1
209,08,32
210,07,3
211,12,79
212,07,3
213,06,2
214,00,0
215,06,4
216,05,4
217,03,2
218,06,3
219,08,3
220,07,1
221,00,0
222,05,1
223,07,13
224,07,46
225,07,4
226,06,44
227,02,1
228,08,4
229,08,431
230,12,372
231,08,275
232,08,34
233,08,265
234,12,429
235,02,1
236,08,792
237,12,808
238,08,345
239,12,403
240,00,0
241,08,3
242,00,1
243,08,6
244,09,27
245,00,0
246,12,279
247,08,5
248,00,1
249,09,249
250,00,0
251,00,0
252,08,1
253,00,0
254,08,4
255,01,9
256,00,12
257,06,2
258,07,1
259,06,1
260,07,21
261,12,87
262,07,260
263,07,300
