p_id,p_hour,gcount
1,00,0
2,00,0
3,08,4
4,00,0
5,00,0
6,00,0
7,10,50
8,00,0
9,09,2
10,07,4
11,08,4
12,00,0
13,11,1
14,08,11
15,11,3
16,12,3
17,11,12
18,08,6
19,08,2
20,12,4
21,06,3
22,11,6
23,00,0
24,09,10
25,00,22
26,10,6
27,00,0
28,10,3
29,10,6
30,00,0
31,01,1
32,06,6
33,08,59
34,09,1
35,08,13
36,03,9
37,08,6
38,07,2
39,08,12
40,10,16
41,08,93
42,08,66
43,09,17
44,00,0
45,00,0
46,09,1
47,09,8
48,06,1
49,08,16
50,00,0
51,12,9
52,10,19
53,08,1
54,05,1
55,08,14
56,09,6
57,09,1
58,00,0
59,06,1
60,08,6
61,11,27
62,09,7
63,10,4
64,09,3
65,00,32
66,08,27
67,08,2
68,10,1
69,10,15
70,09,5
71,09,11
72,08,7
73,12,2
74,09,160
75,09,96
76,10,17
77,07,6
78,07,5
79,08,1
80,00,14
81,08,9
82,00,53
83,00,13
84,00,0
85,11,6
86,06,3
87,00,0
88,00,0
89,10,9
90,06,1
91,10,10
92,12,9
93,09,1
94,12,5
95,12,36
96,00,0
97,10,29
98,08,2
99,00,0
100,02,1
101,10,5
102,12,2
103,00,0
104,00,0
105,00,0
106,07,3
107,00,0
108,09,5
109,00,0
110,00,0
111,08,1
112,00,13
113,00,0
114,00,0
115,06,1
116,08,23
117,10,2
118,00,0
119,07,3
120,09,1
121,12,5
122,10,3
123,09,4
124,12,3
125,00,0
126,09,4
127,12,6
128,08,1
129,00,33
130,00,25
131,12,4
132,00,0
133,08,4
134,10,13
135,09,4
136,11,3
137,00,0
138,03,1
139,09,4
140,00,0
141,00,0
142,00,1
143,00,0
144,00,1
145,08,24
146,00,9
147,12,4
148,08,1
149,11,4
150,11,3
151,00,0
152,11,16
153,00,0
154,00,0
155,09,5
156,10,1
157,12,2
158,00,0
159,12,7
160,10,2
161,00,0
162,07,2
163,00,1
164,12,1
165,09,10
166,09,57
167,11,6
168,08,8
169,09,7
170,07,1
171,12,5
172,00,0
173,00,5
174,11,8
175,10,3
176,00,0
177,10,8
178,11,2
179,10,10
180,05,1
181,10,26
182,09,7
183,09,4
184,11,1
185,11,4
186,00,0
187,00,0
188,10,12
189,09,5
190,07,2
191,09,4
192,12,4
193,10,10
194,00,0
195,12,2
196,11,18
197,09,5
198,08,2
199,00,0
200,10,5
201,00,0
202,11,2
203,07,3
204,00,0
205,09,7
206,00,0
207,00,0
208,09,4
209,00,0
210,09,8
211,00,0
212,07,4
213,11,12
214,00,0
215,09,8
216,10,5
217,12,4
218,06,5
219,08,1
220,09,6
221,00,0
222,09,5
223,08,22
224,00,0
225,10,12
226,12,15
227,06,5
228,05,3
229,00,0
230,11,1
231,10,1
232,00,0
233,06,1
234,00,0
235,08,9
236,11,9
237,07,1
238,00,0
239,00,0
240,08,1
241,09,4
242,11,9
243,08,18
244,09,39
245,00,0
246,00,0
247,08,9
248,10,4
249,00,0
250,10,4
251,07,1
252,07,1
253,00,0
254,09,11
255,00,47
256,01,12
257,09,4
258,08,2
259,08,5
260,10,17
261,00,0
262,00,0
263,08,4
