p_id,p_hour,fcount
1,10,8
2,00,0
3,08,80
4,08,256
5,10,12
6,08,19
7,08,368
8,08,4
9,08,51
10,08,153
11,07,57
12,12,10
13,08,231
14,08,214
15,09,31
16,08,82
17,08,302
18,08,178
19,07,32
20,08,100
21,08,120
22,08,152
23,12,37
24,08,69
25,08,172
26,12,128
27,08,2
28,07,90
29,08,74
30,07,1
31,08,28
32,08,110
33,08,183
34,10,28
35,08,254
36,00,191
37,08,263
38,07,35
39,08,343
40,08,109
41,08,215
42,08,337
43,08,108
44,12,10
45,09,93
46,06,7
47,08,159
48,08,542
49,09,271
50,08,320
51,08,123
52,08,64
53,08,57
54,09,40
55,09,90
56,08,145
57,08,10
58,07,10
59,08,10
60,08,102
61,08,529
62,08,139
63,08,123
64,08,28
65,09,164
66,08,141
67,07,88
68,08,405
69,08,208
70,08,161
71,08,188
72,08,263
73,08,57
74,08,283
75,08,236
76,08,357
77,07,108
78,08,182
79,09,463
80,00,194
81,08,108
82,08,185
83,08,84
84,07,13
85,08,106
86,08,51
87,08,221
88,12,70
89,08,275
90,08,310
91,07,211
92,08,140
93,09,15
94,08,79
95,08,226
96,08,14
97,08,218
98,09,46
99,02,2
100,09,225
101,08,40
102,08,97
103,00,0
104,00,0
105,00,0
106,07,66
107,08,403
108,08,72
109,08,20
110,07,1
111,07,6
112,09,291
113,09,215
114,00,196
115,08,26
116,08,177
117,08,38
118,08,25
119,08,192
120,07,20
121,08,91
122,08,53
123,08,105
124,08,51
125,08,132
126,08,86
127,07,103
128,08,8
129,07,283
130,08,153
131,08,68
132,00,640
133,08,102
134,08,72
135,08,81
136,08,89
137,08,305
138,11,568
139,08,50
140,08,384
141,08,399
142,07,317
143,08,422
144,08,209
145,08,187
146,08,99
147,07,98
148,00,332
149,08,90
150,08,55
151,08,206
152,08,98
153,08,26
154,05,4
155,07,122
156,08,50
157,08,120
158,08,270
159,08,156
160,08,98
161,00,453
162,00,209
163,00,170
164,08,289
165,08,121
166,08,149
167,08,205
168,08,221
169,08,187
170,09,276
171,08,79
172,09,16
173,08,86
174,08,187
175,12,42
176,11,11
177,07,183
178,09,52
179,08,136
180,08,42
181,08,330
182,08,106
183,08,56
184,00,5
185,08,100
186,09,262
187,08,24
188,08,286
189,08,110
190,07,22
191,08,104
192,07,58
193,08,60
194,10,3
195,09,64
196,08,105
197,08,138
198,08,219
199,00,0
200,08,115
201,06,12
202,09,17
203,09,54
204,10,8
205,08,159
206,09,71
207,08,2
208,08,104
209,08,77
210,08,147
211,08,170
212,08,100
213,08,210
214,08,25
215,08,122
216,08,221
217,12,53
218,08,71
219,07,74
220,08,135
221,08,59
222,08,63
223,07,222
224,08,187
225,08,300
226,08,216
227,08,101
228,07,125
229,07,257
230,00,315
231,08,404
232,09,253
233,07,182
234,08,331
235,08,226
236,07,453
237,07,305
238,08,445
239,08,436
240,09,33
241,08,162
242,08,140
243,08,194
244,08,230
245,08,26
246,08,464
247,07,154
248,08,103
249,08,317
250,08,86
251,08,26
252,08,62
253,00,6
254,08,182
255,09,260
256,09,232
257,08,79
258,08,109
259,08,116
260,08,126
261,08,110
262,07,430
263,08,394
