p_id,p_hour,fcount
1,11,5
2,04,1
3,12,56
4,00,235
5,11,10
6,00,17
7,11,411
8,12,8
9,00,36
10,10,90
11,09,43
12,12,20
13,12,177
14,12,186
15,00,27
16,00,96
17,00,352
18,00,135
19,01,33
20,00,72
21,10,92
22,12,132
23,12,29
24,10,66
25,00,235
26,09,62
27,12,7
28,11,72
29,12,60
30,12,5
31,12,31
32,10,74
33,00,189
34,00,18
35,10,197
36,01,520
37,00,541
38,10,29
39,12,270
40,00,166
41,00,267
42,00,340
43,12,153
44,00,9
45,00,154
46,00,19
47,12,94
48,00,818
49,00,304
50,00,212
51,00,119
52,11,44
53,00,49
54,11,35
55,00,155
56,09,135
57,11,7
58,09,8
59,00,8
60,12,70
61,00,703
62,12,121
63,12,115
64,09,25
65,11,192
66,00,194
67,09,63
68,02,436
69,00,170
70,09,89
71,11,148
72,12,200
73,09,35
74,00,238
75,11,206
76,12,307
77,10,107
78,09,94
79,00,1187
80,00,490
81,12,85
82,09,201
83,10,67
84,02,22
85,00,108
86,08,28
87,00,294
88,00,90
89,11,272
90,00,330
91,11,154
92,00,159
93,00,26
94,12,61
95,11,175
96,11,10
97,00,301
98,12,37
99,07,3
100,00,341
101,11,25
102,11,78
103,00,0
104,00,0
105,00,0
106,00,141
107,00,465
108,12,58
109,01,21
110,09,1
111,11,7
112,00,494
113,00,332
114,01,530
115,08,34
116,00,215
117,02,62
118,12,26
119,11,103
120,00,24
121,12,57
122,09,31
123,12,61
124,12,36
125,00,174
126,00,81
127,00,223
128,00,12
129,12,230
130,00,194
131,12,43
132,00,592
133,11,74
134,11,60
135,12,46
136,00,83
137,00,404
138,11,352
139,00,38
140,12,216
141,11,245
142,12,234
143,12,200
144,00,363
145,00,352
146,11,124
147,00,73
148,01,1298
149,12,59
150,00,62
151,10,118
152,00,99
153,00,24
154,00,11
155,11,98
156,12,29
157,09,77
158,00,486
159,11,126
160,00,63
161,00,390
162,12,235
163,00,258
164,00,625
165,09,64
166,11,141
167,10,108
168,00,165
169,00,148
170,00,416
171,00,62
172,00,13
173,10,80
174,09,102
175,09,27
176,08,8
177,00,154
178,10,19
179,11,169
180,00,51
181,00,497
182,11,82
183,12,34
184,00,13
185,10,82
186,00,277
187,11,18
188,00,275
189,00,199
190,12,68
191,10,78
192,10,52
193,10,51
194,12,14
195,12,107
196,12,79
197,11,102
198,00,226
199,00,1
200,11,43
201,12,58
202,12,35
203,09,52
204,12,10
205,12,104
206,11,47
207,11,1
208,10,79
209,00,109
210,00,90
211,00,245
212,00,77
213,12,128
214,09,18
215,09,77
216,00,156
217,11,51
218,12,68
219,11,55
220,12,98
221,12,49
222,11,36
223,11,249
224,12,119
225,11,383
226,11,182
227,12,84
228,00,160
229,12,268
230,00,545
231,00,408
232,00,219
233,00,284
234,00,611
235,12,134
236,12,203
237,12,243
238,11,202
239,00,254
240,00,46
241,09,101
242,00,93
243,00,245
244,11,226
245,01,29
246,12,340
247,00,151
248,10,86
249,00,643
250,00,63
251,11,19
252,12,35
253,00,24
254,10,129
255,00,795
256,01,577
257,10,56
258,08,93
259,12,88
260,12,139
261,12,165
262,11,161
263,00,219
