p_id,p_hour,ycount,gcount,hfcount,fcount,sum
1,00,0,0,0,11,11
1,01,0,0,0,4,4
1,02,0,0,0,2,2
1,03,0,0,0,0,0
1,04,0,0,0,1,1
1,05,0,0,0,3,3
1,06,0,0,0,5,5
1,07,0,0,0,3,3
1,08,0,0,0,2,2
1,09,0,0,0,2,2
1,10,0,0,0,1,1
1,11,2,0,0,4,6
1,12,0,0,0,4,4
2,00,0,0,0,0,0
2,01,0,0,0,0,0
2,02,0,0,0,0,0
2,03,0,0,0,0,0
2,04,0,0,0,0,0
2,05,0,0,0,0,0
2,06,0,0,0,0,0
2,07,0,0,0,0,0
2,08,0,0,0,0,0
2,09,0,0,0,0,0
2,10,0,0,0,0,0
2,11,0,0,0,0,0
2,12,0,0,0,0,0
3,00,0,0,0,25,25
3,01,0,0,0,10,10
3,02,0,0,0,8,8
3,03,0,0,0,5,5
3,04,0,0,0,11,11
3,05,0,0,0,24,24
3,06,0,0,0,44,44
3,07,0,0,0,61,61
3,08,0,3,0,95,98
3,09,0,0,0,74,74
3,10,1,0,0,62,63
3,11,0,0,0,48,48
3,12,0,1,0,28,29
4,00,3,0,0,46,49
4,01,3,0,0,26,29
4,02,2,0,0,14,16
4,03,1,0,0,16,17
4,04,5,0,0,21,26
4,05,8,0,0,46,54
4,06,17,0,0,120,137
4,07,29,0,0,216,245
4,08,32,0,0,221,253
4,09,22,0,0,303,325
4,10,27,0,0,211,238
4,11,22,0,0,130,152
4,12,13,0,0,106,119
5,00,0,0,0,1,1
5,01,0,0,0,0,0
5,02,0,0,0,0,0
5,03,0,0,0,1,1
5,04,0,0,0,4,4
5,05,0,0,0,1,1
5,06,0,0,0,3,3
5,07,0,0,0,5,5
5,08,0,0,0,6,6
5,09,0,0,0,11,11
5,10,0,0,0,4,4
5,11,0,0,0,6,6
5,12,0,0,0,4,4
6,00,0,0,0,3,3
6,01,0,0,0,1,1
6,02,0,0,0,2,2
6,03,0,0,0,4,4
6,04,0,0,0,4,4
6,05,0,0,0,2,2
6,06,0,0,0,4,4
6,07,0,0,0,5,5
6,08,0,0,0,23,23
6,09,0,0,0,7,7
6,10,0,0,0,13,13
6,11,0,0,0,11,11
6,12,0,0,0,10,10
7,00,14,32,0,152,198
7,01,19,16,0,122,157
7,02,11,7,0,74,92
7,03,15,9,0,69,93
7,04,9,14,0,112,135
7,05,30,9,0,151,190
7,06,36,10,0,268,314
7,07,47,40,0,359,446
7,08,72,52,0,486,610
7,09,25,53,0,390,468
7,10,15,39,0,304,358
7,11,19,33,0,206,258
7,12,6,22,0,197,225
8,00,0,0,0,1,1
8,01,0,0,0,1,1
8,02,0,0,0,0,0
8,03,0,0,0,0,0
8,04,0,0,0,1,1
8,05,0,0,0,3,3
8,06,0,0,0,5,5
8,07,1,0,0,6,7
8,08,0,0,0,0,0
8,09,0,0,0,3,3
8,10,0,0,0,1,1
8,11,0,0,0,1,1
8,12,0,0,0,0,0
9,00,0,0,0,7,7
9,01,0,0,0,5,5
9,02,0,0,0,2,2
9,03,0,0,0,6,6
9,04,0,0,0,7,7
9,05,0,0,0,9,9
9,06,0,0,0,19,19
9,07,0,0,0,39,39
9,08,0,1,0,45,46
9,09,0,0,0,38,38
9,10,0,0,0,24,24
9,11,1,2,0,24,27
9,12,0,2,0,25,27
10,00,2,0,0,32,34
10,01,2,0,0,20,22
10,02,4,0,0,16,20
10,03,0,0,0,13,13
10,04,1,1,0,28,30
10,05,1,1,0,43,45
10,06,2,3,0,68,73
10,07,3,2,0,152,157
10,08,5,4,0,144,153
10,09,1,5,0,113,119
10,10,3,1,0,76,80
10,11,1,0,0,86,87
10,12,2,4,0,62,68
11,00,0,0,0,7,7
11,01,0,0,0,3,3
11,02,0,0,0,2,2
11,03,0,0,0,2,2
11,04,0,0,0,7,7
11,05,0,0,0,17,17
11,06,0,1,0,31,32
11,07,2,1,0,71,74
11,08,0,0,0,102,102
11,09,0,1,0,58,59
11,10,1,0,0,42,43
11,11,0,1,0,24,25
11,12,1,2,0,25,28
12,00,1,0,0,0,1
12,01,0,0,0,1,1
12,02,0,0,0,0,0
12,03,0,0,0,0,0
12,04,0,0,0,0,0
12,05,0,0,0,1,1
12,06,1,0,0,1,2
12,07,0,0,0,4,4
12,08,4,0,0,1,5
12,09,10,0,0,2,12
12,10,2,0,0,3,5
12,11,4,0,0,3,7
12,12,4,0,0,6,10
13,00,12,0,0,34,46
13,01,8,0,0,22,30
13,02,1,0,0,16,17
13,03,2,0,0,9,11
13,04,12,0,0,21,33
13,05,20,0,0,36,56
13,06,103,0,0,131,234
13,07,253,0,0,243,496
13,08,299,0,0,339,638
13,09,234,0,0,251,485
13,10,122,0,0,168,290
13,11,105,0,0,128,233
13,12,118,0,0,109,227
14,00,0,0,0,57,57
14,01,0,0,0,44,44
14,02,0,0,0,26,26
14,03,0,0,0,16,16
14,04,0,1,0,27,28
14,05,0,0,0,55,55
14,06,0,2,0,135,137
14,07,1,2,0,219,222
14,08,2,2,0,364,368
14,09,2,2,0,225,229
14,10,2,5,0,162,169
14,11,0,3,0,122,125
14,12,1,7,0,106,114
15,00,0,0,0,7,7
15,01,0,0,0,3,3
15,02,0,0,0,1,1
15,03,0,0,0,1,1
15,04,0,0,0,3,3
15,05,0,0,0,8,8
15,06,0,0,0,8,8
15,07,2,0,0,19,21
15,08,0,0,0,46,46
15,09,0,1,0,18,19
15,10,0,2,0,23,25
15,11,0,0,0,15,15
15,12,0,1,0,16,17
16,00,0,0,0,22,22
16,01,0,0,0,14,14
16,02,0,0,0,11,11
16,03,0,0,0,8,8
16,04,0,0,0,12,12
16,05,0,0,0,14,14
16,06,0,0,0,40,40
16,07,0,0,0,68,68
16,08,0,0,0,103,103
16,09,0,1,0,70,71
16,10,2,0,0,37,39
16,11,1,0,0,54,55
16,12,0,0,0,39,39
17,00,3,2,0,152,157
17,01,2,2,0,73,77
17,02,1,0,0,46,47
17,03,1,0,0,44,45
17,04,2,4,0,51,57
17,05,0,2,0,97,99
17,06,1,4,0,143,148
17,07,1,6,0,208,215
17,08,3,10,0,256,269
17,09,4,10,0,309,323
17,10,4,8,0,346,358
17,11,0,9,0,231,240
17,12,0,8,0,202,210
18,00,1,0,0,77,78
18,01,0,0,0,42,42
18,02,0,1,0,21,22
18,03,0,1,0,15,16
18,04,0,0,0,24,24
18,05,0,2,0,37,39
18,06,0,2,0,69,71
18,07,1,3,0,149,153
18,08,3,6,0,230,239
18,09,0,4,0,180,184
18,10,0,2,0,120,122
18,11,0,5,0,120,125
18,12,1,3,0,87,91
19,00,0,0,0,6,6
19,01,0,0,0,2,2
19,02,0,0,0,1,1
19,03,0,0,0,1,1
19,04,0,0,0,4,4
19,05,0,0,0,14,14
19,06,0,0,0,25,25
19,07,0,0,0,35,35
19,08,0,2,0,32,34
19,09,0,0,0,34,34
19,10,0,1,0,18,19
19,11,1,1,0,22,24
19,12,0,0,0,15,15
20,00,0,0,0,26,26
20,01,0,0,0,15,15
20,02,0,0,0,13,13
20,03,0,0,0,10,10
20,04,0,0,0,14,14
20,05,0,0,0,26,26
20,06,0,0,0,48,48
20,07,1,0,0,62,63
20,08,0,2,0,99,101
20,09,0,1,0,127,128
20,10,0,1,0,101,102
20,11,0,3,0,68,71
20,12,0,1,0,66,67
21,00,0,0,0,24,24
21,01,0,0,0,26,26
21,02,0,0,0,19,19
21,03,0,0,0,11,11
21,04,0,0,0,17,17
21,05,0,0,0,25,25
21,06,0,0,0,62,62
21,07,0,0,0,141,141
21,08,1,4,0,213,218
21,09,1,2,0,165,168
21,10,0,2,0,106,108
21,11,0,1,0,72,73
21,12,3,0,0,60,63
22,00,0,0,0,34,34
22,01,0,0,0,14,14
22,02,0,0,0,15,15
22,03,0,0,0,13,13
22,04,0,0,0,16,16
22,05,1,1,0,35,37
22,06,0,1,0,67,68
22,07,1,0,0,181,182
22,08,0,4,0,240,244
22,09,1,2,0,143,146
22,10,0,3,0,112,115
22,11,0,3,0,97,100
22,12,1,2,0,80,83
23,00,0,0,0,6,6
23,01,0,0,0,4,4
23,02,0,0,0,2,2
23,03,0,0,0,2,2
23,04,0,0,0,9,9
23,05,0,0,0,6,6
23,06,0,0,0,16,16
23,07,0,0,0,33,33
23,08,0,0,0,41,41
23,09,0,0,0,32,32
23,10,0,0,0,27,27
