p_id,p_hour,sum
1,01,1
2,00,0
3,02,1
4,10,71
5,00,0
6,00,0
7,07,173
8,01,2
9,12,1
10,07,9
11,00,1
12,11,10
13,08,358
14,00,3
15,00,0
16,03,1
17,01,45
18,08,7
19,06,1
20,09,7
21,12,2
22,10,1
23,00,0
24,08,93
25,00,74
26,07,2
27,00,0
28,07,5
29,04,1
30,00,0
31,08,2
32,04,2
33,08,121
34,08,5
35,10,4
36,01,36
37,01,53
38,12,1
39,00,3
40,08,64
41,08,246
42,08,152
43,12,347
44,00,0
45,12,61
46,00,0
47,08,6
48,08,631
49,00,67
50,09,232
51,00,1
52,08,76
53,08,1
54,08,14
55,08,5
56,09,9
57,00,0
58,00,0
59,00,0
60,08,4
61,00,51
62,12,9
63,11,2
64,00,0
65,08,69
66,08,79
67,01,1
68,09,543
69,12,19
70,11,9
71,08,3
72,08,3
73,10,1
74,08,258
75,08,329
76,00,2
77,03,1
78,08,9
79,00,760
80,00,71
81,00,0
82,00,94
83,00,17
84,00,0
85,12,6
86,00,0
87,08,211
88,12,87
89,01,14
90,09,417
91,08,4
92,00,31
93,00,47
94,09,6
95,00,84
96,11,1
97,09,80
98,00,0
99,00,0
100,07,539
101,00,0
102,06,2
103,00,0
104,00,0
105,00,0
106,00,12
107,08,636
108,00,0
109,00,0
110,00,0
111,10,1
112,00,89
113,08,410
114,00,330
115,00,0
116,08,89
117,00,0
118,07,1
119,09,6
120,03,2
121,10,5
122,00,0
123,03,1
124,07,1
125,11,201
126,11,7
127,08,14
128,12,2
129,04,77
130,12,26
131,12,2
132,00,390
133,02,5
134,12,15
135,03,1
136,08,6
137,08,328
138,10,693
139,00,0
140,08,611
141,08,690
142,08,528
143,07,257
144,00,299
145,00,69
146,07,60
147,09,5
148,00,532
149,08,2
150,10,2
151,08,210
152,08,43
153,09,6
154,00,0
155,12,2
156,12,1
157,12,3
158,00,421
159,10,18
160,03,2
161,12,984
162,12,741
163,12,655
164,12,546
165,02,1
166,08,191
167,08,8
168,00,19
169,07,6
170,08,918
171,00,0
172,00,0
173,09,16
174,12,11
175,01,1
176,00,0
177,08,4
178,01,1
179,07,54
180,10,1
181,00,98
182,08,13
183,09,3
184,07,1
185,12,5
186,07,913
187,00,0
188,08,21
189,00,31
190,01,4
191,05,1
192,11,5
193,09,20
194,01,1
195,09,7
196,12,26
197,06,4
198,01,2
199,00,0
200,07,1
201,00,1
202,12,4
203,00,1
204,00,0
205,02,1
206,00,0
207,07,1
208,09,2
209,12,44
210,08,16
211,12,219
212,12,5
213,09,3
214,00,0
215,12,4
216,01,3
217,00,10
218,06,2
219,00,1
220,10,12
221,00,0
222,10,1
223,07,85
224,10,94
225,00,27
226,08,87
227,02,1
228,00,10
229,08,589
230,00,754
231,08,423
232,00,44
233,08,394
234,12,715
235,07,7
236,08,937
237,08,977
238,08,396
239,12,526
240,05,1
241,08,6
242,11,8
243,08,34
244,09,84
245,00,0
246,09,357
247,08,26
248,07,4
249,00,474
250,08,7
251,12,1
252,09,1
253,00,2
254,12,2
255,00,302
256,00,170
257,00,5
258,11,2
259,06,1
260,00,49
261,11,129
262,07,484
263,07,490
