p_id,p_hour,fcount
1,08,4
2,00,1
3,12,60
4,01,183
5,00,6
6,11,10
7,00,473
8,10,4
9,12,25
10,11,98
11,10,32
12,12,19
13,12,155
14,00,144
15,11,21
16,00,80
17,00,371
18,00,129
19,10,24
20,00,67
21,11,86
22,10,101
23,00,24
24,12,54
25,00,261
26,12,93
27,03,8
28,11,62
29,01,53
30,02,5
31,00,35
32,12,72
33,00,172
34,11,13
35,10,182
36,01,644
37,00,667
38,00,32
39,10,281
40,00,173
41,00,241
42,00,303
43,12,160
44,00,20
45,00,108
46,00,17
47,00,97
48,00,736
49,00,318
50,00,285
51,00,84
52,00,48
53,01,35
54,00,27
55,00,256
56,10,118
57,10,8
58,00,9
59,12,7
60,12,69
61,00,596
62,00,159
63,11,100
64,00,23
65,00,192
66,00,137
67,09,46
68,00,471
69,00,154
70,11,65
71,00,161
72,11,220
73,10,38
74,00,235
75,10,182
76,00,322
77,00,110
78,01,103
79,00,1085
80,00,567
81,00,98
82,00,234
83,10,80
84,01,23
85,12,108
86,10,35
87,00,304
88,12,68
89,00,257
90,00,316
91,01,142
92,00,134
93,12,29
94,00,59
95,12,166
96,12,12
97,00,239
98,11,28
99,02,3
100,00,224
101,12,23
102,10,55
103,00,0
104,00,0
105,00,0
106,00,122
107,00,389
108,11,37
109,00,19
110,09,1
111,10,5
112,00,524
113,00,253
114,00,435
115,11,30
116,00,179
117,01,48
118,00,26
119,00,124
120,00,20
121,11,46
122,01,35
123,10,62
124,01,34
125,00,117
126,00,558
127,03,181
128,00,15
129,00,251
130,00,156
131,11,41
132,00,591
133,11,69
134,11,52
135,11,56
136,00,91
137,00,299
138,12,591
139,00,46
140,12,199
141,12,261
142,12,213
143,12,175
144,00,349
145,12,305
146,12,139
147,01,90
148,02,1100
149,12,53
150,00,58
151,10,157
152,12,91
153,00,25
154,02,4
155,12,77
156,00,28
157,00,131
158,00,421
159,00,117
160,12,72
161,00,293
162,12,282
163,12,202
164,00,527
165,09,71
166,12,139
167,00,105
168,01,149
169,00,156
170,11,336
171,00,68
172,00,12
173,00,92
174,00,104
175,11,23
176,01,13
177,00,164
178,08,22
179,12,150
180,00,50
181,00,440
182,10,65
183,10,25
184,01,8
185,11,69
186,00,222
187,11,21
188,12,261
189,00,194
190,11,37
191,12,66
192,12,45
193,12,57
194,12,5
195,11,69
196,11,87
197,03,144
198,00,248
199,00,0
200,11,41
201,03,38
202,12,33
203,00,51
204,01,7
205,00,111
206,11,49
207,00,2
208,00,117
209,00,85
210,00,82
211,00,186
212,00,69
213,12,109
214,00,16
215,11,82
216,00,188
217,01,51
218,11,56
219,10,45
220,00,84
221,12,34
222,12,42
223,12,228
224,12,134
225,00,431
226,10,173
227,00,73
228,00,136
229,11,233
230,00,467
231,00,364
232,00,193
233,12,281
234,00,471
235,00,161
236,12,205
237,12,202
238,12,237
239,12,213
240,00,26
241,00,123
242,00,98
243,00,233
244,00,300
245,02,33
246,00,397
247,00,151
248,00,67
249,00,596
250,00,63
251,00,14
252,09,25
253,00,4
254,00,129
255,00,890
256,00,663
257,12,56
258,00,88
259,12,80
260,00,184
261,12,145
262,11,157
263,12,239
