p_id,p_hour,gcount
1,00,0
2,00,0
3,00,1
4,00,0
5,00,0
6,00,0
7,09,86
8,00,0
9,00,0
10,08,2
11,00,0
12,00,0
13,00,0
14,07,3
15,00,0
16,09,3
17,10,29
18,09,9
19,00,0
20,10,6
21,06,1
22,09,1
23,00,0
24,09,16
25,11,42
26,08,7
27,00,0
28,08,5
29,10,2
30,00,0
31,00,1
32,08,4
33,10,57
34,10,9
35,07,6
36,01,6
37,00,18
38,00,0
39,08,3
40,10,20
41,09,122
42,08,103
43,10,26
44,00,0
45,00,0
46,00,0
47,07,6
48,00,0
49,11,40
50,00,0
51,08,1
52,09,22
53,11,3
54,10,4
55,09,5
56,09,6
57,00,0
58,00,0
59,08,1
60,10,3
61,00,31
62,09,9
63,06,1
64,00,0
65,11,40
66,09,41
67,07,1
68,00,0
69,12,19
70,08,7
71,07,2
72,00,2
73,09,1
74,10,145
75,09,147
76,06,2
77,12,1
78,08,12
79,00,0
80,00,27
81,06,1
82,00,83
83,00,15
84,00,0
85,09,9
86,08,1
87,00,0
88,00,0
89,08,14
90,00,0
91,08,2
92,00,27
93,09,1
94,08,4
95,00,46
96,02,1
97,00,61
98,00,0
99,00,0
100,00,0
101,00,0
102,07,3
103,00,0
104,00,0
105,00,0
106,08,5
107,00,0
108,07,2
109,00,0
110,00,0
111,06,1
112,09,41
113,00,0
114,00,0
115,00,0
116,08,52
117,00,0
118,00,0
119,07,12
120,09,3
121,12,10
122,08,1
123,08,3
124,00,0
125,00,0
126,09,8
127,09,14
128,02,1
129,04,60
130,09,27
131,01,1
132,06,1
133,02,2
134,11,17
135,07,4
136,07,7
137,00,0
138,06,1
139,00,0
140,00,0
141,00,0
142,00,0
143,00,0
144,00,0
145,09,30
146,11,15
147,08,6
148,00,0
149,12,3
150,09,2
151,00,0
152,09,35
153,08,5
154,00,0
155,11,2
156,00,0
157,11,2
158,00,0
159,09,19
160,01,1
161,00,0
162,00,0
163,00,0
164,00,0
165,09,4
166,09,130
167,08,11
168,09,12
169,09,9
170,00,0
171,10,1
172,00,0
173,12,12
174,09,8
175,00,0
176,00,0
177,07,6
178,06,2
179,10,19
180,00,0
181,12,46
182,09,6
183,03,1
184,06,1
185,11,7
186,00,0
187,00,0
188,00,11
189,00,15
190,12,3
191,05,1
192,09,2
193,10,5
194,07,1
195,10,6
196,10,14
197,09,5
198,03,2
199,00,0
200,08,2
201,00,0
202,09,3
203,00,0
204,00,0
205,07,1
206,11,1
207,12,1
208,08,3
209,00,0
210,08,14
211,00,0
212,00,6
213,09,4
214,00,0
215,09,1
216,01,3
217,10,3
218,00,1
219,00,0
220,09,9
221,00,0
222,10,1
223,09,49
224,00,0
225,00,12
226,12,33
227,06,1
228,08,6
229,00,0
230,00,0
231,00,0
232,00,0
233,00,0
234,00,0
235,08,12
236,10,21
237,00,0
238,00,0
239,00,0
240,08,1
241,08,14
242,09,10
243,08,30
244,09,58
245,00,0
246,00,0
247,09,19
248,09,5
249,00,0
250,08,6
251,00,0
252,09,1
253,10,1
254,07,2
255,00,111
256,00,43
257,08,4
258,07,3
259,00,0
260,10,32
261,00,0
262,09,1
263,09,6
