p_id,p_hour,fcount
1,00,6
2,12,1
3,07,57
4,09,216
5,07,6
6,08,10
7,08,252
8,07,3
9,08,24
10,07,106
11,08,49
12,12,9
13,08,247
14,08,180
15,08,31
16,08,68
17,08,221
18,08,136
19,08,26
20,08,72
21,08,108
22,08,124
23,12,31
24,08,67
25,08,153
26,09,225
27,01,1
28,08,74
29,08,62
30,00,0
31,07,14
32,08,80
33,09,145
34,11,22
35,08,226
36,08,153
37,08,204
38,07,24
39,07,312
40,08,90
41,07,209
42,08,273
43,08,114
44,09,5
45,08,64
46,09,4
47,08,112
48,08,504
49,09,203
50,08,236
51,08,81
52,07,41
53,07,36
54,09,33
55,08,88
56,08,115
57,09,6
58,07,10
59,09,4
60,08,67
61,08,435
62,09,147
63,08,131
64,07,17
65,09,137
66,08,118
67,08,74
68,08,359
69,08,180
70,08,85
71,08,163
72,08,222
73,08,42
74,08,231
75,07,212
76,07,329
77,08,106
78,08,124
79,08,456
80,00,165
81,08,93
82,08,131
83,08,53
84,09,7
85,07,82
86,08,52
87,08,184
88,00,43
89,07,245
90,07,227
91,08,191
92,08,113
93,08,12
94,08,54
95,08,170
96,07,10
97,08,171
98,07,32
99,02,1
100,09,192
101,07,27
102,08,82
103,00,0
104,00,0
105,00,0
106,09,50
107,08,384
108,08,71
109,08,17
110,09,1
111,07,3
112,08,275
113,08,226
114,00,152
115,08,24
116,08,151
117,08,34
118,07,19
119,08,129
120,07,17
121,07,61
122,07,46
123,08,134
124,07,40
125,08,115
126,08,69
127,08,88
128,07,12
129,08,249
130,12,123
131,08,53
132,00,498
133,08,86
134,08,66
135,08,77
136,08,77
137,08,310
138,11,390
139,07,52
140,08,392
141,08,426
142,08,310
143,08,412
144,09,169
145,08,143
146,08,59
147,08,69
148,09,239
149,08,105
150,08,48
151,07,197
152,08,76
153,09,16
154,06,3
155,08,106
156,07,37
157,09,74
158,08,240
159,08,105
160,07,75
161,00,366
162,00,211
163,00,194
164,09,254
165,08,127
166,08,144
167,08,137
168,08,132
169,08,132
170,08,373
171,08,62
172,07,11
173,09,63
174,08,134
175,12,41
176,08,10
177,07,161
178,08,74
179,08,118
180,08,47
181,08,260
182,08,90
183,07,28
184,08,5
185,08,72
186,09,201
187,08,23
188,08,268
189,09,91
190,08,21
191,07,78
192,08,48
193,08,38
194,00,1
195,08,49
196,08,69
197,08,139
198,08,189
199,00,0
200,08,66
201,10,7
202,09,19
203,07,54
204,10,7
205,08,135
206,08,83
207,00,1
208,08,90
209,08,61
210,08,106
211,08,155
212,08,67
213,08,145
214,12,16
215,07,116
216,08,201
217,10,45
218,08,67
219,08,65
220,08,96
221,08,44
222,07,63
223,07,162
224,08,194
225,07,263
226,08,180
227,08,73
228,07,103
229,08,341
230,00,260
231,08,374
232,09,236
233,08,261
234,08,299
235,08,160
236,07,428
237,08,315
238,08,418
239,08,407
240,08,28
241,07,120
242,12,92
243,08,183
244,08,207
245,08,23
246,08,410
247,08,111
248,08,78
249,08,280
250,08,80
251,07,15
252,07,37
253,09,1
254,08,122
255,00,219
256,08,153
257,08,73
258,07,89
259,09,92
260,07,94
261,08,75
262,08,413
263,08,366
