p_id,p_hour,ycount
1,06,1
2,00,0
3,08,2
4,09,29
5,00,0
6,00,0
7,06,34
8,12,1
9,10,1
10,08,9
11,11,2
12,12,7
13,08,199
14,08,4
15,11,2
16,09,1
17,12,3
18,06,2
19,06,1
20,00,1
21,06,1
22,12,4
23,09,1
24,07,68
25,07,20
26,10,4
27,00,0
28,08,4
29,06,2
30,00,0
31,00,0
32,06,2
33,08,28
34,00,0
35,08,3
36,03,2
37,01,6
38,06,1
39,07,7
40,08,29
41,07,82
42,07,43
43,12,249
44,00,0
45,09,29
46,00,0
47,10,2
48,07,508
49,08,10
50,09,212
51,09,2
52,07,27
53,05,1
54,06,2
55,06,5
56,08,2
57,00,0
58,09,1
59,10,1
60,06,1
61,09,7
62,06,3
63,07,2
64,07,1
65,08,22
66,08,14
67,11,2
68,09,317
69,07,5
70,09,4
71,06,2
72,07,5
73,00,0
74,07,85
75,08,121
76,08,4
77,03,1
78,07,2
79,08,237
80,01,4
81,10,3
82,06,7
83,00,2
84,00,0
85,11,2
86,00,0
87,08,88
88,12,49
89,08,7
90,08,206
91,06,4
92,08,2
93,00,2
94,07,1
95,07,5
96,11,1
97,08,18
98,07,2
99,00,0
100,06,445
101,11,2
102,07,2
103,00,0
104,00,0
105,00,0
106,07,4
107,08,363
108,12,1
109,00,0
110,00,0
111,00,0
112,09,3
113,08,211
114,12,95
115,00,0
116,07,27
117,11,2
118,12,1
119,05,2
120,07,1
121,10,2
122,06,2
123,09,2
124,07,1
125,12,69
126,06,1
127,11,1
128,10,1
129,04,13
130,11,6
131,06,1
132,00,398
133,00,1
134,09,2
135,07,3
136,08,1
137,08,193
138,11,654
139,06,1
140,08,404
141,08,454
142,12,439
143,08,240
144,12,86
145,12,14
146,10,13
147,07,2
148,00,85
149,06,2
150,08,1
151,07,172
152,07,22
153,05,1
154,07,1
155,08,3
156,00,0
157,06,2
158,08,142
159,07,3
160,07,5
161,12,609
162,09,492
163,12,353
164,12,296
165,09,5
166,08,84
167,08,3
168,07,5
169,09,1
170,08,539
171,04,1
172,00,0
173,02,1
174,08,2
175,05,1
176,00,0
177,09,2
178,06,1
179,08,14
180,12,2
181,08,11
182,06,2
183,08,1
184,00,0
185,08,3
186,06,685
187,07,1
188,07,5
189,00,2
190,06,2
191,08,3
192,12,1
193,06,15
194,11,3
195,07,1
196,06,4
197,11,2
198,00,1
199,00,0
200,06,2
201,00,0
202,09,1
203,06,1
204,00,0
205,07,5
206,00,0
207,11,1
208,08,2
209,08,28
210,06,4
211,12,84
212,06,1
213,07,3
214,00,0
215,06,3
216,08,8
217,04,2
218,09,3
219,07,7
220,06,2
221,00,0
222,07,4
223,06,11
224,08,73
225,07,7
226,07,44
227,11,3
228,07,2
229,08,382
230,12,379
231,08,234
232,08,17
233,09,231
234,12,366
235,08,4
236,08,838
237,12,722
238,08,395
239,08,434
240,00,0
241,00,3
242,07,2
243,08,3
244,07,27
245,00,0
246,11,205
247,07,2
248,06,1
249,09,196
250,05,1
251,00,0
252,12,2
253,07,1
254,06,5
255,00,7
256,00,7
257,08,2
258,06,2
259,06,3
260,06,17
261,11,81
262,08,306
263,08,326
